"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.98.57","38234","41.177.202.202","53","2","404","1","89","1","315","197.494940000","0.0002","N/A","N/A"
"41.177.26.176","33854","41.177.202.202","53","2","390","1","98","1","292","83.422941000","0.0002","N/A","N/A"
"41.177.26.176","34029","41.177.202.202","53","2","397","1","90","1","307","87.328986000","0.0002","N/A","N/A"
"41.177.26.176","35036","41.177.202.202","53","2","390","1","98","1","292","117.925542000","0.0002","N/A","N/A"
"41.177.26.176","35574","41.177.202.202","53","2","319","1","87","1","232","131.329416000","0.0002","N/A","N/A"
"41.177.98.57","37830","41.177.202.202","53","2","353","1","97","1","256","185.804605000","0.0002","N/A","N/A"
"41.177.98.57","39235","41.177.202.202","53","2","390","1","98","1","292","217.722623000","0.0002","N/A","N/A"
"41.177.26.176","65162","41.177.202.202","53","2","319","1","87","1","232","53.015805000","0.0002","N/A","N/A"
"41.177.26.176","35860","41.177.202.202","53","2","404","1","89","1","315","139.165946000","0.0002","N/A","N/A"
"41.177.26.176","36640","41.177.202.202","53","2","404","1","89","1","315","156.773485000","0.0002","N/A","N/A"
"41.177.26.176","36690","41.177.202.202","53","2","392","1","99","1","293","159.154443000","0.0002","N/A","N/A"
"41.177.98.57","38767","41.177.202.202","53","2","319","1","87","1","232","208.093898000","0.0002","N/A","N/A"
"41.177.26.176","33299","41.177.202.202","53","2","407","1","90","1","317","66.698360000","0.0002","N/A","N/A"
"41.177.26.176","33715","41.177.202.202","53","2","392","1","99","1","293","79.660248000","0.0002","N/A","N/A"
"41.177.98.57","38768","41.177.202.202","53","2","319","1","87","1","232","208.094171000","0.0002","N/A","N/A"
"41.177.98.57","64858","41.177.202.202","53","2","407","1","90","1","317","45.624738000","0.0002","N/A","N/A"
"41.177.26.176","65337","41.177.202.202","53","2","392","1","99","1","293","55.728022000","0.0002","N/A","N/A"
"41.177.98.57","38167","41.177.202.202","53","2","390","1","98","1","292","195.306845000","0.0002","N/A","N/A"
"41.177.26.214","54991","41.177.202.202","53","2","348","1","90","1","258","201.329360000","0.0002","N/A","N/A"
"244.3.210.230","60201","244.3.202.202","53","2","592","1","78","1","514","201.919575000","0.0002","N/A","N/A"
"41.177.26.176","35119","41.177.202.202","53","2","392","1","99","1","293","120.603473000","0.0002","N/A","N/A"
"41.177.98.57","64036","41.177.202.202","53","2","390","1","98","1","292","26.223984000","0.0002","N/A","N/A"
"41.177.26.176","32841","41.177.202.202","53","2","346","1","90","1","256","60.862827000","0.0002","N/A","N/A"
"41.177.26.176","34232","41.177.202.202","53","2","407","1","90","1","317","91.532239000","0.0002","N/A","N/A"
"41.177.26.214","54753","41.177.202.202","53","2","270","1","106","1","164","154.069810000","0.0002","N/A","N/A"
"41.177.98.57","63588","41.177.202.202","53","2","634","1","81","1","553","18.028852000","0.0002","N/A","N/A"
"41.177.26.176","63742","244.3.202.202","53","2","180","1","90","1","90","20.065559000","0.0002","N/A","N/A"
"41.177.98.57","64195","41.177.202.202","53","2","390","1","98","1","292","29.059127000","0.0002","N/A","N/A"
"41.177.98.57","64765","41.177.202.202","53","2","319","1","87","1","232","42.322100000","0.0002","N/A","N/A"
"41.177.26.214","54556","41.177.202.202","53","2","323","1","89","1","234","106.922848000","0.0002","N/A","N/A"
"41.177.26.176","35453","41.177.202.202","53","2","346","1","90","1","256","128.588275000","0.0002","N/A","N/A"
"41.177.98.57","38002","41.177.202.202","53","2","351","1","96","1","255","191.128308000","0.0002","N/A","N/A"
"41.177.26.214","55236","41.177.202.202","53","2","323","1","89","1","234","233.441687000","0.0002","N/A","N/A"
"41.177.98.57","39740","41.177.202.202","53","2","392","1","99","1","293","234.402797000","0.0002","N/A","N/A"
"41.177.3.91","138","41.177.3.241","138","2","494","0","0","2","494","167.762075000","0.0002","N/A","19091787.44"
"41.177.98.57","38411","41.177.202.202","53","2","404","1","89","1","315","201.300275000","0.0002","N/A","N/A"
"41.177.98.57","38692","41.177.202.202","53","2","319","1","87","1","232","206.373424000","0.0002","N/A","N/A"
"41.177.98.57","38976","41.177.202.202","53","2","390","1","98","1","292","211.709302000","0.0002","N/A","N/A"
"41.177.26.176","36158","41.177.202.202","53","2","390","1","98","1","292","145.686760000","0.0002","N/A","N/A"
"41.177.26.176","33107","41.177.202.202","53","2","392","1","99","1","293","64.537078000","0.0002","N/A","N/A"
"41.177.26.176","33341","41.177.202.202","53","2","344","1","90","1","254","67.246786000","0.0002","N/A","N/A"
"41.177.26.176","34013","41.177.202.202","53","2","407","1","90","1","317","86.753655000","0.0002","N/A","N/A"
"41.177.98.57","64674","41.177.202.202","53","2","404","1","89","1","315","40.137072000","0.0002","N/A","N/A"
"41.177.26.176","65361","41.177.202.202","53","2","319","1","87","1","232","56.206949000","0.0002","N/A","N/A"
"41.177.26.176","36713","41.177.202.202","53","2","392","1","99","1","293","159.419702000","0.0002","N/A","N/A"
"41.177.98.57","38100","41.177.202.202","53","2","390","1","98","1","292","193.833165000","0.0002","N/A","N/A"
"41.177.98.57","64012","41.177.202.202","53","2","346","1","90","1","256","25.927435000","0.0002","N/A","N/A"
"41.177.26.176","34517","41.177.202.202","53","2","319","1","87","1","232","97.565168000","0.0002","N/A","N/A"
"41.177.26.176","34661","41.177.202.202","53","2","319","1","87","1","232","104.936383000","0.0002","N/A","N/A"
"41.177.98.57","37507","41.177.202.202","53","2","407","1","90","1","317","179.729681000","0.0002","N/A","N/A"
"41.177.98.57","37952","41.177.202.202","53","2","407","1","90","1","317","188.845258000","0.0002","N/A","N/A"
"41.177.98.57","38705","41.177.202.202","53","2","404","1","89","1","315","206.531243000","0.0002","N/A","N/A"
"41.177.98.57","62899","41.177.202.202","53","2","319","1","87","1","232","1.196618000","0.0002","N/A","N/A"
"41.177.98.57","63195","41.177.202.202","53","2","392","1","99","1","293","6.818938000","0.0002","N/A","N/A"
"41.177.98.57","63601","41.177.202.202","53","2","319","1","87","1","232","18.230889000","0.0002","N/A","N/A"
"41.177.98.57","64960","41.177.202.202","53","2","319","1","87","1","232","48.237104000","0.0002","N/A","N/A"
"41.177.26.176","36010","41.177.202.202","53","2","404","1","89","1","315","141.925552000","0.0002","N/A","N/A"
"244.3.41.91","138","244.3.41.224","138","4","916","0","0","4","916","163.491833000","0.0002","N/A","35921568.63"
"41.177.98.57","37578","41.177.202.202","53","2","371","1","88","1","283","181.046608000","0.0002","N/A","N/A"
"41.177.98.57","63894","41.177.202.202","53","2","634","1","81","1","553","23.025221000","0.0002","N/A","N/A"
"41.177.98.57","64128","41.177.202.202","53","2","634","1","81","1","553","28.065857000","0.0002","N/A","N/A"
"41.177.98.57","64864","41.177.202.202","53","2","397","1","90","1","307","45.790822000","0.0002","N/A","N/A"
"41.177.26.176","32937","41.177.202.202","53","2","392","1","99","1","293","62.273810000","0.0002","N/A","N/A"
"41.177.26.176","36176","41.177.202.202","53","2","319","1","87","1","232","145.833243000","0.0002","N/A","N/A"
"41.177.26.176","36293","41.177.202.202","53","2","319","1","87","1","232","149.467398000","0.0002","N/A","N/A"
"41.177.26.176","36618","41.177.202.202","53","2","319","1","87","1","232","156.131491000","0.0002","N/A","N/A"
"41.177.98.57","38267","41.177.202.202","53","2","346","1","90","1","256","198.071270000","0.0002","N/A","N/A"
"41.177.98.57","38447","41.177.202.202","53","2","319","1","87","1","232","202.339927000","0.0002","N/A","N/A"
"41.177.98.57","38843","41.177.202.202","53","2","397","1","90","1","307","209.102800000","0.0002","N/A","N/A"
"41.177.98.57","39439","41.177.202.202","53","2","367","1","89","1","278","224.478372000","0.0002","N/A","N/A"
"41.177.98.57","39712","41.177.202.202","53","2","404","1","89","1","315","233.907462000","0.0002","N/A","N/A"
"41.177.26.214","54477","41.177.202.202","53","2","348","1","90","1","258","86.208364000","0.0002","N/A","N/A"
"41.177.26.176","35411","41.177.202.202","53","2","390","1","98","1","292","127.699823000","0.0002","N/A","N/A"
"41.177.98.57","37513","41.177.202.202","53","2","319","1","87","1","232","179.744251000","0.0002","N/A","N/A"
"41.177.98.57","37637","41.177.202.202","53","2","319","1","87","1","232","182.392789000","0.0002","N/A","N/A"
"41.177.98.57","37713","41.177.202.202","53","2","319","1","87","1","232","183.437138000","0.0002","N/A","N/A"
"41.177.98.57","38861","41.177.202.202","53","2","404","1","89","1","315","209.869347000","0.0002","N/A","N/A"
"41.177.98.57","39130","41.177.202.202","53","2","319","1","87","1","232","214.524937000","0.0002","N/A","N/A"
"41.177.98.57","39295","41.177.202.202","53","2","407","1","90","1","317","219.485382000","0.0002","N/A","N/A"
"41.177.26.176","33321","41.177.202.202","53","2","392","1","99","1","293","66.975046000","0.0002","N/A","N/A"
"41.177.98.57","37954","41.177.202.202","53","2","392","1","99","1","293","188.846908000","0.0002","N/A","N/A"
"41.177.26.176","33717","41.177.202.202","53","2","407","1","90","1","317","80.054287000","0.0002","N/A","N/A"
"41.177.26.176","34214","41.177.202.202","53","2","390","1","98","1","292","90.907535000","0.0002","N/A","N/A"
"41.177.26.176","34827","41.177.202.202","53","2","407","1","90","1","317","112.431755000","0.0002","N/A","N/A"
"41.177.98.57","36987","41.177.202.202","53","2","407","1","90","1","317","167.709223000","0.0002","N/A","N/A"
"41.177.98.57","37528","41.177.202.202","53","2","319","1","87","1","232","180.038590000","0.0002","N/A","N/A"
"41.177.98.57","38381","41.177.202.202","53","2","404","1","89","1","315","200.205093000","0.0002","N/A","N/A"
"41.177.98.57","63383","41.177.202.202","53","2","404","1","89","1","315","11.324751000","0.0002","N/A","N/A"
"41.177.98.57","63767","41.177.202.202","53","2","319","1","87","1","232","20.394228000","0.0002","N/A","N/A"
"41.177.98.57","63989","41.177.202.202","53","2","404","1","89","1","315","25.487448000","0.0002","N/A","N/A"
"41.177.98.57","64605","41.177.202.202","53","2","404","1","89","1","315","37.214803000","0.0002","N/A","N/A"
"41.177.98.57","64736","41.177.202.202","53","2","319","1","87","1","232","41.474966000","0.0002","N/A","N/A"
"41.177.26.176","65212","41.177.202.202","53","2","367","1","89","1","278","53.942064000","0.0002","N/A","N/A"
"41.177.26.194","54960","41.177.202.202","53","2","334","1","90","1","244","198.610361000","0.0002","N/A","N/A"
"41.177.26.176","35701","41.177.202.202","53","2","319","1","87","1","232","135.316693000","0.0002","N/A","N/A"
"41.177.26.176","36770","41.177.202.202","53","2","407","1","90","1","317","161.040795000","0.0002","N/A","N/A"
"41.177.98.57","64250","41.177.202.202","53","2","390","1","98","1","292","30.103372000","0.0002","N/A","N/A"
"41.177.26.176","34579","41.177.202.202","53","2","397","1","90","1","307","101.098747000","0.0002","N/A","N/A"
"41.177.26.176","37019","41.177.202.202","53","2","397","1","90","1","307","168.913243000","0.0002","N/A","N/A"
"41.177.26.214","54966","41.177.202.202","53","2","348","1","90","1","258","199.699932000","0.0002","N/A","N/A"
"41.177.98.57","63554","41.177.202.202","53","2","319","1","87","1","232","17.385011000","0.0002","N/A","N/A"
"41.177.26.176","32809","41.177.202.202","53","2","346","1","90","1","256","60.020173000","0.0002","N/A","N/A"
"41.177.98.57","62965","41.177.202.202","53","2","407","1","90","1","317","1.982268000","0.0002","N/A","N/A"
"41.177.98.57","63895","41.177.202.202","53","2","634","1","81","1","553","23.026209000","0.0002","N/A","N/A"
"41.177.26.176","34785","41.177.202.202","53","2","407","1","90","1","317","110.632945000","0.0002","N/A","N/A"
"41.177.26.176","36253","41.177.202.202","53","2","407","1","90","1","317","148.118491000","0.0002","N/A","N/A"
"41.177.98.57","39192","41.177.202.202","53","2","407","1","90","1","317","216.594230000","0.0002","N/A","N/A"
"41.177.26.176","36481","41.177.202.202","53","2","407","1","90","1","317","153.448672000","0.0002","N/A","N/A"
"41.177.26.176","36981","41.177.202.202","53","2","351","1","96","1","255","167.191659000","0.0002","N/A","N/A"
"41.177.98.57","37463","41.177.202.202","53","2","346","1","90","1","256","179.331765000","0.0002","N/A","N/A"
"41.177.98.57","39073","41.177.202.202","53","2","392","1","99","1","293","213.616446000","0.0002","N/A","N/A"
"41.177.26.214","55092","41.177.202.202","53","2","348","1","90","1","258","219.949998000","0.0002","N/A","N/A"
"41.177.98.57","64589","41.177.202.202","53","2","351","1","91","1","260","37.003837000","0.0002","N/A","N/A"
"41.177.98.57","64789","41.177.202.202","53","2","390","1","98","1","292","43.299797000","0.0002","N/A","N/A"
"41.177.98.57","64833","41.177.202.202","53","2","346","1","90","1","256","44.820209000","0.0002","N/A","N/A"
"41.177.98.57","63184","41.177.202.202","53","2","407","1","90","1","317","6.373132000","0.0002","N/A","N/A"
"41.177.98.57","62945","41.177.202.202","53","2","319","1","87","1","232","1.560620000","0.0002","N/A","N/A"
"41.177.98.57","63428","41.177.202.202","53","2","634","1","81","1","553","13.020374000","0.0002","N/A","N/A"
"41.177.98.57","63973","41.177.202.202","53","2","397","1","90","1","307","24.946961000","0.0002","N/A","N/A"
"41.177.98.57","64129","41.177.202.202","53","2","634","1","81","1","553","28.066787000","0.0002","N/A","N/A"
"41.177.46.91","138","41.177.46.241","138","2","494","0","0","2","494","159.557533000","0.0002","N/A","19959595.96"
"41.177.26.176","36823","41.177.202.202","53","2","319","1","87","1","232","163.226074000","0.0002","N/A","N/A"
"41.177.26.176","35465","41.177.202.202","53","2","319","1","87","1","232","128.623756000","0.0002","N/A","N/A"
"41.177.26.176","36009","41.177.202.202","53","2","319","1","87","1","232","141.798625000","0.0002","N/A","N/A"
"41.177.26.176","63754","244.3.202.202","53","2","180","1","90","1","90","20.071567000","0.0002","N/A","N/A"
"41.177.98.57","64359","41.177.202.202","53","2","346","1","90","1","256","32.186143000","0.0002","N/A","N/A"
"41.177.98.57","64398","41.177.202.202","53","2","634","1","81","1","553","33.034308000","0.0002","N/A","N/A"
"41.177.26.176","33173","41.177.202.202","53","2","407","1","90","1","317","65.261272000","0.0002","N/A","N/A"
"41.177.26.176","33603","244.3.202.202","53","2","180","1","90","1","90","76.034140000","0.0002","N/A","N/A"
"41.177.98.57","38013","41.177.202.202","53","2","319","1","87","1","232","191.284485000","0.0002","N/A","N/A"
"41.177.98.57","38622","41.177.202.202","53","2","407","1","90","1","317","205.104965000","0.0002","N/A","N/A"
"41.177.98.57","39090","41.177.202.202","53","2","319","1","87","1","232","213.898452000","0.0002","N/A","N/A"
"41.177.98.57","64453","41.177.202.202","53","2","346","1","90","1","256","34.128530000","0.0002","N/A","N/A"
"41.177.26.176","34552","41.177.202.202","53","2","407","1","90","1","317","100.064200000","0.0002","N/A","N/A"
"41.177.26.176","34776","41.177.202.202","53","2","319","1","87","1","232","109.976265000","0.0002","N/A","N/A"
"41.177.98.57","38549","41.177.202.202","53","2","404","1","89","1","315","203.663360000","0.0002","N/A","N/A"
"41.177.98.57","38582","41.177.202.202","53","2","367","1","89","1","278","204.463636000","0.0002","N/A","N/A"
"41.177.98.57","38833","41.177.202.202","53","2","392","1","99","1","293","208.956627000","0.0002","N/A","N/A"
"41.177.98.57","39088","41.177.202.202","53","2","346","1","90","1","256","213.896430000","0.0002","N/A","N/A"
"41.177.26.176","34523","41.177.202.202","53","2","392","1","99","1","293","97.695883000","0.0002","N/A","N/A"
"41.177.26.176","35207","41.177.202.202","53","2","407","1","90","1","317","122.607427000","0.0002","N/A","N/A"
"41.177.26.176","35403","41.177.202.202","53","2","404","1","89","1","315","127.465741000","0.0002","N/A","N/A"
"41.177.98.57","64399","41.177.202.202","53","2","634","1","81","1","553","33.035265000","0.0002","N/A","N/A"
"41.177.98.57","64593","41.177.202.202","53","2","319","1","87","1","232","37.138399000","0.0002","N/A","N/A"
"41.177.26.176","65354","41.177.202.202","53","2","407","1","90","1","317","56.178482000","0.0002","N/A","N/A"
"41.177.26.176","34026","41.177.202.202","53","2","364","1","88","1","276","87.169785000","0.0002","N/A","N/A"
"41.177.26.176","34873","41.177.202.202","53","2","346","1","90","1","256","113.478947000","0.0002","N/A","N/A"
"41.177.98.156","54627","41.177.202.202","53","2","437","1","91","1","346","117.418467000","0.0002","N/A","N/A"
"41.177.26.176","36758","41.177.202.202","53","2","407","1","90","1","317","160.516310000","0.0002","N/A","N/A"
"41.177.26.214","54775","41.177.202.202","53","2","323","1","89","1","234","162.721402000","0.0002","N/A","N/A"
"41.177.98.57","37639","41.177.202.202","53","2","346","1","90","1","256","182.432274000","0.0002","N/A","N/A"
"41.177.98.57","38219","41.177.202.202","53","2","404","1","89","1","315","196.840881000","0.0002","N/A","N/A"
"41.177.98.57","39667","41.177.202.202","53","2","319","1","87","1","232","233.069442000","0.0002","N/A","N/A"
"41.177.98.57","38032","41.177.202.202","53","2","390","1","98","1","292","191.761261000","0.0002","N/A","N/A"
"41.177.98.57","39254","41.177.202.202","53","2","390","1","98","1","292","218.475790000","0.0002","N/A","N/A"
"41.177.26.176","34110","41.177.202.202","53","2","392","1","99","1","293","88.698657000","0.0002","N/A","N/A"
"41.177.26.176","34158","41.177.202.202","53","2","407","1","90","1","317","89.509064000","0.0002","N/A","N/A"
"41.177.98.57","64788","41.177.202.202","53","2","390","1","98","1","292","43.298778000","0.0002","N/A","N/A"
"41.177.26.176","65215","41.177.202.202","53","2","407","1","90","1","317","54.032454000","0.0002","N/A","N/A"
"41.177.98.57","62975","41.177.202.202","53","2","404","1","89","1","315","2.135666000","0.0002","N/A","N/A"
"41.177.26.176","33662","41.177.202.202","53","2","404","1","89","1","315","78.192034000","0.0002","N/A","N/A"
"41.177.26.176","35447","41.177.202.202","53","2","319","1","87","1","232","128.518671000","0.0002","N/A","N/A"
"41.177.26.176","36565","41.177.202.202","53","2","404","1","89","1","315","155.098931000","0.0002","N/A","N/A"
"41.177.26.176","36847","41.177.202.202","53","2","397","1","90","1","307","164.221931000","0.0002","N/A","N/A"
"41.177.98.57","38759","41.177.202.202","53","2","404","1","89","1","315","207.960283000","0.0002","N/A","N/A"
"41.177.98.57","39289","41.177.202.202","53","2","370","1","90","1","280","219.172361000","0.0002","N/A","N/A"
"41.177.26.176","34391","41.177.202.202","53","2","346","1","90","1","256","94.997999000","0.0002","N/A","N/A"
"41.177.98.57","64274","41.177.202.202","53","2","404","1","89","1","315","30.632540000","0.0002","N/A","N/A"
"41.177.98.57","64198","41.177.202.202","53","2","390","1","98","1","292","29.299358000","0.0002","N/A","N/A"
"41.177.26.176","32966","41.177.202.202","53","2","376","1","91","1","285","62.646636000","0.0002","N/A","N/A"
"41.177.26.176","34730","41.177.202.202","53","2","392","1","99","1","293","107.980407000","0.0002","N/A","N/A"
"41.177.26.176","35884","41.177.202.202","53","2","407","1","90","1","317","139.523908000","0.0002","N/A","N/A"
"41.177.26.176","36205","41.177.202.202","53","2","397","1","89","1","308","146.668175000","0.0002","N/A","N/A"
"41.177.98.57","38570","41.177.202.202","53","2","397","1","90","1","307","204.127240000","0.0002","N/A","N/A"
"41.177.98.57","39053","41.177.202.202","53","2","407","1","90","1","317","212.796536000","0.0002","N/A","N/A"
"41.177.98.57","39450","41.177.202.202","53","2","390","1","98","1","292","224.912068000","0.0002","N/A","N/A"
"41.177.98.57","63200","41.177.202.202","53","2","346","1","90","1","256","7.014081000","0.0002","N/A","N/A"
"41.177.98.57","64563","41.177.202.202","53","2","404","1","89","1","315","36.400121000","0.0002","N/A","N/A"
"41.177.26.176","64942","41.177.202.202","53","2","346","1","90","1","256","47.821726000","0.0002","N/A","N/A"
"41.177.26.176","65388","41.177.202.202","53","2","392","1","99","1","293","56.934360000","0.0002","N/A","N/A"
"41.177.26.176","35168","41.177.202.202","53","2","319","1","87","1","232","121.855752000","0.0002","N/A","N/A"
"41.177.26.176","35905","41.177.202.202","53","2","319","1","87","1","232","140.117892000","0.0002","N/A","N/A"
"41.177.26.176","36628","41.177.202.202","53","2","407","1","90","1","317","156.474400000","0.0002","N/A","N/A"
"41.177.98.57","37896","41.177.202.202","53","2","392","1","99","1","293","186.889985000","0.0002","N/A","N/A"
"41.177.98.57","38465","41.177.202.202","53","2","404","1","89","1","315","202.692373000","0.0002","N/A","N/A"
"41.177.3.203","123","41.177.108.224","123","2","188","1","94","1","94","206.325772000","0.0002","N/A","N/A"
"41.177.98.57","39249","41.177.202.202","53","2","404","1","89","1","315","218.409094000","0.0002","N/A","N/A"
"41.177.98.57","63399","41.177.202.202","53","2","404","1","89","1","315","11.830366000","0.0002","N/A","N/A"
"41.177.98.57","64737","41.177.202.202","53","2","346","1","90","1","256","41.502382000","0.0002","N/A","N/A"
"41.177.26.176","33373","41.177.202.202","53","2","404","1","89","1","315","67.510378000","0.0002","N/A","N/A"
"41.177.26.176","34032","41.177.202.202","53","2","319","1","87","1","232","87.332533000","0.0002","N/A","N/A"
"41.177.26.176","34450","41.177.202.202","53","2","407","1","90","1","317","96.025480000","0.0002","N/A","N/A"
"41.177.26.176","34594","41.177.202.202","53","2","407","1","90","1","317","101.990709000","0.0002","N/A","N/A"
"41.177.26.176","34751","41.177.202.202","53","2","392","1","99","1","293","108.721397000","0.0002","N/A","N/A"
"41.177.26.176","35474","41.177.202.202","53","2","404","1","89","1","315","128.984256000","0.0002","N/A","N/A"
"41.177.26.176","36184","41.177.202.202","53","2","404","1","89","1","315","146.348039000","0.0002","N/A","N/A"
"244.3.41.81","138","244.3.41.91","138","2","458","2","458","0","0","163.491841000","0.0002","19183246.07","N/A"
"41.177.98.57","39271","41.177.202.202","53","2","404","1","89","1","315","218.681981000","0.0002","N/A","N/A"
"41.177.98.57","39410","41.177.202.202","53","2","392","1","99","1","293","222.756738000","0.0002","N/A","N/A"
"41.177.98.43","41635","41.177.202.202","53","2","268","1","105","1","163","230.506548000","0.0002","N/A","N/A"
"41.177.26.214","55242","41.177.202.202","53","2","348","1","90","1","258","233.609875000","0.0002","N/A","N/A"
"41.177.98.57","63429","41.177.202.202","53","2","634","1","81","1","553","13.021413000","0.0002","N/A","N/A"
"41.177.98.57","64879","41.177.202.202","53","2","407","1","90","1","317","46.691902000","0.0002","N/A","N/A"
"41.177.26.176","33256","41.177.202.202","53","2","346","1","90","1","256","66.084074000","0.0002","N/A","N/A"
"41.177.26.176","33910","41.177.202.202","53","2","392","1","99","1","293","84.585110000","0.0002","N/A","N/A"
"41.177.26.176","34718","41.177.202.202","53","2","346","1","90","1","256","107.681632000","0.0002","N/A","N/A"
"41.177.26.176","34805","41.177.202.202","53","2","319","1","87","1","232","111.476432000","0.0002","N/A","N/A"
"41.177.26.176","35031","41.177.202.202","53","2","390","1","98","1","292","117.719144000","0.0002","N/A","N/A"
"41.177.26.176","36311","41.177.202.202","53","2","392","1","99","1","293","149.501219000","0.0002","N/A","N/A"
"41.177.26.214","54776","41.177.202.202","53","2","348","1","90","1","258","162.759048000","0.0002","N/A","N/A"
"41.177.26.176","36982","41.177.202.202","53","2","404","1","89","1","315","167.503369000","0.0002","N/A","N/A"
"41.177.98.57","37490","41.177.202.202","53","2","407","1","90","1","317","179.562609000","0.0002","N/A","N/A"
"41.177.98.57","38435","41.177.202.202","53","2","407","1","90","1","317","202.026330000","0.0002","N/A","N/A"
"41.177.98.57","38588","41.177.202.202","53","2","404","1","89","1","315","204.697320000","0.0002","N/A","N/A"
"41.177.98.57","38975","41.177.202.202","53","2","404","1","89","1","315","211.708579000","0.0002","N/A","N/A"
"41.177.98.57","63624","41.177.202.202","53","2","404","1","89","1","315","18.674928000","0.0002","N/A","N/A"
"41.177.26.176","65231","41.177.202.202","53","2","392","1","99","1","293","54.465153000","0.0002","N/A","N/A"
"41.177.98.57","64748","41.177.202.202","53","2","367","1","89","1","278","41.914283000","0.0002","N/A","N/A"
"41.177.26.176","36191","41.177.202.202","53","2","346","1","90","1","256","146.457396000","0.0002","N/A","N/A"
"41.177.26.176","36757","41.177.202.202","53","2","319","1","87","1","232","160.509886000","0.0002","N/A","N/A"
"41.177.98.57","38006","41.177.202.202","53","2","319","1","87","1","232","191.255664000","0.0002","N/A","N/A"
"41.177.98.57","38303","41.177.202.202","53","2","404","1","89","1","315","198.436688000","0.0002","N/A","N/A"
"41.177.98.57","38747","41.177.202.202","53","2","397","1","90","1","307","207.617203000","0.0002","N/A","N/A"
"41.177.98.57","39113","41.177.202.202","53","2","404","1","89","1","315","214.271146000","0.0002","N/A","N/A"
"41.177.98.57","63536","41.177.202.202","53","2","319","1","87","1","232","17.041106000","0.0002","N/A","N/A"
"41.177.26.214","54126","41.177.202.202","53","2","323","1","89","1","234","17.830577000","0.0002","N/A","N/A"
"41.177.98.57","63639","41.177.202.202","53","2","180","1","90","1","90","18.948298000","0.0002","N/A","N/A"
"41.177.98.57","64127","41.177.202.202","53","2","451","1","91","1","360","28.065019000","0.0002","N/A","N/A"
"41.177.98.57","64478","41.177.202.202","53","2","345","1","89","1","256","34.592062000","0.0002","N/A","N/A"
"41.177.98.57","64536","41.177.202.202","53","2","319","1","87","1","232","36.156211000","0.0002","N/A","N/A"
"41.177.98.57","64873","41.177.202.202","53","2","407","1","90","1","317","46.453814000","0.0002","N/A","N/A"
"41.177.26.176","33443","41.177.202.202","53","2","407","1","90","1","317","70.903715000","0.0002","N/A","N/A"
"41.177.26.214","54336","41.177.202.202","53","2","348","1","90","1","258","71.835215000","0.0002","N/A","N/A"
"41.177.98.98","45040","41.177.202.202","53","2","418","1","90","1","328","86.295516000","0.0002","N/A","N/A"
"41.177.26.176","35522","41.177.202.202","53","2","397","1","90","1","307","130.262964000","0.0002","N/A","N/A"
"41.177.26.176","37306","41.177.202.202","53","2","404","1","89","1","315","176.172343000","0.0002","N/A","N/A"
"41.177.98.57","39454","41.177.202.202","53","2","397","1","90","1","307","225.457533000","0.0002","N/A","N/A"
"41.177.26.176","35406","41.177.202.202","53","2","407","1","90","1","317","127.670160000","0.0002","N/A","N/A"
"41.177.230.156","32775","41.177.230.91","9900","4","2200","4","2200","0","0","168.404429000","0.0002","93617021.27","N/A"
"41.177.98.57","37030","41.177.202.202","53","2","407","1","90","1","317","169.481555000","0.0002","N/A","N/A"
"41.177.98.57","39616","41.177.202.202","53","2","407","1","90","1","317","231.301383000","0.0002","N/A","N/A"
"41.177.98.57","64379","41.177.202.202","53","2","319","1","87","1","232","32.462769000","0.0002","N/A","N/A"
"41.177.98.57","62972","41.177.202.202","53","2","353","1","97","1","256","2.051461000","0.0002","N/A","N/A"
"41.177.26.176","35218","41.177.202.202","53","2","392","1","99","1","293","122.926361000","0.0002","N/A","N/A"
"41.177.98.57","37904","41.177.202.202","53","2","404","1","89","1","315","187.295530000","0.0002","N/A","N/A"
"41.177.26.176","36181","41.177.202.202","53","2","404","1","89","1","315","146.189980000","0.0002","N/A","N/A"
"41.177.26.176","36781","41.177.202.202","53","2","407","1","90","1","317","161.839314000","0.0002","N/A","N/A"
"41.177.98.57","38786","41.177.202.202","53","2","404","1","89","1","315","208.234616000","0.0002","N/A","N/A"
"41.177.98.57","38830","41.177.202.202","53","2","390","1","98","1","292","208.933529000","0.0002","N/A","N/A"
"41.177.98.57","39225","41.177.202.202","53","2","390","1","98","1","292","217.336918000","0.0002","N/A","N/A"
"41.177.98.57","39457","41.177.202.202","53","2","288","1","90","1","198","225.512804000","0.0002","N/A","N/A"
"41.177.26.176","65365","41.177.202.202","53","2","397","1","90","1","307","56.303354000","0.0002","N/A","N/A"
"41.177.98.57","63621","41.177.202.202","53","2","404","1","89","1","315","18.567856000","0.0002","N/A","N/A"
"41.177.98.57","64295","41.177.202.202","53","2","404","1","89","1","315","30.895733000","0.0002","N/A","N/A"
"41.177.98.57","64475","41.177.202.202","53","2","404","1","89","1","315","34.569709000","0.0002","N/A","N/A"
"41.177.26.176","33502","41.177.202.202","53","2","319","1","87","1","232","73.750307000","0.0002","N/A","N/A"
"41.177.26.176","34001","41.177.202.202","53","2","371","1","88","1","283","86.119347000","0.0002","N/A","N/A"
