"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.18.41","1985","210.218.218.164","1985","95","6254","95","6254","0","0","0.000236000","234.1161","213.71","N/A"
"40.193.220.98","8482","41.177.241.46","4500","96559","21913162","48515","10707554","48044","11205608","0.371893000","234.1081","365901.23","382920.85"
"41.177.3.164","1985","210.218.218.164","1985","190","12504","190","12504","0","0","0.048225000","234.1001","427.30","N/A"
"41.177.241.164","1985","210.218.218.164","1985","192","12636","192","12636","0","0","0.336252000","234.0521","431.90","N/A"
"244.3.64.188","49908","41.177.241.46","443","1822","370778","1748","347500","74","23278","0.060078000","234.0024","11880.22","795.82"
"210.218.218.164","1985","244.3.61.68","1985","192","12636","0","0","192","12636","0.176554000","233.9878","N/A","432.02"
"41.177.143.186","1985","210.218.218.164","1985","344","22704","344","22704","0","0","0.353243000","233.7887","776.91","N/A"
"41.177.26.192","1985","210.218.218.164","1985","174","11484","174","11484","0","0","0.017291000","233.7245","393.08","N/A"
"41.177.230.117","514","244.3.153.116","514","982","223969","0","0","982","223969","0.075024000","233.6263","N/A","7669.31"
"77.139.113.224","2348","41.177.241.46","443","224","49280","122","21534","102","27746","0.928159000","233.4865","737.82","950.67"
"41.177.31.186","1985","210.218.218.164","1985","176","11616","176","11616","0","0","0.903762000","233.3820","398.18","N/A"
"41.177.204.209","1985","210.218.218.164","1985","192","12624","192","12624","0","0","0.624225000","233.3482","432.80","N/A"
"210.218.218.164","1985","244.3.251.51","1985","96","6318","0","0","96","6318","0.528232000","233.3281","N/A","216.62"
"145.95.43.164","1985","210.218.218.164","1985","96","6318","96","6318","0","0","0.448280000","233.2480","216.70","N/A"
"41.177.230.192","1985","210.218.218.164","1985","344","22704","344","22704","0","0","1.157242000","233.1767","778.95","N/A"
"41.177.98.192","1985","210.218.218.164","1985","172","11352","172","11352","0","0","0.533362000","233.1445","389.53","N/A"
"41.177.204.64","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.285248000","233.0965","194.80","N/A"
"41.177.155.41","1985","210.218.218.164","1985","285","18762","285","18762","0","0","1.088242000","233.0602","644.02","N/A"
"244.3.153.197","64846","41.177.230.130","137","117","11232","117","11232","0","0","0.060536000","233.0005","385.65","N/A"
"41.177.31.41","1985","210.218.218.164","1985","192","12636","192","12636","0","0","0.384277000","232.9921","433.87","N/A"
"41.177.3.192","1985","210.218.218.164","1985","174","11484","174","11484","0","0","1.253249000","232.9365","394.41","N/A"
"41.177.108.186","1985","210.218.218.164","1985","174","11484","174","11484","0","0","1.109320000","232.9365","394.41","N/A"
"41.177.244.164","1985","210.218.218.164","1985","95","6252","95","6252","0","0","0.256251000","232.8480","214.80","N/A"
"41.177.204.41","1985","210.218.218.164","1985","174","11484","174","11484","0","0","1.093249000","232.8087","394.62","N/A"
"244.3.153.197","54687","41.177.230.130","137","117","13338","117","13338","0","0","0.262156000","232.7991","458.35","N/A"
"41.177.202.164","1985","210.218.218.164","1985","95","6252","95","6252","0","0","0.560219000","232.7681","214.87","N/A"
"244.3.153.197","54264","41.177.230.130","137","117","11232","117","11232","0","0","0.312866000","232.7484","386.06","N/A"
"41.177.202.57","1985","210.218.218.164","1985","87","5742","87","5742","0","0","0.773254000","232.7446","197.37","N/A"
"41.177.31.192","1985","210.218.218.164","1985","172","11352","172","11352","0","0","0.113257000","232.7326","390.22","N/A"
"41.177.202.199","1985","210.218.218.164","1985","95","6252","95","6252","0","0","1.024243000","232.7040","214.93","N/A"
"244.3.153.197","53910","41.177.230.130","137","117","11232","117","11232","0","0","0.360606000","232.7007","386.14","N/A"
"41.177.24.249","1985","210.218.218.164","1985","258","17028","258","17028","0","0","1.109256000","232.6646","585.50","N/A"
"41.177.180.186","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.461246000","232.6645","195.17","N/A"
"210.218.218.164","1985","244.3.210.186","1985","174","11484","0","0","174","11484","1.189241000","232.6166","N/A","394.95"
"40.193.220.98","7592","41.177.241.46","4500","782","364992","332","52964","450","312028","1.639888000","232.5728","1821.85","10733.09"
"41.177.161.192","1985","210.218.218.164","1985","258","17028","258","17028","0","0","0.933308000","232.5207","585.86","N/A"
"210.218.218.164","1985","244.3.176.68","1985","95","6254","0","0","95","6254","1.808217000","232.5161","N/A","215.18"
"41.177.72.41","1985","210.218.218.164","1985","190","12504","190","12504","0","0","1.984329000","232.4840","430.27","N/A"
"210.218.218.164","1985","244.3.164.192","1985","87","5742","0","0","87","5742","0.113314000","232.4604","N/A","197.61"
"41.177.117.41","1985","210.218.218.164","1985","285","18762","285","18762","0","0","1.056240000","232.4161","645.81","N/A"
"41.177.108.204","1985","210.218.218.164","1985","190","12504","190","12504","0","0","0.880282000","232.3361","430.55","N/A"
"210.218.218.164","1985","244.3.40.164","1985","192","12636","0","0","192","12636","1.920238000","232.3242","N/A","435.12"
"244.3.153.197","50753","41.177.230.130","137","117","11232","117","11232","0","0","1.423015000","232.3049","386.80","N/A"
"151.77.15.128","3056","41.177.241.46","443","671","174661","312","59112","359","115549","0.997528000","232.3039","2035.68","3979.24"
"41.177.98.98","32769","41.177.26.209","514","348","47092","348","47092","0","0","0.138510000","232.2686","1621.98","N/A"
"210.218.218.164","1985","244.3.31.192","1985","170","11220","0","0","170","11220","1.365364000","232.2647","N/A","386.46"
"145.95.225.41","1985","210.218.218.164","1985","96","6318","96","6318","0","0","1.456288000","232.2561","217.62","N/A"
"210.218.218.164","1985","244.3.141.201","1985","190","12504","0","0","190","12504","0.496230000","232.1921","N/A","430.82"
"210.218.218.164","1985","244.3.153.164","1985","190","12504","0","0","190","12504","1.792243000","232.1324","N/A","430.93"
"210.218.218.164","1985","244.3.41.186","1985","174","11484","0","0","174","11484","1.765319000","232.1045","N/A","395.82"
"41.177.106.209","1985","210.218.218.164","1985","188","12376","188","12376","0","0","0.112239000","232.0961","426.58","N/A"
"244.3.153.197","54508","41.177.230.130","137","117","11232","117","11232","0","0","1.361220000","232.0938","387.15","N/A"
"41.177.241.67","1985","210.218.218.164","1985","86","5676","86","5676","0","0","2.229244000","232.0885","195.65","N/A"
"210.218.218.164","1985","244.3.47.186","1985","174","11484","0","0","174","11484","0.533292000","232.0885","N/A","395.85"
"210.218.218.164","1985","244.3.41.41","1985","190","12504","0","0","190","12504","1.312287000","232.0801","N/A","431.02"
"145.95.41.164","1985","210.218.218.164","1985","94","6186","94","6186","0","0","0.880229000","232.0641","213.25","N/A"
"253.37.253.43","12003","253.160.108.89","12003","476","178728","476","178728","0","0","1.248019000","232.0563","6161.54","N/A"
"145.95.41.41","1985","210.218.218.164","1985","95","6254","95","6254","0","0","1.536293000","231.9840","215.67","N/A"
"41.177.83.194","1985","210.218.218.164","1985","261","17226","261","17226","0","0","2.373256000","231.9767","594.06","N/A"
"41.177.108.15","1985","210.218.218.164","1985","172","11352","172","11352","0","0","2.469287000","231.9765","391.49","N/A"
"244.3.153.197","54526","41.177.230.130","137","117","11232","117","11232","0","0","1.361169000","231.9722","387.36","N/A"
"41.177.4.164","1985","210.218.218.164","1985","95","6252","95","6252","0","0","2.176785000","231.8462","215.73","N/A"
"210.218.218.164","1985","244.3.160.41","1985","285","18756","0","0","285","18756","0.544256000","231.8242","N/A","647.25"
"210.218.218.164","1985","253.244.77.41","1985","188","12376","0","0","188","12376","1.744224000","231.7601","N/A","427.20"
"244.3.153.197","54639","41.177.230.130","137","117","13338","117","13338","0","0","1.360996000","231.7004","460.53","N/A"
"244.3.153.197","54511","41.177.230.130","137","117","11232","117","11232","0","0","1.361076000","231.7003","387.81","N/A"
"244.3.153.197","54545","41.177.230.130","137","117","13338","117","13338","0","0","1.361164000","231.7003","460.53","N/A"
"210.218.218.164","1985","244.3.47.41","1985","192","12636","0","0","192","12636","1.728232000","231.6642","N/A","436.36"
"210.218.218.164","1985","244.3.160.186","1985","258","17028","0","0","258","17028","0.677399000","231.6565","N/A","588.04"
"244.3.153.197","54690","41.177.230.130","137","117","13338","117","13338","0","0","2.423405000","231.6392","460.65","N/A"
"210.218.218.164","1985","244.3.164.164","1985","94","6188","0","0","94","6188","2.640233000","231.6360","N/A","213.71"
"41.177.161.164","1985","210.218.218.164","1985","282","18564","282","18564","0","0","0.848236000","231.6161","641.20","N/A"
"210.218.218.164","1985","244.3.153.192","1985","172","11352","0","0","172","11352","1.157301000","231.5925","N/A","392.14"
"41.177.155.186","1985","210.218.218.164","1985","258","17028","258","17028","0","0","1.141328000","231.5605","588.29","N/A"
"41.177.244.192","1985","210.218.218.164","1985","86","5676","86","5676","0","0","2.805283000","231.5446","196.11","N/A"
"210.218.218.164","1985","244.3.40.192","1985","172","11352","0","0","172","11352","0.289247000","231.5086","N/A","392.28"
"145.95.43.192","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.333243000","231.4325","196.20","N/A"
"210.218.218.164","1985","253.244.230.201","1985","96","6318","0","0","96","6318","2.272296000","231.4240","N/A","218.40"
"41.177.117.186","1985","210.218.218.164","1985","172","11352","172","11352","0","0","1.013278000","231.4165","392.44","N/A"
"210.218.218.164","1985","244.3.210.164","1985","192","12636","0","0","192","12636","0.400223000","231.3601","N/A","436.93"
"41.177.241.192","1985","210.218.218.164","1985","174","11484","174","11484","0","0","1.333299000","231.3525","397.11","N/A"
"210.218.218.164","1985","253.244.77.186","1985","172","11352","0","0","172","11352","1.637258000","231.3366","N/A","392.57"
"41.177.18.186","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.893251000","231.3206","196.30","N/A"
"41.177.116.186","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.765265000","231.3045","196.31","N/A"
"41.177.180.204","1985","210.218.218.164","1985","95","6252","95","6252","0","0","2.080263000","231.2484","216.29","N/A"
"210.218.218.164","1985","244.3.210.192","1985","174","11484","0","0","174","11484","1.093306000","231.2245","N/A","397.33"
"41.177.72.186","1985","210.218.218.164","1985","174","11484","174","11484","0","0","1.365321000","231.2245","397.33","N/A"
"41.177.230.164","1985","210.218.218.164","1985","376","24744","376","24744","0","0","1.584230000","231.1202","856.49","N/A"
"41.177.46.164","1985","210.218.218.164","1985","190","12508","190","12508","0","0","1.104230000","231.0881","433.01","N/A"
"41.177.202.192","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.605589000","231.0642","196.52","N/A"
"41.177.24.188","1985","210.218.218.164","1985","285","18762","285","18762","0","0","2.464241000","231.0402","649.65","N/A"
"210.218.218.164","1985","244.3.39.41","1985","188","12376","0","0","188","12376","2.608287000","231.0241","N/A","428.56"
"41.177.241.176","1100","41.177.241.254","1040","234","35334","0","0","234","35334","2.929887000","231.0068","N/A","1223.65"
"41.177.241.176","1100","41.177.241.31","1037","234","35334","0","0","234","35334","1.094293000","231.0023","N/A","1223.68"
"41.177.204.57","1985","210.218.218.164","1985","94","6188","94","6188","0","0","2.272239000","230.9440","214.35","N/A"
"41.177.116.204","1985","210.218.218.164","1985","95","6252","95","6252","0","0","1.536236000","230.9440","216.57","N/A"
"41.177.98.164","1985","210.218.218.164","1985","190","12504","190","12504","0","0","2.416309000","230.9280","433.17","N/A"
"210.218.218.164","1985","244.3.4.192","1985","258","17028","0","0","258","17028","2.149520000","230.9204","N/A","589.92"
"41.177.117.138","1985","210.218.218.164","1985","190","12504","190","12504","0","0","2.496223000","230.8961","433.23","N/A"
"210.218.218.164","1985","244.3.251.164","1985","85","5610","0","0","85","5610","2.389243000","230.8886","N/A","194.38"
"145.95.225.186","1985","210.218.218.164","1985","86","5676","86","5676","0","0","2.405239000","230.8727","196.68","N/A"
"210.218.218.164","1985","244.3.61.15","1985","172","11352","0","0","172","11352","1.669247000","230.8726","N/A","393.36"
"210.218.218.164","1985","244.3.176.15","1985","86","5676","0","0","86","5676","1.173248000","230.8445","N/A","196.70"
"210.218.218.164","1985","244.3.4.164","1985","285","18756","0","0","285","18756","2.208286000","230.8161","N/A","650.08"
"210.218.218.164","1985","244.3.141.213","1985","172","11352","0","0","172","11352","1.541267000","230.7766","N/A","393.52"
"41.177.143.204","1985","210.218.218.164","1985","380","25008","380","25008","0","0","1.824221000","230.7682","866.95","N/A"
"41.177.241.181","1985","210.218.218.164","1985","96","6318","96","6318","0","0","2.752243000","230.7360","219.06","N/A"
"210.218.218.164","1985","244.3.39.186","1985","172","11352","0","0","172","11352","2.213251000","230.7126","N/A","393.63"
"244.3.153.197","54010","41.177.230.130","137","116","11136","116","11136","0","0","2.423517000","230.6374","386.27","N/A"
"145.95.41.192","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.349240000","230.5845","196.93","N/A"
"210.218.218.164","1985","244.3.210.41","1985","190","12504","0","0","190","12504","1.120240000","230.5801","N/A","433.83"
"210.218.218.164","1985","244.3.41.201","1985","95","6252","0","0","95","6252","1.920312000","230.5759","N/A","216.92"
"210.218.218.164","1985","244.3.41.213","1985","85","5610","0","0","85","5610","2.805347000","230.5684","N/A","194.65"
"253.37.253.43","12003","253.160.108.225","12003","764","81114","764","81114","0","0","3.122640000","230.5527","2814.59","N/A"
"41.177.106.41","1985","210.218.218.164","1985","172","11352","172","11352","0","0","1.429428000","230.5212","393.96","N/A"
"41.177.108.68","1985","210.218.218.164","1985","186","12244","186","12244","0","0","1.392267000","230.4801","424.99","N/A"
"210.218.218.164","1985","244.3.164.41","1985","172","11352","0","0","172","11352","2.149411000","230.3604","N/A","394.23"
"210.218.218.213","45520","41.177.143.128","28067","132","19008","0","0","132","19008","1.119908000","230.3143","N/A","660.25"
"41.177.4.192","1985","210.218.218.164","1985","85","5610","85","5610","0","0","1.733106000","230.2946","194.88","N/A"
"41.177.46.192","1985","210.218.218.164","1985","172","11352","172","11352","0","0","2.725264000","230.2645","394.40","N/A"
"145.95.41.186","1985","210.218.218.164","1985","86","5676","86","5676","0","0","1.989471000","230.1717","197.28","N/A"
"41.106.180.77","8005","41.177.241.46","443","129","32091","87","16701","42","15390","2.319699000","230.1121","580.62","535.04"
"41.177.83.214","1985","210.218.218.164","1985","282","18564","282","18564","0","0","2.528222000","230.0962","645.43","N/A"
"210.218.218.164","1985","244.3.31.164","1985","188","12372","0","0","188","12372","1.872245000","230.0481","N/A","430.24"
"253.37.253.43","12000","253.160.108.141","12000","39","2496","39","2496","0","0","0.433607000","230.0091","86.81","N/A"
"91.91.91.91","15128","41.177.46.130","3086","48","4896","0","0","48","4896","0.375519000","230.0065","N/A","170.29"
"253.37.253.43","12000","253.160.108.177","12000","31","1984","31","1984","0","0","2.872614000","230.0003","69.01","N/A"
"41.177.31.57","138","41.177.31.176","138","96","34346","96","34346","0","0","4.059951000","229.9998","1194.64","N/A"
"41.177.117.160","1985","210.218.218.164","1985","170","11220","170","11220","0","0","2.005292000","229.9843","390.29","N/A"
"210.218.218.164","1985","244.3.164.209","1985","190","12504","0","0","190","12504","2.304242000","229.9041","N/A","435.10"
"41.106.180.77","30882","41.177.241.46","443","202","46334","138","31086","64","15248","1.716400000","229.6908","1082.71","531.08"
"210.218.218.164","1985","253.244.230.213","1985","86","5676","0","0","86","5676","2.149472000","229.5683","N/A","197.80"
"41.177.31.164","1985","210.218.218.164","1985","190","12504","190","12504","0","0","2.416238000","229.4881","435.89","N/A"
"41.177.26.164","1985","210.218.218.164","1985","188","12376","188","12376","0","0","2.608223000","229.2961","431.79","N/A"
"151.77.15.248","62178","41.177.241.46","443","131","28881","106","23662","25","5219","1.744551000","229.1948","825.92","182.17"
"244.3.153.117","53590","244.3.64.12","161","19","2539","19","2539","0","0","1.744698000","229.1943","88.62","N/A"
"244.3.153.117","53590","244.3.64.71","161","18","2381","18","2381","0","0","1.748314000","229.1912","83.11","N/A"
"244.3.160.4","64726","210.218.218.213","45530","93","13392","93","13392","0","0","4.882188000","227.7327","470.45","N/A"
"244.3.77.239","50711","41.177.241.46","443","29","3983","18","2150","11","1833","1.089987000","227.6735","75.55","64.41"
"244.3.160.248","48895","41.177.26.209","514","88","19917","88","19917","0","0","2.800059000","227.6731","699.85","N/A"
"244.3.160.248","44364","41.177.26.209","514","88","19917","88","19917","0","0","2.799782000","227.6730","699.85","N/A"
"244.3.160.248","48916","41.177.26.209","514","88","19917","88","19917","0","0","2.800316000","227.6730","699.85","N/A"
"244.3.160.248","42069","41.177.26.209","514","88","19917","88","19917","0","0","2.800724000","227.6728","699.85","N/A"
"244.3.160.248","38708","41.177.26.209","514","88","19917","88","19917","0","0","2.799654000","227.6723","699.85","N/A"
"244.3.160.248","43852","41.177.26.209","514","88","19917","88","19917","0","0","2.800515000","227.6717","699.85","N/A"
"244.3.160.248","63588","41.177.26.209","514","88","19917","88","19917","0","0","2.801085000","227.6715","699.85","N/A"
"244.3.160.248","52694","41.177.26.209","514","88","19917","88","19917","0","0","2.800851000","227.6707","699.85","N/A"
"41.177.3.184","657","41.177.3.224","657","40","4080","20","2040","20","2040","6.534247000","226.6674","72.00","72.00"
"41.177.3.184","657","41.177.3.203","657","40","4080","20","2040","20","2040","6.534252000","226.6674","72.00","72.00"
"41.177.3.20","137","41.177.3.91","137","108","10368","108","10368","0","0","5.832517000","225.7463","367.42","N/A"
"41.177.98.31","59708","41.177.26.209","514","74","13518","74","13518","0","0","0.864038000","225.0485","480.54","N/A"
"151.77.15.128","1150","41.177.241.46","443","151","34541","101","21127","50","13414","3.548222000","225.0000","751.18","476.94"
"40.193.220.98","7746","41.177.241.46","4500","59","9320","46","6130","13","3190","7.913831000","224.9845","217.97","113.43"
"40.193.220.98","8147","41.177.241.46","4500","1660","334132","852","175528","808","158604","4.538517000","224.8336","6245.62","5643.43"
"90.48.117.203","50457","41.177.241.46","443","669","268911","335","66325","334","202586","6.449347000","224.4751","2363.74","7219.90"
"41.106.180.77","61602","41.177.241.46","443","48","7488","40","6632","8","856","10.523692000","223.9090","236.95","30.58"
"151.77.15.155","3891","41.177.241.46","443","3127","1369757","1574","494322","1553","875435","0.273936000","223.3894","17702.61","31350.99"
"151.77.15.13","58182","41.177.241.46","443","71","12397","60","10660","11","1737","3.675387000","223.1716","382.13","62.27"
"210.218.218.213","45510","41.177.143.181","34587","96","13824","0","0","96","13824","2.732277000","222.9458","N/A","496.05"
"151.77.15.152","60596","41.177.241.46","443","9206","7787234","5944","6979944","3262","807290","0.043991000","222.7106","250726.96","28998.71"
"41.177.98.121","42626","41.177.26.209","514","138","26714","138","26714","0","0","3.959536000","221.6115","964.35","N/A"
"41.177.241.98","137","41.177.241.176","137","63","6048","63","6048","0","0","7.099363000","221.0125","218.92","N/A"
"41.177.241.98","138","41.177.241.176","138","135","39285","135","39285","0","0","7.200506000","221.0120","1422.00","N/A"
"41.177.241.98","138","246.142.218.160","138","44","12804","44","12804","0","0","7.201656000","221.0108","463.47","N/A"
"41.177.3.241","5353","210.218.218.3","5353","28","2240","28","2240","0","0","6.992839000","220.5598","81.25","N/A"
"91.91.91.91","15128","41.177.46.130","3098","46","4692","0","0","46","4692","9.657062000","220.0062","N/A","170.61"
"151.77.15.90","1225","41.177.241.46","443","59","10025","50","8870","9","1155","9.327793000","219.2155","323.70","42.15"
"151.77.15.210","1137","41.177.241.46","443","46635","37845609","18288","2833680","28347","35011929","0.000000000","216.6581","104632.31","1292799.11"
"244.3.39.224","49271","41.177.241.46","443","539","198985","310","73218","229","125767","0.347431000","216.4019","2706.74","4649.39"
"151.77.15.40","2383","41.177.241.46","443","138","33470","93","21215","45","12255","9.526948000","215.8074","786.44","454.29"
"244.3.31.46","35504","41.177.202.202","53","1976","301706","988","90337","988","211369","4.250333000","215.5589","3352.66","7844.50"
"244.3.153.117","53590","244.3.39.242","161","18","2381","18","2381","0","0","7.828493000","213.8692","89.06","N/A"
"145.95.81.118","53012","145.95.41.34","4000","16","6832","16","6832","0","0","11.324778000","210.1075","260.13","N/A"
"210.218.218.160","626","244.3.41.77","626","16","1376","0","0","16","1376","2.044376000","210.0116","N/A","52.42"
"210.218.218.160","626","244.3.41.186","626","32","2752","0","0","32","2752","15.478610000","210.0084","N/A","104.83"
"41.177.3.241","626","210.218.218.160","626","16","1392","16","1392","0","0","9.211983000","210.0063","53.03","N/A"
"210.218.218.160","626","244.3.31.22","626","32","2848","0","0","32","2848","2.152170000","209.9887","N/A","108.50"
"41.177.244.185","3283","244.3.210.254","3283","16","1792","8","896","8","896","5.778262000","209.9863","34.14","34.14"
"41.106.180.77","43550","41.177.241.46","443","39","6029","31","5109","8","920","6.523801000","209.8994","194.72","35.06"
"253.37.253.43","12003","253.160.108.145","12003","80","11902","80","11902","0","0","17.617381000","207.7239","458.38","N/A"
"151.77.15.118","1687","41.177.241.46","443","150","42306","99","26113","51","16193","8.083867000","207.3993","1007.25","624.61"
"41.177.230.130","137","244.3.153.209","137","18","1728","0","0","18","1728","4.898466000","202.2489","N/A","68.35"
"244.3.31.251","137","244.3.153.209","137","54","5832","0","0","54","5832","0.390640000","202.2485","N/A","230.69"
"244.3.153.91","137","244.3.153.209","137","90","8640","0","0","90","8640","9.407284000","200.7467","N/A","344.31"
"41.177.3.121","5353","210.218.218.3","5353","6","514","6","514","0","0","34.000177000","197.1491","20.86","N/A"
"218.218.218.218","68","91.91.91.91","67","64","23200","64","23200","0","0","20.885605000","195.5741","949.00","N/A"
"41.177.98.43","123","244.3.164.39","123","6","564","3","282","3","282","1.544177000","192.0031","11.75","11.75"
"41.177.108.224","123","244.3.160.254","123","6","564","3","282","3","282","42.464171000","191.9981","11.75","11.75"
"41.177.98.31","123","244.3.164.39","123","8","752","4","376","4","376","33.283552000","191.9962","15.67","15.67"
"41.177.3.204","5353","210.218.218.3","5353","4","348","4","348","0","0","34.099128000","191.0489","14.57","N/A"
"253.37.253.43","12000","253.160.108.145","12000","21","1344","21","1344","0","0","6.039182000","190.0075","56.59","N/A"
"41.177.98.31","123","244.157.13.98","123","8","752","4","376","4","376","12.280649000","188.0060","16.00","16.00"
"41.177.116.91","520","41.177.116.210","520","7","630","0","0","7","630","26.683925000","187.4385","N/A","26.89"
"244.3.41.91","520","244.3.41.145","520","21","1890","0","0","21","1890","18.450476000","187.2383","N/A","80.75"
"253.37.253.43","12001","253.160.108.89","12001","14","3270","14","3270","0","0","11.794684000","184.9471","141.45","N/A"
"41.177.3.103","68","91.91.91.91","67","8","4752","8","4752","0","0","7.976157000","183.6653","206.99","N/A"
"91.91.91.91","68","41.177.3.192","67","8","2768","0","0","8","2768","7.978358000","183.6647","N/A","120.57"
"244.3.153.197","54780","41.177.230.130","137","93","10602","93","10602","0","0","49.425136000","183.6362","461.87","N/A"
"41.177.98.31","123","244.157.156.98","123","8","752","4","376","4","376","0.279097000","183.0052","16.44","16.44"
"244.3.153.197","54783","41.177.230.130","137","92","10488","92","10488","0","0","50.155730000","182.9054","458.73","N/A"
"41.177.26.205","123","244.157.156.98","123","8","752","4","376","4","376","27.656706000","182.0028","16.53","16.53"
"41.177.244.185","3283","244.3.210.90","3283","14","1568","7","784","7","784","27.856684000","180.0109","34.84","34.84"
"41.177.31.94","626","210.218.218.160","626","21","1848","21","1848","0","0","29.801055000","180.0082","82.13","N/A"
"244.3.160.254","123","244.3.164.39","123","8","752","4","376","4","376","45.464161000","179.9981","16.71","16.71"
"41.177.98.121","123","244.157.13.98","123","8","752","4","376","4","376","10.498577000","175.0021","17.19","17.19"
"41.177.98.31","123","41.177.230.31","123","8","752","4","376","4","376","14.280972000","174.0039","17.29","17.29"
"41.177.230.31","123","244.3.160.254","123","8","752","4","376","4","376","36.464241000","173.9983","17.29","17.29"
"41.177.98.205","123","41.177.230.31","123","8","752","4","376","4","376","41.656803000","173.0025","17.39","17.39"
"91.91.91.91","1947","41.177.4.43","1028","6","516","0","0","6","516","32.319783000","172.2937","N/A","23.96"
"244.3.31.251","137","244.3.153.0","137","20","2244","0","0","20","2244","61.605513000","171.6960","N/A","104.56"
"41.177.241.108","137","41.177.241.176","137","252","24192","252","24192","0","0","59.112838000","169.6467","1140.82","N/A"
"244.3.160.254","123","244.157.13.98","123","8","752","4","376","4","376","59.463962000","168.9985","17.80","17.80"
"244.3.31.251","137","244.3.153.108","137","21","2340","0","0","21","2340","25.805203000","168.3802","N/A","111.18"
"41.177.230.130","137","244.3.153.24","137","21","2340","0","0","21","2340","21.713813000","167.6233","N/A","111.68"
"41.177.26.205","123","244.3.164.39","123","8","752","4","376","4","376","29.656670000","167.0034","18.01","18.01"
"41.177.98.31","123","244.157.67.98","123","8","752","4","376","4","376","21.282035000","165.0027","18.23","18.23"
"244.3.160.254","123","244.157.67.98","123","8","752","4","376","4","376","13.464522000","164.9986","18.23","18.23"
"244.3.160.254","123","244.157.156.98","123","8","752","4","376","4","376","45.464261000","164.9983","18.23","18.23"
"41.177.230.130","137","244.3.153.177","137","12","1314","0","0","12","1314","23.415057000","164.9772","N/A","63.72"
"41.177.230.130","137","244.3.153.142","137","36","4104","0","0","36","4104","42.295736000","163.5062","N/A","200.80"
"244.3.31.251","137","244.3.153.30","137","39","4392","0","0","39","4392","34.464243000","163.5023","N/A","214.90"
"244.3.31.251","137","244.3.153.41","137","36","4104","0","0","36","4104","34.445096000","163.4971","N/A","200.81"
"41.177.230.130","137","244.3.153.33","137","36","4104","0","0","36","4104","36.006435000","163.4828","N/A","200.83"
"41.177.230.130","137","244.3.153.102","137","21","2178","0","0","21","2178","48.921988000","162.8638","N/A","106.99"
"41.177.98.121","123","244.157.67.98","123","8","752","4","376","4","376","45.498915000","161.0020","18.68","18.68"
"41.177.98.121","123","244.157.156.98","123","8","752","4","376","4","376","42.498862000","160.0035","18.80","18.80"
"41.177.26.209","514","244.3.31.46","514","846","87106","0","0","846","87106","62.454188000","157.3687","N/A","4428.12"
"41.177.26.205","123","244.157.13.98","123","6","564","3","282","3","282","32.656655000","157.0025","14.37","14.37"
"41.177.180.176","1028","41.177.230.117","514","3","1391","3","1391","0","0","62.474019000","152.1182","73.15","N/A"
"41.177.26.117","32774","41.177.26.209","514","20","3292","20","3292","0","0","78.614468000","152.1033","173.15","N/A"
"244.3.31.251","137","244.3.153.48","137","30","3420","0","0","30","3420","3.548371000","150.0003","N/A","182.40"
"244.3.31.251","137","244.3.153.67","137","12","1314","0","0","12","1314","70.355387000","148.9436","N/A","70.58"
"41.177.230.130","137","244.3.153.56","137","21","2340","0","0","21","2340","67.584176000","141.6319","N/A","132.17"
"244.3.160.91","138","244.3.160.210","138","12","2721","0","0","12","2721","39.519648000","140.9079","N/A","154.48"
"41.177.241.31","137","41.177.241.176","137","6","576","6","576","0","0","77.548266000","140.8303","32.72","N/A"
"41.106.180.77","42636","41.177.241.46","443","58","12824","37","6531","21","6293","94.727468000","135.6524","385.16","371.13"
"244.3.31.251","137","244.3.153.102","137","21","2178","0","0","21","2178","74.267514000","133.0184","N/A","130.99"
"41.177.26.77","514","41.177.26.209","514","22","3638","22","3638","0","0","57.330213000","132.5604","219.55","N/A"
"41.177.230.130","137","244.3.153.106","137","18","2052","0","0","18","2052","64.291565000","132.0383","N/A","124.33"
"244.3.31.251","137","244.3.153.241","137","18","2052","0","0","18","2052","16.893118000","132.0018","N/A","124.36"
"244.3.31.251","137","244.3.153.13","137","18","2052","0","0","18","2052","102.162792000","132.0017","N/A","124.36"
"41.177.230.130","137","244.3.153.111","137","21","2340","0","0","21","2340","41.934744000","132.0016","N/A","141.82"
"244.3.31.251","137","244.3.153.22","137","21","2340","0","0","21","2340","67.600053000","132.0014","N/A","141.82"
"244.3.31.251","137","244.3.153.40","137","18","2052","0","0","18","2052","83.276009000","132.0013","N/A","124.36"
"244.3.31.251","137","244.3.153.204","137","18","2052","0","0","18","2052","27.617423000","132.0011","N/A","124.36"
"244.3.31.251","137","244.3.153.235","137","18","2052","0","0","18","2052","73.204203000","132.0009","N/A","124.36"
