"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"Pronet_b8:20:40","Broadcast","4","256","4","256","0","0","9.967486000","180.1763","11.37","N/A"
"Pronet_66:e7:77","Broadcast","4","256","4","256","0","0","9.562870000","180.1738","11.37","N/A"
"Ibm_b7:3b:b4","40:00:10:00:03:49","7","448","7","448","0","0","24.865029000","180.0910","19.90","N/A"
"00:00:00_00:00:00","Ibm_b7:3b:b4","7","448","0","0","7","448","24.644896000","180.0808","N/A","19.90"
"Apple_9d:95:ad","IPv4mcast_fb","4","544","4","544","0","0","9.588487000","180.0460","24.17","N/A"
"Oracle_48:b0:8f","Broadcast","16","1024","16","1024","0","0","23.030853000","180.0317","45.50","N/A"
"Clariion_18:74:03","IPv4mcast_02","6","384","6","384","0","0","3.974630000","180.0089","17.07","N/A"
"Apple_f2:f9:ca","IPv4mcast_01","21","1848","21","1848","0","0","29.801055000","180.0082","82.13","N/A"
"Oracle_15:31:fa","Broadcast","9","576","9","576","0","0","23.399480000","180.0077","25.60","N/A"
"Dell_13:26:07","Broadcast","8","512","8","512","0","0","52.853998000","180.0010","22.76","N/A"
"Cisco_d7:76:c0","IPv4mcast_01","4","256","4","256","0","0","14.685805000","179.9959","11.38","N/A"
"Apple_b5:c1:84","IPv4mcast_fb","8","1088","8","1088","0","0","33.069722000","179.9949","48.36","N/A"
"Apple_b5:dd:7c","IPv4mcast_fb","16","2176","16","2176","0","0","53.592468000","179.9923","96.72","N/A"
"Apple_9b:c5:e8","IPv4mcast_fb","4","544","4","544","0","0","22.472327000","179.9915","24.18","N/A"
"Apple_e4:a0:ba","IPv4mcast_fb","4","544","4","544","0","0","6.721474000","179.8926","24.19","N/A"
"Apple_38:4a:87","IPv4mcast_fb","5","349","5","349","0","0","8.286924000","179.1791","15.58","N/A"
"Vmware_9b:50:64","IPv4mcast_fb","4","256","4","256","0","0","49.957312000","179.0101","11.44","N/A"
"Cisco_e8:e7:80","Broadcast","48","3072","48","3072","0","0","9.360926000","178.9230","137.36","N/A"
"Apple_f2:f9:ca","IPv4mcast_fb","12","768","12","768","0","0","9.464795000","178.7567","34.37","N/A"
"Netapp_0d:d2:3e","IPv4mcast_09","8","512","8","512","0","0","5.021468000","178.3168","22.97","N/A"
"Cisco_30:1d:00","Cisco_db:64:00","4","408","4","408","0","0","45.891487000","178.0848","18.33","N/A"
"Cisco_2a:3a:80","Cisco_30:1d:00","5","510","0","0","5","510","40.870410000","177.9350","N/A","22.93"
"All-HSRP-routers_00","Cisco_2a:3a:80","4","408","0","0","4","408","40.870615000","177.9349","N/A","18.34"
"Oracle_24:40:23","Broadcast","27","1728","27","1728","0","0","25.430937000","177.7999","77.75","N/A"
"Vmware_9b:50:64","IPv4mcast_fc","4","256","4","256","0","0","45.457150000","176.5099","11.60","N/A"
"Apple_9e:4d:99","IPv4mcast_fb","8","512","8","512","0","0","12.508448000","176.4034","23.22","N/A"
"Oracle_eb:cf:79","Broadcast","12","768","12","768","0","0","12.409007000","176.1843","34.87","N/A"
"Oracle_16:d5:51","Broadcast","10","640","10","640","0","0","7.563799000","175.4666","29.18","N/A"
"AlteonNe_4a:b9:60","Broadcast","118","7552","118","7552","0","0","1.713050000","174.6955","345.84","N/A"
"Oracle_eb:73:84","Broadcast","9","576","9","576","0","0","30.474723000","174.1171","26.46","N/A"
"Oracle_12:e5:2a","Broadcast","21","1344","21","1344","0","0","2.463946000","174.1156","61.75","N/A"
"Dell_e0:97:32","Broadcast","12","1500","12","1500","0","0","31.364100000","173.3951","69.21","N/A"
"Oracle_16:c7:3f","Broadcast","8","512","8","512","0","0","29.216056000","173.0835","23.66","N/A"
"TyanComp_80:1b:66","Broadcast","8","887","8","887","0","0","32.319783000","172.2937","41.19","N/A"
"Oracle_0f:07:a2","Broadcast","15","960","15","960","0","0","8.527495000","171.0317","44.90","N/A"
"IETF-VRRP-VRID_36","Broadcast","39","2340","39","2340","0","0","61.120358000","170.9242","109.52","N/A"
"Oracle_0f:06:85","Broadcast","6","384","6","384","0","0","18.957163000","169.7825","18.09","N/A"
"SuperMic_00:d2:46","Broadcast","252","24192","252","24192","0","0","59.112838000","169.6467","1140.82","N/A"
"Oracle_7d:8f:a9","Broadcast","14","896","14","896","0","0","16.896280000","168.4427","42.55","N/A"
"SuperMic_00:d2:46","IPv4mcast_fc","132","9768","132","9768","0","0","58.811123000","168.2470","464.46","N/A"
"IntelCor_36:89:75","Broadcast","80","5120","80","5120","0","0","28.502417000","167.4984","244.54","N/A"
"Oracle_2b:d6:79","Broadcast","90","5760","90","5760","0","0","13.814512000","166.6125","276.57","N/A"
"Oracle_0c:94:92","Broadcast","8","512","8","512","0","0","0.863410000","166.5585","24.59","N/A"
"Oracle_f4:38:a1","Broadcast","6","384","6","384","0","0","30.213676000","165.1819","18.60","N/A"
"Dell_e0:97:34","Broadcast","10","1372","10","1372","0","0","41.499951000","165.0022","66.52","N/A"
"Fujitsu_e5:37:ea","Broadcast","40","2560","40","2560","0","0","6.879966000","164.8996","124.20","N/A"
"Oracle_ac:14:da","Broadcast","9","576","9","576","0","0","36.130807000","162.3848","28.38","N/A"
"Dell_8f:56:c2","Broadcast","16","1024","16","1024","0","0","59.661050000","161.5561","50.71","N/A"
"IntelCor_6e:9b:51","Broadcast","3","375","3","375","0","0","23.047556000","161.4395","18.58","N/A"
"IntelCor_36:91:13","Broadcast","74","4736","74","4736","0","0","31.813885000","160.9526","235.40","N/A"
"Ibm_b7:13:40","Dell_22:f8:97","16","4382","9","3930","7","452","35.385286000","160.3773","196.04","22.55"
"Ibm_b7:13:40","Dell_23:00:e6","16","4382","9","3930","7","452","35.385251000","160.3380","196.09","22.55"
"Dell_8d:af:c3","Ibm_b7:38:0a","32","9670","14","913","18","8757","42.097378000","160.2811","45.57","437.08"
"Oracle_93:0b:1d","Broadcast","20","1280","20","1280","0","0","27.680606000","160.1473","63.94","N/A"
"Dell_6f:51:ee","Broadcast","6","384","6","384","0","0","67.664016000","159.6068","19.25","N/A"
"Dell_4b:72:bc","Cisco_30:1d:00","40","4261","0","0","40","4261","60.324739000","157.4876","N/A","216.45"
"Vmware_a0:05:f5","Broadcast","4","622","4","622","0","0","67.445963000","157.0737","31.68","N/A"
"Oracle_16:a0:69","Broadcast","7","448","7","448","0","0","28.490634000","156.4537","22.91","N/A"
"Oracle_01:0c:a9","Broadcast","4","256","4","256","0","0","42.157867000","155.6622","13.16","N/A"
"Oracle_24:3f:6b","Broadcast","14","896","14","896","0","0","19.350944000","155.2597","46.17","N/A"
"Oracle_16:d9:41","Dell_50:00:e9","20","3292","20","3292","0","0","78.614468000","152.1033","173.15","N/A"
"Oracle_67:fd:31","Broadcast","14","896","14","896","0","0","76.259036000","151.1169","47.43","N/A"
"Oracle_16:ed:56","Broadcast","9","576","9","576","0","0","4.909153000","150.3640","30.65","N/A"
"Dell_2b:6b:f7","Broadcast","9","1125","9","1125","0","0","73.076056000","146.9944","61.23","N/A"
"Dell_aa:51:4d","Broadcast","46","4747","46","4747","0","0","39.519648000","146.6580","258.94","N/A"
"Vmware_a0:29:74","Broadcast","6","384","6","384","0","0","81.071400000","146.0744","21.03","N/A"
"Vmware_a0:20:c5","Broadcast","10","640","10","640","0","0","82.996549000","146.0075","35.07","N/A"
"Oracle_4e:c6:dd","Broadcast","8","628","8","628","0","0","31.719221000","144.3537","34.80","N/A"
"Oracle_12:5a:15","Broadcast","8","512","8","512","0","0","34.949953000","142.9245","28.66","N/A"
"Vmware_a0:7d:26","Broadcast","6","384","6","384","0","0","75.347668000","142.8795","21.50","N/A"
"Vmware_9b:29:b3","Broadcast","4","256","4","256","0","0","65.508354000","142.2455","14.40","N/A"
"Oracle_44:ac:26","Broadcast","8","512","8","512","0","0","29.008538000","141.2329","29.00","N/A"
"Dell_aa:51:4b","Broadcast","8","1814","8","1814","0","0","39.519810000","140.9078","102.99","N/A"
"Oracle_16:ed:57","Broadcast","10","640","10","640","0","0","48.859574000","140.6440","36.40","N/A"
"Dell_e6:83:d0","Broadcast","2","311","2","311","0","0","81.129653000","139.6097","17.82","N/A"
"Dell_f8:cd:a8","Broadcast","12","2058","12","2058","0","0","90.356922000","135.8452","121.20","N/A"
"Dell_f8:cd:aa","Broadcast","4","535","4","535","0","0","90.357069000","135.8449","31.51","N/A"
"Oracle_16:d5:50","Broadcast","9","576","9","576","0","0","0.063596000","135.8147","33.93","N/A"
"Oracle_86:8c:b0","Broadcast","8","512","8","512","0","0","71.180588000","135.4745","30.23","N/A"
"Vmware_9b:37:b6","Broadcast","32","2454","32","2454","0","0","22.399701000","134.7672","145.67","N/A"
"Oracle_16:ed:9c","Broadcast","9","576","9","576","0","0","93.483059000","134.6326","34.23","N/A"
"Dell_ee:24:fb","Broadcast","21","1344","21","1344","0","0","65.603254000","134.5385","79.92","N/A"
"Intel_d6:e5:29","Broadcast","16","3576","16","3576","0","0","10.904377000","133.2339","214.72","N/A"
"Vmware_a0:36:6e","Broadcast","6","758","6","758","0","0","47.657586000","133.0719","45.57","N/A"
"Dell_36:c1:57","Dell_50:00:e9","28","4022","25","3830","3","192","57.330213000","132.5604","231.14","11.59"
"Cisco_30:1d:00","EmersonN_02:df:b8","3","198","3","198","0","0","54.906119000","131.8616","12.01","N/A"
"Oracle_2d:27:8e","Broadcast","6","384","6","384","0","0","60.817530000","131.0718","23.44","N/A"
"Oracle_ac:32:d2","Broadcast","14","896","14","896","0","0","4.944845000","130.0464","55.12","N/A"
"Oracle_75:74:7f","Broadcast","11","704","11","704","0","0","32.807110000","129.4270","43.51","N/A"
"Oracle_e5:c3:43","Broadcast","16","1024","16","1024","0","0","67.751129000","128.0173","63.99","N/A"
"Dell_0d:ff:b0","Broadcast","3","954","3","954","0","0","55.100597000","127.9463","59.65","N/A"
"Apple_e7:21:fc","Broadcast","4","256","4","256","0","0","34.137123000","127.6051","16.05","N/A"
"Apple_e8:14:08","Broadcast","4","256","4","256","0","0","50.566068000","127.6017","16.05","N/A"
"Apple_e7:29:f4","Broadcast","4","256","4","256","0","0","72.109775000","127.5814","16.05","N/A"
"Apple_e7:0a:c0","Broadcast","4","256","4","256","0","0","36.346886000","127.5734","16.05","N/A"
"Apple_94:1b:53","Broadcast","6","384","6","384","0","0","98.945027000","127.2979","24.13","N/A"
"Apple_94:1b:52","Broadcast","6","384","6","384","0","0","98.943993000","127.2975","24.13","N/A"
"Vmware_9b:24:f8","Broadcast","12","768","12","768","0","0","86.383708000","126.8404","48.44","N/A"
"Vmware_a0:27:68","Broadcast","8","512","8","512","0","0","12.973682000","126.6304","32.35","N/A"
"Ibm_60:20:7b","IPv6mcast_01:00:02","2","220","2","220","0","0","8.302300000","126.3167","13.93","N/A"
"Oracle_1e:e8:54","Broadcast","18","1152","18","1152","0","0","88.347314000","125.6519","73.35","N/A"
"Oracle_0b:44:b5","Broadcast","20","1396","20","1396","0","0","4.375846000","124.4946","89.71","N/A"
"Ibm_60:21:69","IPv6mcast_01:00:02","2","220","2","220","0","0","90.378212000","124.2041","14.17","N/A"
"Oracle_38:cc:c6","Broadcast","9","576","9","576","0","0","107.052796000","123.8757","37.20","N/A"
"Oracle_03:71:9c","Broadcast","10","640","10","640","0","0","41.970955000","122.7150","41.72","N/A"
"Ibm_b7:13:50","Broadcast","4","256","4","256","0","0","61.484407000","122.0208","16.78","N/A"
"Ibm_53:a0:10","Oracle_28:7f:6f","28","4884","12","2114","16","2770","93.754846000","121.4198","139.29","182.51"
"Ibm_60:b9:93","IPv6mcast_01:00:02","2","220","2","220","0","0","1.130406000","121.0603","14.54","N/A"
"Ibm_53:a2:c1","Oracle_28:7f:6f","28","4868","12","2114","16","2754","77.356516000","120.9988","139.77","182.08"
"Dell_19:77:fd","Cisco_30:1d:00","2","128","0","0","2","128","63.522558000","120.7541","N/A","8.48"
"Dell_2b:6b:f7","Cisco_30:1d:00","16","2744","0","0","16","2744","99.706479000","120.6045","N/A","182.02"
"All-HSRP-routers_00","Dell_2b:6b:f7","12","2118","2","128","10","1990","99.707412000","120.6032","8.49","132.00"
"Vmware_9b:60:6f","Broadcast","4","256","4","256","0","0","99.554083000","120.3567","17.02","N/A"
"Vmware_a0:3d:60","Broadcast","4","256","4","256","0","0","105.858796000","120.3336","17.02","N/A"
"Vmware_a0:03:05","Broadcast","6","384","6","384","0","0","58.568422000","120.3279","25.53","N/A"
"Dell_2b:6c:e5","Broadcast","6","750","6","750","0","0","99.758941000","120.3261","49.86","N/A"
"Vmware_9b:79:00","Broadcast","4","256","4","256","0","0","105.895383000","120.3238","17.02","N/A"
"Vmware_9b:3f:b6","Broadcast","4","256","4","256","0","0","109.763233000","120.3127","17.02","N/A"
"Vmware_a0:6b:89","Broadcast","8","512","8","512","0","0","101.806697000","120.3086","34.05","N/A"
"Vmware_9b:5d:d0","Broadcast","4","256","4","256","0","0","29.852233000","120.3019","17.02","N/A"
"Vmware_9b:58:15","Broadcast","8","512","8","512","0","0","58.461088000","120.2968","34.05","N/A"
"Vmware_a0:32:9d","Broadcast","4","256","4","256","0","0","31.799784000","120.2846","17.03","N/A"
"Oracle_0f:06:84","Broadcast","4","256","4","256","0","0","68.528569000","120.2819","17.03","N/A"
"Dell_2b:6a:dc","Broadcast","6","750","6","750","0","0","25.788189000","120.2590","49.89","N/A"
"Vmware_a0:18:18","Broadcast","8","512","8","512","0","0","87.487897000","120.2561","34.06","N/A"
"Cisco_2a:3a:80","Broadcast","20","1280","20","1280","0","0","13.899231000","120.2522","85.15","N/A"
"Computer_fe:11:15","Broadcast","8","512","8","512","0","0","93.732523000","120.2513","34.06","N/A"
"Vmware_a0:58:b9","Broadcast","8","512","8","512","0","0","94.383443000","120.2449","34.06","N/A"
"Vmware_9b:2d:1f","Broadcast","4","256","4","256","0","0","100.013742000","120.2301","17.03","N/A"
"Vmware_9b:18:8c","Broadcast","4","256","4","256","0","0","100.039511000","120.2209","17.04","N/A"
"Oracle_a1:f7:5c","Oracle_3f:d3:8f","2","128","2","128","0","0","110.918747000","120.0513","8.53","N/A"
"Oracle_e5:c1:ae","Broadcast","28","4920","28","4920","0","0","25.897561000","120.0208","327.94","N/A"
"Oracle_24:3f:6c","Broadcast","8","512","8","512","0","0","42.107780000","120.0113","34.13","N/A"
"Vmware_9b:57:6b","Broadcast","4","256","4","256","0","0","102.997133000","120.0102","17.07","N/A"
"Vmware_a0:02:b4","Broadcast","4","256","4","256","0","0","102.996630000","120.0076","17.07","N/A"
"Oracle_2d:1f:bd","Broadcast","4","256","4","256","0","0","0.201109000","120.0007","17.07","N/A"
"Oracle_1e:ea:39","Broadcast","4","256","4","256","0","0","100.998793000","119.9918","17.07","N/A"
"All-HSRP-routers_00","Dell_19:77:fd","3","192","1","64","2","128","63.522164000","119.9872","N/A","8.53"
"Oracle_1e:ea:3a","Broadcast","6","384","6","384","0","0","41.166961000","119.9533","25.61","N/A"
"Ibm_60:cf:e1","IPv6mcast_01:00:02","2","220","2","220","0","0","21.182759000","119.6321","14.71","N/A"
"Ibm_60:21:81","IPv6mcast_01:00:02","2","220","2","220","0","0","84.263423000","116.3809","15.12","N/A"
"Oracle_b7:c7:22","Broadcast","5","320","5","320","0","0","41.840149000","114.9182","22.28","N/A"
"Ibm_53:a2:c1","Broadcast","6","384","6","384","0","0","34.233183000","114.4090","26.85","N/A"
"Oracle_16:ed:2f","Broadcast","20","1280","20","1280","0","0","56.509925000","113.3351","90.35","N/A"
"Oracle_82:f7:ba","Broadcast","4","256","4","256","0","0","51.030852000","113.3004","18.08","N/A"
"Dell_19:81:7b","Cisco_30:1d:00","6","1083","0","0","6","1083","14.745137000","112.4719","N/A","77.03"
"Oracle_2b:d6:78","Broadcast","6","384","6","384","0","0","47.941413000","112.2267","27.37","N/A"
"Ibm_60:8a:f7","IPv6mcast_01:00:02","2","220","2","220","0","0","55.660447000","108.8799","16.16","N/A"
"Vmware_9b:58:ff","Broadcast","8","512","8","512","0","0","17.305451000","108.8370","37.63","N/A"
"Dell_fd:57:e7","Broadcast","2","160","2","160","0","0","124.722595000","107.8814","11.86","N/A"
"Vmware_a0:64:39","Broadcast","4","256","4","256","0","0","76.008944000","107.3035","19.09","N/A"
"Oracle_ae:dd:47","Broadcast","6","384","6","384","0","0","72.346529000","107.1410","28.67","N/A"
"Dell_e6:93:81","Broadcast","6","384","6","384","0","0","65.355047000","107.0786","28.69","N/A"
"Vmware_9b:01:a2","Broadcast","12","768","12","768","0","0","122.172205000","106.2259","57.84","N/A"
"Oracle_1a:5f:de","Broadcast","6","384","6","384","0","0","56.526276000","105.4500","29.13","N/A"
"Dell_66:9e:19","Broadcast","9","1674","9","1674","0","0","73.807442000","101.8411","131.50","N/A"
"Vmware_a0:24:0f","Broadcast","4","622","4","622","0","0","98.347490000","100.0125","49.75","N/A"
"Oracle_82:c1:52","Broadcast","20","1280","20","1280","0","0","128.567455000","99.7556","102.65","N/A"
"Vmware_a0:6c:1a","Broadcast","10","640","10","640","0","0","51.408170000","99.7003","51.35","N/A"
"Dell_33:96:37","Broadcast","16","1408","16","1408","0","0","92.735030000","99.3998","113.32","N/A"
"Vmware_a0:06:95","Broadcast","6","1116","6","1116","0","0","43.575320000","99.0932","90.10","N/A"
"Oracle_e7:da:21","Broadcast","6","384","6","384","0","0","62.976795000","97.4745","31.52","N/A"
"Oracle_d8:e3:fa","Broadcast","7","448","7","448","0","0","4.958218000","97.4335","36.78","N/A"
"Dell_34:e5:99","Broadcast","42","2688","42","2688","0","0","3.414834000","96.6803","222.42","N/A"
"Oracle_16:ed:9d","Broadcast","14","896","14","896","0","0","128.607884000","96.0916","74.60","N/A"
"Apple_37:fc:3f","IPv4mcast_fb","4","310","4","310","0","0","66.281608000","95.0588","26.09","N/A"
"Oracle_99:2a:b3","Broadcast","4","256","4","256","0","0","87.199114000","94.1203","21.76","N/A"
"Oracle_5b:c8:4f","Broadcast","20","1280","20","1280","0","0","25.894166000","93.3305","109.72","N/A"
"Dell_4e:6f:df","Broadcast","28","2444","28","2444","0","0","127.232743000","93.2320","209.71","N/A"
"Vmware_82:51:f4","Broadcast","4","622","4","622","0","0","5.678452000","92.5057","53.79","N/A"
"Oracle_16:d2:63","Broadcast","8","512","8","512","0","0","29.291294000","91.0523","44.99","N/A"
"Vmware_a0:65:94","Broadcast","8","512","8","512","0","0","75.478948000","90.0155","45.50","N/A"
"Vmware_a0:17:df","Broadcast","10","1198","10","1198","0","0","49.730647000","86.3648","110.97","N/A"
"LanAcces_7f:55:26","Broadcast","4","256","4","256","0","0","99.896377000","85.7703","23.88","N/A"
"Oracle_16:cb:d1","Broadcast","192","28256","192","28256","0","0","42.039934000","84.6148","2671.49","N/A"
"Ibm_16:2f:0a","Broadcast","3","192","3","192","0","0","41.358956000","84.2810","18.22","N/A"
"Vmware_a0:6a:21","Broadcast","6","384","6","384","0","0","134.810484000","83.9891","36.58","N/A"
"Oracle_ae:dd:34","Broadcast","4","256","4","256","0","0","30.377423000","82.4770","24.83","N/A"
"Dell_50:9f:42","Broadcast","6","660","6","660","0","0","98.448924000","82.2037","64.23","N/A"
"Broadcom_01:e0:da","Broadcast","16","2528","16","2528","0","0","9.073268000","81.0730","249.45","N/A"
"Oracle_d4:6c:bb","Broadcast","6","384","6","384","0","0","38.136331000","80.5410","38.14","N/A"
"Oracle_fc:de:4e","Broadcast","4","256","4","256","0","0","128.917627000","80.0698","25.58","N/A"
"Dell_8d:af:c3","Cisco_58:be:63","52","20335","28","7841","24","12494","130.374726000","79.8197","785.87","1252.22"
"Dell_e6:83:cf","Broadcast","6","933","6","933","0","0","141.004497000","79.7354","93.61","N/A"
