"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"77.197.210.48","7568","41.177.26.176","80","20","13424","7","751","13","12673","65.219582000","0.6701","8965.20","151286.21"
"77.197.128.84","36113","41.177.26.176","80","20","12727","8","817","12","11910","170.304708000","0.6700","9754.71","142201.53"
"77.197.128.41","64862","41.177.26.176","80","20","12620","8","816","12","11804","183.093049000","0.6698","9746.51","140990.00"
"77.197.210.67","19404","41.177.26.176","80","22","13088","9","887","13","12201","61.355583000","0.6695","10598.73","145789.33"
"77.197.128.150","35932","41.177.26.176","80","21","12764","8","816","13","11948","191.628278000","0.6694","9751.39","142781.39"
"77.197.217.20","59068","41.177.26.176","80","22","13121","9","889","13","12232","77.169759000","0.6694","10625.07","146193.38"
"77.197.210.48","44252","41.177.26.176","80","20","13527","7","751","13","12776","6.953596000","0.6692","8977.82","152730.48"
"77.197.128.41","62117","41.177.26.176","80","20","12553","8","816","12","11737","175.776383000","0.6691","9757.10","140342.07"
"77.197.128.13","47960","41.177.26.176","80","12","5459","6","752","6","4707","154.122729000","0.6686","8998.38","56323.62"
"77.197.128.118","1793","41.177.26.176","80","21","13072","8","825","13","12247","193.893385000","0.6685","9872.39","146554.16"
"77.197.128.46","19814","41.177.26.176","80","23","13173","10","944","13","12229","117.636433000","0.6684","11298.57","146366.79"
"77.197.128.180","12307","41.177.26.176","80","19","12747","8","863","11","11884","97.936253000","0.6684","10329.36","142241.16"
"244.3.160.239","61984","198.123.241.156","80","62","54556","23","2159","39","52397","104.403571000","0.6682","25847.19","627288.30"
"77.197.217.20","60400","41.177.26.176","80","22","12945","9","889","13","12056","82.637727000","0.6682","10642.99","144332.89"
"77.197.128.55","23022","41.177.26.176","80","20","12926","8","863","12","12063","167.917678000","0.6682","10332.28","144424.47"
"77.197.128.13","45698","41.177.26.176","80","21","13220","9","924","12","12296","143.510336000","0.6682","11063.32","147223.54"
"77.197.128.47","14467","41.177.26.176","80","21","13114","9","924","12","12190","112.347423000","0.6681","11064.56","145970.76"
"77.197.210.80","38162","41.177.26.176","80","20","12818","8","817","12","12001","60.361044000","0.6681","9783.42","143709.71"
"77.197.128.41","64048","41.177.26.176","80","19","12543","8","825","11","11718","181.411113000","0.6680","9880.56","140339.95"
"77.197.128.117","19474","41.177.26.176","80","19","13086","8","825","11","12261","109.464265000","0.6677","9884.87","146907.16"
"77.197.128.180","5466","41.177.26.176","80","23","12915","9","872","14","12043","82.512598000","0.6671","10457.94","144432.30"
"77.197.128.47","16162","41.177.26.176","80","21","13306","9","876","12","12430","115.702211000","0.6669","10508.54","149110.94"
"77.197.128.84","36849","41.177.26.176","80","25","14415","10","988","15","13427","172.464350000","0.6668","11853.81","161094.20"
"77.197.128.167","60544","41.177.26.176","80","21","13634","8","825","13","12809","19.858669000","0.6667","9898.84","153689.94"
"77.197.128.176","29685","41.177.26.176","80","20","12895","9","880","11","12015","36.417344000","0.6667","10558.79","144163.49"
"77.197.210.186","3082","41.177.26.176","80","20","12669","8","815","12","11854","0.156913000","0.6666","9781.11","142264.15"
"77.197.210.82","44660","41.177.26.176","80","22","13643","9","889","13","12754","148.709429000","0.6665","10669.96","153076.17"
"77.197.128.225","7266","41.177.26.176","80","21","12780","8","813","13","11967","208.481565000","0.6662","9763.00","143706.97"
"77.197.128.223","12524","41.177.26.176","80","23","14502","10","989","13","13513","185.620445000","0.6661","11878.03","162292.98"
"77.197.217.20","36646","41.177.26.176","80","19","12577","7","748","12","11829","24.631333000","0.6659","8986.48","142113.78"
"77.197.210.48","62243","41.177.26.176","80","21","12653","8","816","13","11837","46.924726000","0.6657","9806.44","142253.47"
"77.197.210.249","64569","41.177.26.176","80","18","13041","7","761","11","12280","40.006540000","0.6656","9145.95","147585.07"
"77.197.217.20","36458","41.177.26.176","80","19","13497","7","753","12","12744","23.846728000","0.6655","9052.38","153205.30"
"77.197.128.251","15508","41.177.26.46","80","8","1002","5","647","3","355","92.171050000","0.6653","7779.47","4268.49"
"244.3.160.239","61303","128.71.90.164","80","15","5736","8","1384","7","4352","5.504565000","0.6653","16641.69","52329.94"
"77.197.128.118","34576","41.177.26.176","80","21","12898","9","880","12","12018","136.280332000","0.6652","10583.71","144539.84"
"77.197.128.12","30080","41.177.26.176","80","20","12805","9","880","11","11925","19.227624000","0.6649","10588.76","143489.72"
"242.161.82.241","59210","244.3.210.197","80","26","19982","10","1133","16","18849","124.038425000","0.6648","13634.07","226821.40"
"77.197.128.118","44491","41.177.26.176","80","19","13277","8","817","11","12460","149.110467000","0.6645","9836.28","150012.27"
"90.218.193.20","10567","244.3.160.239","80","52","38500","16","2113","36","36387","103.379449000","0.6643","25445.45","438184.44"
"77.197.217.20","61740","41.177.26.176","80","21","12827","9","890","12","11937","91.634417000","0.6641","10720.74","143790.48"
"77.197.210.181","38739","41.177.26.176","80","18","12470","7","752","11","11718","0.983472000","0.6640","9060.27","141181.15"
"77.197.217.20","56375","41.177.26.176","80","21","13311","8","824","13","12487","71.181392000","0.6638","9931.42","150501.99"
"77.197.128.13","46827","41.177.26.176","80","20","12701","8","812","12","11889","148.821783000","0.6637","9787.13","143299.45"
"77.197.128.92","56453","41.177.26.176","80","20","13077","8","862","12","12215","104.234227000","0.6636","10391.04","147246.51"
"77.197.128.55","24972","41.177.26.176","80","23","14317","10","936","13","13381","177.075655000","0.6631","11292.33","161434.46"
"77.197.210.2","54092","41.177.26.176","80","22","13449","9","880","13","12569","90.320105000","0.6631","10617.20","151644.99"
"77.197.217.224","40715","41.177.26.176","80","20","12561","8","815","12","11746","27.998826000","0.6630","9834.64","141739.43"
"77.197.210.80","33331","41.177.26.176","80","20","12694","9","880","11","11814","50.086863000","0.6629","10619.39","142565.37"
"77.197.210.159","30539","41.177.26.176","80","20","12765","8","860","12","11905","89.700538000","0.6629","10378.48","143669.58"
"77.197.128.84","39252","41.177.26.176","80","20","12591","9","879","11","11712","181.636475000","0.6626","10613.19","141412.56"
"77.197.210.186","32316","41.177.26.176","80","21","13026","8","815","13","12211","56.277621000","0.6621","9847.78","147547.57"
"77.197.128.180","11690","41.177.26.176","80","23","14098","10","953","13","13145","93.872133000","0.6619","11517.52","158864.44"
"77.197.128.167","56609","41.177.26.176","80","25","15868","10","945","15","14923","12.489743000","0.6618","11422.60","180380.33"
"77.197.217.224","34782","41.177.26.176","80","20","12571","8","815","12","11756","15.964719000","0.6618","9851.79","142107.47"
"244.3.160.239","62223","151.241.241.198","80","63","48693","24","2540","39","46153","128.497864000","0.6618","30704.14","557908.73"
"77.197.128.180","10629","41.177.26.176","80","19","12631","7","751","12","11880","89.200064000","0.6618","9078.82","143617.02"
"77.197.128.47","12819","41.177.26.176","80","20","12580","9","880","11","11700","108.486661000","0.6617","10639.12","141451.91"
"77.197.128.18","38088","41.177.26.176","80","21","12879","8","825","13","12054","216.843278000","0.6614","9979.19","145805.11"
"77.197.128.84","44493","41.177.26.176","80","20","12946","8","823","12","12123","202.607797000","0.6611","9959.04","146699.18"
"77.197.128.46","19577","41.177.26.176","80","20","12993","8","862","12","12131","116.830231000","0.6610","10432.41","146816.19"
"77.197.128.55","20708","41.177.26.176","80","20","12740","8","825","12","11915","160.955976000","0.6610","9984.66","144202.69"
"244.3.160.248","49962","41.177.26.193","80","14","3489","7","2591","7","898","219.259153000","0.6610","31359.16","10868.59"
"77.197.210.2","49881","41.177.26.176","80","19","12614","7","751","12","11863","79.944219000","0.6606","9095.37","143672.91"
"77.197.128.176","28282","41.177.26.176","80","21","13496","8","862","13","12634","30.135704000","0.6603","10443.41","153064.95"
"253.160.251.90","1406","253.37.253.43","446","166","221466","0","0","166","221466","55.771532000","0.6603","N/A","2683367.08"
"77.197.128.224","38855","41.177.26.176","80","21","12653","9","877","12","11776","129.666866000","0.6602","10626.70","142690.97"
"77.197.128.223","13129","41.177.26.176","80","19","12662","7","749","12","11913","188.761333000","0.6601","9077.63","144381.62"
"41.177.168.181","4327","244.3.160.239","80","15","6665","6","1128","9","5537","78.526069000","0.6599","13674.72","67124.92"
"77.197.217.152","23458","41.177.26.176","80","20","12610","8","816","12","11794","91.452062000","0.6597","9895.62","143025.62"
"77.197.128.225","62104","41.177.26.176","80","20","12785","7","751","13","12034","193.748044000","0.6597","9107.40","145936.76"
"41.177.4.139","57577","244.3.41.84","1522","35","7114","18","4339","17","2775","61.936394000","0.6596","52622.16","33654.41"
"77.197.210.80","35482","41.177.26.176","80","19","12624","7","752","12","11872","54.689419000","0.6596","9120.24","143983.31"
"77.197.217.152","22877","41.177.26.176","80","21","12945","8","860","13","12085","88.617727000","0.6593","10436.01","146650.16"
"77.197.128.193","53164","41.177.26.176","80","20","13438","8","816","12","12622","232.584985000","0.6592","9902.63","153175.20"
"77.197.128.13","46455","41.177.26.176","80","20","13340","9","926","11","12414","147.111200000","0.6592","11237.81","150654.65"
"77.197.128.224","38446","41.177.26.176","80","19","13102","8","825","11","12277","205.743174000","0.6592","10012.82","149002.89"
"77.197.210.67","15302","41.177.26.176","80","18","12490","7","753","11","11737","48.669518000","0.6590","9141.62","142490.33"
"77.197.128.18","57858","41.177.26.176","80","22","13385","9","924","13","12461","135.511592000","0.6589","11218.82","151296.19"
"244.3.160.239","61365","177.124.75.164","80","361","341456","124","10177","237","331279","16.452840000","0.6587","123597.65","4023318.02"
"77.197.217.20","60523","41.177.26.176","80","20","13243","7","759","13","12484","83.438160000","0.6587","9218.35","151623.08"
"41.177.211.185","10601","244.3.160.239","80","33","20468","12","1883","21","18585","203.344176000","0.6586","22873.25","225756.39"
"77.197.128.193","52886","41.177.26.176","80","20","12816","8","863","12","11953","231.772245000","0.6585","10485.10","145224.14"
"77.197.128.18","30006","41.177.26.176","80","20","13088","8","860","12","12228","141.428326000","0.6584","10449.67","148579.73"
"77.197.210.48","3540","41.177.26.176","80","20","13044","7","761","13","12283","57.060671000","0.6583","9248.41","149275.00"
"77.197.210.159","30778","41.177.26.176","80","19","12665","7","761","12","11904","90.514592000","0.6582","9249.13","144680.23"
"77.197.128.18","64805","41.177.26.176","80","21","13043","9","880","12","12163","150.624326000","0.6582","10696.21","147838.65"
"77.197.128.224","13501","41.177.26.176","80","21","13230","8","825","13","12405","178.228746000","0.6581","10028.26","150788.59"
"77.197.128.18","43768","41.177.26.176","80","19","12915","8","813","11","12102","224.826358000","0.6581","9882.89","147112.86"
"77.197.128.180","60912","41.177.26.176","80","21","13252","9","926","12","12326","54.426242000","0.6580","11257.83","149853.12"
"77.197.210.152","30063","41.177.26.15","80","24","19048","9","878","15","18170","219.212635000","0.6577","10679.17","221002.88"
"77.197.210.82","44869","41.177.26.176","80","22","13099","9","924","13","12175","149.955819000","0.6577","11239.95","148102.19"
"77.197.210.122","47310","41.177.26.176","80","21","13012","9","879","12","12133","65.195926000","0.6574","10696.37","147644.04"
"77.197.128.180","61094","41.177.26.176","80","22","13115","9","889","13","12226","55.085030000","0.6574","10819.08","148789.77"
"77.197.210.198","40518","41.177.26.176","80","22","13826","9","926","13","12900","44.227018000","0.6572","11271.67","157024.33"
"77.197.128.13","1679","41.177.26.176","80","20","13139","8","817","12","12322","230.594082000","0.6571","9946.27","150009.66"
"77.197.210.160","59191","41.177.26.176","80","18","12725","7","744","11","11981","3.565934000","0.6571","9058.38","145871.60"
"77.197.128.41","14763","41.177.26.176","80","20","12548","8","816","12","11732","202.676330000","0.6571","9935.18","142842.58"
"77.197.217.152","17619","41.177.26.176","80","22","12837","10","953","12","11884","76.412820000","0.6569","11605.66","144723.64"
"77.197.210.159","29680","41.177.26.176","80","22","13315","9","887","13","12428","85.876205000","0.6568","10803.09","151365.08"
"77.197.128.225","24904","41.177.26.176","80","19","13094","8","825","11","12269","233.016339000","0.6567","10049.84","149456.32"
"77.197.210.67","16181","41.177.26.176","80","21","13324","8","815","13","12509","51.104007000","0.6567","9928.52","152387.57"
"77.197.210.67","18846","41.177.26.176","80","22","13098","9","880","13","12218","58.884250000","0.6565","10722.98","148878.81"
"77.197.210.2","54396","41.177.26.176","80","20","12853","8","862","12","11991","91.153041000","0.6565","10504.28","146121.67"
"77.197.210.217","23911","41.177.26.15","80","8","1081","5","690","3","391","58.289286000","0.6562","8411.97","4766.78"
"77.197.210.186","31840","41.177.26.176","80","21","13580","9","880","12","12700","55.414368000","0.6561","10730.27","154857.28"
"77.197.217.224","3285","41.177.26.176","80","19","12729","8","812","11","11917","97.293828000","0.6560","9901.68","145318.19"
"77.197.128.18","33031","41.177.26.176","80","19","13379","7","752","12","12627","197.092084000","0.6560","9170.73","153987.80"
"77.197.210.48","43979","41.177.26.176","80","22","13234","10","939","12","12295","5.279457000","0.6559","11452.25","149952.51"
"77.197.210.198","25141","41.177.26.176","80","21","12757","8","816","13","11941","5.721503000","0.6559","9952.46","145640.16"
"77.197.128.18","62826","41.177.26.176","80","22","13395","9","881","13","12514","144.749957000","0.6559","10745.64","152634.42"
"77.197.128.251","42849","41.177.26.176","80","19","12512","8","825","11","11687","19.205746000","0.6558","10063.80","142564.38"
"244.3.160.239","62310","128.71.90.164","80","50","41930","20","2476","30","39454","148.651752000","0.6557","30206.91","481334.18"
"77.197.128.18","48185","41.177.26.176","80","20","12757","8","815","12","11942","230.362413000","0.6557","9943.36","145697.67"
"77.197.128.224","36281","41.177.26.176","80","22","13407","9","889","13","12518","203.619442000","0.6554","10851.12","152794.56"
"244.3.160.239","62254","40.248.176.156","80","81","68964","30","3330","51","65634","136.254432000","0.6553","40652.02","801247.64"
"77.197.217.152","23913","41.177.26.176","80","21","12409","9","926","12","11483","93.711484000","0.6553","11304.73","140185.96"
"77.197.128.223","55069","41.177.26.176","80","21","12949","9","925","12","12024","159.335479000","0.6553","11293.18","146799.07"
"253.37.253.43","2000","253.160.31.248","515","77","59502","77","59502","0","0","104.072891000","0.6552","726541.22","N/A"
"41.177.3.224","39050","41.177.117.184","1606","93","37736","48","23470","45","14266","200.035721000","0.6551","286629.36","174224.73"
"77.197.128.139","29171","41.177.26.176","80","21","13621","8","825","13","12796","96.969524000","0.6550","10075.80","156278.67"
"77.197.128.31","3300","41.177.26.176","80","21","12831","8","811","13","12020","36.437487000","0.6550","9905.59","146812.75"
"77.197.210.82","58956","41.177.26.176","80","19","12883","7","796","12","12087","184.584000000","0.6549","9723.87","147653.86"
"77.197.210.123","58171","41.177.26.176","80","17","12477","6","693","11","11784","66.451137000","0.6548","8466.15","143961.22"
"77.197.210.198","24966","41.177.26.176","80","21","13211","8","815","13","12396","4.920304000","0.6548","9956.62","151438.29"
"77.197.210.198","24406","41.177.26.176","80","18","12584","7","761","11","11823","2.482002000","0.6547","9298.92","144469.22"
"77.197.128.118","7989","41.177.26.176","80","21","13715","9","880","12","12835","205.020228000","0.6547","10753.66","156844.53"
"77.197.210.123","58511","41.177.26.176","80","20","12758","8","860","12","11898","67.261155000","0.6546","10510.70","145414.32"
"77.197.128.118","64829","41.177.26.176","80","22","12992","9","889","13","12103","192.285076000","0.6543","10869.50","147979.24"
"77.197.210.82","36682","41.177.26.176","80","19","12753","7","744","12","12009","131.335416000","0.6542","9097.68","146846.77"
"77.197.217.20","39093","41.177.26.176","80","23","14396","10","951","13","13445","37.185563000","0.6542","11629.49","164414.80"
"77.197.128.223","28006","41.177.26.176","80","20","13433","8","816","12","12617","228.779554000","0.6540","9981.83","154339.22"
"16.176.93.164","8550","244.3.160.239","80","10","2263","5","1476","5","787","222.312332000","0.6539","18056.92","9627.91"
"77.197.128.13","38284","41.177.26.176","80","22","13007","9","880","13","12127","117.845663000","0.6538","10767.44","148382.67"
"77.197.210.128","33572","41.177.26.176","80","21","12859","9","879","12","11980","45.577579000","0.6537","10757.06","146609.35"
"77.197.210.181","40030","41.177.26.176","80","20","12915","8","815","12","12100","4.061465000","0.6537","9974.36","148085.60"
"77.197.210.82","45520","41.177.26.176","80","19","12767","8","825","11","11942","154.495644000","0.6535","10099.11","146186.13"
"77.197.128.13","1887","41.177.26.176","80","20","12863","8","825","12","12038","231.269093000","0.6533","10102.02","147403.71"
"77.197.128.127","36769","41.177.26.176","80","20","12819","7","761","13","12058","11.445561000","0.6531","9321.31","147695.62"
"77.197.128.55","26478","41.177.26.176","80","23","14206","10","944","13","13262","187.238653000","0.6530","11565.76","162484.19"
"77.197.128.167","59181","41.177.26.176","80","21","13038","9","880","12","12158","17.014923000","0.6528","10784.81","149001.95"
"77.197.210.122","44405","41.177.26.176","80","20","12592","8","816","12","11776","55.634784000","0.6527","10000.87","144326.33"
"77.197.128.41","3518","41.177.26.176","80","20","12683","8","812","12","11871","186.728306000","0.6527","9952.02","145493.10"
"77.197.128.18","65017","41.177.26.176","80","20","12977","9","889","11","12088","151.420934000","0.6527","10896.51","148163.13"
"77.197.128.13","58017","41.177.26.176","80","20","12995","8","816","12","12179","193.831554000","0.6527","10001.81","149279.43"
"41.177.230.253","44010","244.3.31.40","22","52","17029","26","5536","26","11493","148.142524000","0.6526","67862.79","140886.38"
"77.197.128.94","34290","41.177.26.176","80","20","12860","8","826","12","12034","3.087052000","0.6526","10125.67","147520.91"
"16.176.93.164","15913","244.3.160.239","80","12","2630","6","1387","6","1243","18.406023000","0.6526","17003.15","15237.86"
"77.197.210.67","19217","41.177.26.176","80","21","13549","8","862","13","12687","60.543432000","0.6526","10567.45","155532.74"
"77.197.128.225","1988","41.177.26.176","80","21","12712","9","876","12","11836","198.345494000","0.6525","10739.57","145106.81"
"77.197.128.94","34720","41.177.26.176","80","21","12938","9","924","12","12014","4.082719000","0.6525","11328.25","147291.76"
"77.197.210.122","20019","41.177.26.176","80","19","13375","8","860","11","12515","4.139126000","0.6524","10545.31","153458.72"
"77.197.210.186","4173","41.177.26.176","80","18","12464","7","761","11","11703","4.371156000","0.6524","9331.61","143505.73"
"68.33.110.176","16141","244.3.160.239","80","56","48226","15","1956","41","46270","128.485426000","0.6523","23988.19","567450.69"
"77.197.128.13","42437","41.177.26.176","80","19","12676","8","825","11","11851","132.664449000","0.6521","10121.50","145393.87"
"77.197.210.186","28581","41.177.26.176","80","20","12584","8","816","12","11768","49.931766000","0.6521","10011.09","144375.59"
"77.197.128.180","58350","41.177.26.176","80","21","13863","8","862","13","13001","46.611627000","0.6520","10576.30","159515.60"
"77.197.128.55","22813","41.177.26.176","80","20","12964","8","812","12","12152","167.083739000","0.6519","9965.36","149136.78"
"77.197.128.31","64342","41.177.26.176","80","20","12775","8","815","12","11960","27.725566000","0.6517","10004.30","146811.51"
"77.197.217.218","58526","41.177.26.176","80","22","13387","10","951","12","12436","73.335050000","0.6516","11675.55","152678.41"
"77.197.217.218","57718","41.177.26.176","80","20","12669","7","748","13","11921","71.617922000","0.6516","9183.60","146360.63"
"77.197.128.84","36610","41.177.26.176","80","20","12588","8","812","12","11776","171.716952000","0.6515","9971.08","144605.24"
"77.197.128.13","34661","41.177.26.176","80","21","12761","10","941","11","11820","106.830788000","0.6515","11555.33","145147.77"
"77.197.128.223","17792","41.177.26.176","80","24","14451","10","951","14","13500","208.302222000","0.6514","11680.05","165805.15"
"77.197.128.41","65359","41.177.26.176","80","20","13177","8","860","12","12317","183.908928000","0.6512","10564.70","151308.69"
"77.197.128.224","57899","41.177.26.176","80","21","12670","8","826","13","11844","157.011804000","0.6512","10147.62","145506.59"
"77.197.128.118","10994","41.177.26.176","80","20","12823","8","817","12","12006","206.612673000","0.6511","10037.98","147510.39"
"77.197.210.160","58808","41.177.26.176","80","22","12710","9","880","13","11830","1.954805000","0.6510","10813.68","145370.31"
"77.197.210.123","36895","41.177.26.176","80","21","12924","8","823","13","12101","0.799903000","0.6509","10115.63","148735.39"
"77.197.210.160","58639","41.177.26.176","80","20","12986","8","825","12","12161","1.197393000","0.6508","10142.02","149499.51"
"77.197.128.224","39320","41.177.26.176","80","20","13292","8","816","12","12476","206.565717000","0.6506","10033.41","153403.03"
"77.197.210.122","47037","41.177.26.176","80","20","13155","9","880","11","12275","64.398481000","0.6506","10820.61","150935.28"
"77.197.217.20","59452","41.177.26.176","80","19","12639","8","816","11","11823","77.978824000","0.6505","10034.91","145395.52"
"77.197.210.82","59426","41.177.26.176","80","20","13260","7","762","13","12498","186.803002000","0.6505","9370.96","153698.58"
"15.186.110.41","47751","244.3.210.197","80","26","15974","13","1397","13","14577","156.066896000","0.6504","17183.99","179306.34"
"77.197.210.80","33716","41.177.26.176","80","20","12717","7","761","13","11956","50.890623000","0.6502","9363.58","147110.26"
"77.197.128.167","61219","41.177.26.176","80","20","12794","8","816","12","11978","21.455996000","0.6501","10041.25","147394.78"
"77.197.128.18","25343","41.177.26.176","80","19","12359","8","816","11","11543","183.544151000","0.6501","10041.52","142045.62"
"77.197.210.198","41453","41.177.26.176","80","19","12931","8","816","11","12115","45.851345000","0.6498","10045.49","149143.49"
"77.197.128.12","38601","41.177.26.176","80","21","13232","9","924","12","12308","35.698800000","0.6496","11380.17","151587.79"
"77.197.128.225","3987","41.177.26.176","80","20","13086","8","821","12","12265","200.766290000","0.6495","10111.88","151062.38"
"15.186.110.41","60381","244.3.210.197","80","26","14414","13","1371","13","13043","2.683910000","0.6495","16886.39","160648.61"
"77.197.128.47","15489","41.177.26.176","80","22","13464","8","823","14","12641","114.405103000","0.6495","10137.36","155706.34"
"77.197.210.67","15885","41.177.26.176","80","20","12585","8","815","12","11770","50.299429000","0.6494","10039.65","144989.80"
"77.197.217.152","23034","41.177.26.176","80","20","12708","9","890","11","11818","89.428942000","0.6494","10963.61","145581.99"
"77.197.128.12","35092","41.177.26.176","80","22","13117","9","880","13","12237","29.222811000","0.6493","10842.01","150765.56"
"77.197.128.139","29073","41.177.26.176","80","21","13027","9","872","12","12155","96.156823000","0.6492","10746.00","149790.81"
"77.197.128.41","11202","41.177.26.176","80","21","13002","9","881","12","12121","195.138224000","0.6491","10858.71","149396.67"
"77.197.128.251","62707","41.177.26.176","80","23","15722","9","880","14","14842","65.962775000","0.6490","10848.04","182962.10"
"77.197.128.18","65506","41.177.26.176","80","21","13512","9","880","12","12632","153.062588000","0.6489","10848.31","155722.56"
"77.197.217.224","64091","41.177.26.176","80","22","12730","9","889","13","11841","84.669065000","0.6487","10964.16","146036.67"
"77.197.128.251","44648","41.177.26.176","80","21","12944","9","876","12","12068","24.216310000","0.6484","10808.08","148894.82"
"77.197.128.13","63543","41.177.26.176","80","22","13446","9","881","13","12565","217.324520000","0.6484","10869.92","155028.96"
"77.197.128.180","59081","41.177.26.176","80","20","12697","7","748","13","11949","49.007281000","0.6484","9229.21","147432.97"
"77.197.128.223","24576","41.177.26.176","80","22","13680","9","881","13","12799","221.308237000","0.6484","10870.25","157920.96"
"77.197.128.31","58683","41.177.26.176","80","21","12587","8","812","13","11775","0.103670000","0.6482","10022.36","145336.50"
"77.197.128.55","59166","41.177.26.176","80","20","12698","8","816","12","11882","102.738202000","0.6481","10071.85","146658.99"
"77.197.210.128","39958","41.177.26.176","80","19","13133","8","862","11","12271","59.842338000","0.6481","10640.94","151479.10"
"77.197.210.159","28750","41.177.26.176","80","22","13401","9","880","13","12521","83.563192000","0.6476","10870.82","154674.53"
"77.197.128.12","37819","41.177.26.176","80","22","13433","9","926","13","12507","34.147285000","0.6475","11440.31","154518.29"
"77.197.128.47","19548","41.177.26.176","80","18","13034","7","751","11","12283","122.189286000","0.6474","9280.74","151791.42"
"77.197.128.223","29194","41.177.26.176","80","20","12594","9","881","11","11713","231.217530000","0.6473","10887.51","144750.81"
"77.197.128.13","43760","41.177.26.176","80","21","13142","9","889","12","12253","136.312639000","0.6471","10991.42","151493.70"
"77.197.128.13","36967","41.177.26.176","80","21","13135","9","924","12","12211","112.778577000","0.6468","11428.89","151036.98"
"77.197.128.18","37943","41.177.26.176","80","21","12846","8","860","13","11986","215.413634000","0.6467","10638.58","148272.08"
"77.197.128.55","21936","41.177.26.176","80","18","12581","7","799","11","11782","164.010085000","0.6467","9884.62","145757.98"
"77.197.210.186","32627","41.177.26.176","80","21","12744","8","826","13","11918","57.044495000","0.6465","10220.84","147472.17"
"244.3.160.239","62440","94.2.202.203","80","71","60502","26","2512","45","57990","165.699736000","0.6465","31086.46","717636.96"
"77.197.217.20","38200","41.177.26.176","80","20","12682","8","823","12","11859","31.732541000","0.6464","10185.85","146772.75"
"77.197.210.181","54661","41.177.26.176","80","19","12662","8","825","11","11837","53.948179000","0.6464","10210.60","146500.47"
"77.197.128.47","20473","41.177.26.176","80","20","12861","8","823","12","12038","123.970037000","0.6463","10187.77","149016.27"
"77.197.210.123","37978","41.177.26.176","80","19","12715","7","751","12","11964","4.058546000","0.6462","9297.66","148118.80"
"77.197.128.180","7025","41.177.26.176","80","22","13106","9","889","13","12217","85.897016000","0.6461","11007.11","151264.15"
"194.66.204.111","1101","244.3.41.84","23","5","2843","2","219","3","2624","188.845814000","0.6461","2711.85","32492.64"
"77.197.210.122","43264","41.177.26.176","80","20","12720","8","816","12","11904","53.202711000","0.6456","10111.81","147513.41"
"77.197.128.180","11559","41.177.26.176","80","21","12654","8","824","13","11830","93.056497000","0.6453","10215.20","146657.51"
"77.197.128.18","33164","41.177.26.176","80","21","12787","8","825","13","11962","154.201851000","0.6452","10228.61","148308.64"
"77.197.128.180","11075","41.177.26.176","80","19","12539","7","751","12","11788","90.820721000","0.6452","9311.18","146152.01"
"77.197.210.128","17496","41.177.26.176","80","20","13059","8","815","12","12244","3.027607000","0.6452","10104.85","151808.26"
"77.197.210.67","58737","41.177.26.176","80","23","13260","10","953","13","12307","6.657124000","0.6452","11816.71","152600.48"
"77.197.210.159","33906","41.177.26.176","80","20","13316","8","860","12","12456","96.809851000","0.6451","10665.10","154470.27"
"77.197.128.41","22742","41.177.26.176","80","21","13215","8","812","13","12403","224.594448000","0.6450","10071.61","153840.19"
"77.197.128.223","21344","41.177.26.176","80","21","12729","9","887","12","11842","214.068368000","0.6449","11002.97","146896.42"
"77.197.210.2","52860","41.177.26.176","80","24","14455","10","952","14","13503","87.263466000","0.6448","11811.71","167535.17"
"77.197.128.223","58083","41.177.26.176","80","22","13090","9","924","13","12166","163.134568000","0.6446","11466.94","150981.33"
"77.197.128.55","24663","41.177.26.176","80","20","12748","8","815","12","11933","175.453162000","0.6444","10117.36","148135.50"
"77.197.128.224","30301","41.177.26.176","80","18","12718","7","761","11","11957","196.180063000","0.6444","9447.15","148435.74"
"77.197.210.198","46421","41.177.26.176","80","19","12867","7","759","12","12108","58.221430000","0.6443","9423.96","150336.40"
"77.197.210.123","55428","41.177.26.176","80","21","13038","8","812","13","12226","57.652286000","0.6442","10083.32","151821.08"
"77.197.210.2","49101","41.177.26.176","80","19","12644","7","751","12","11893","78.375707000","0.6441","9327.16","147707.02"
"77.197.128.118","4623","41.177.26.176","80","23","12995","9","880","14","12115","197.110114000","0.6440","10932.29","150505.31"
"77.197.128.18","32575","41.177.26.176","80","20","12581","9","879","11","11702","150.900983000","0.6439","10920.32","145380.68"
"244.3.160.239","61343","198.123.241.156","80","13","2571","7","1321","6","1250","12.034775000","0.6439","16413.46","15531.28"
"77.197.128.18","32869","41.177.26.176","80","20","12971","8","823","12","12148","152.570685000","0.6438","10226.32","150946.91"
"77.197.217.224","42715","41.177.26.176","80","21","13476","8","814","13","12662","33.652103000","0.6437","10115.95","157356.43"
"244.3.160.239","62656","177.124.75.164","80","89","77519","33","3783","56","73736","211.989135000","0.6437","47015.84","916404.90"
"77.197.128.127","46455","41.177.26.176","80","19","12837","7","799","12","12038","25.894610000","0.6433","9936.25","149702.86"
"77.197.128.223","27230","41.177.26.176","80","21","12747","8","816","13","11931","227.283566000","0.6433","10148.12","148378.91"
"77.197.128.47","7542","41.177.26.176","80","24","13691","11","1052","13","12639","102.885571000","0.6431","13085.88","157217.14"
