indexCount,startTime
1,0.191314
2,0.191567
3,0.191828
4,0.192109
5,0.192326
6,0.192573
7,2.191235
8,2.191489
9,2.191732
10,2.192007
11,2.192241
12,2.192506
13,4.191502
14,4.191759
15,4.191991
16,4.192263
17,4.192524
18,4.192763
19,6.193105
20,6.193379
21,6.193627
22,6.19387
23,6.194127
24,6.194406
25,8.192914
26,8.19316
27,8.193421
28,8.193673
29,8.193915
30,8.194162
31,10.192709
32,10.19294
33,10.193221
34,10.193425
35,10.193696
36,10.19394
37,12.19335
38,12.193589
39,12.193869
40,12.194107
41,12.194366
42,12.194605
43,14.193165
44,14.193411
45,14.193654
46,14.193941
47,14.194181
48,14.194416
49,16.194352
50,16.194571
51,16.194827
52,16.195107
53,16.195371
54,16.195622
55,18.193545
56,18.193756
57,18.193998
58,18.194267
59,18.194515
60,18.194754
61,20.194598
62,20.194842
63,20.195108
64,20.195392
65,20.195644
66,20.195912
67,22.194174
68,22.194412
69,22.194688
70,22.194916
71,22.195197
72,22.195436
73,24.195634
74,24.195917
75,24.196162
76,24.196408
77,24.196678
78,24.196938
79,26.195317
80,26.195582
81,26.195785
82,26.196048
83,26.1963
84,26.19655
85,28.195746
86,28.195993
87,28.196248
88,28.196494
89,28.196742
90,28.197002
91,30.195873
92,30.196128
93,30.19638
94,30.196627
95,30.196874
96,30.197146
97,32.19607
98,32.19633
99,32.196581
100,32.19682
101,32.197061
102,32.197346
103,34.196548
104,34.196844
105,34.19704
106,34.197287
107,34.197561
108,34.197814
109,36.197578
110,36.197849
111,36.198093
112,36.198353
113,36.198599
114,36.198942
115,38.197364
116,38.197609
117,38.19788
118,38.198128
119,38.198374
120,38.198622
121,40.198265
122,40.198522
123,40.198763
124,40.199039
125,40.199324
126,40.199555
127,42.198113
128,42.19839
129,42.198629
130,42.198878
131,42.199155
132,42.199411
133,44.198262
134,44.198532
135,44.198843
136,44.199024
137,44.199262
138,44.199539
139,46.198884
140,46.199098
141,46.199348
142,46.199623
143,46.199869
144,46.20012
145,48.204512
146,48.204842
147,48.205178
148,48.205498
149,48.205836
150,48.206146
151,50.199278
152,50.199528
153,50.19981
154,50.20006
155,50.20031
156,50.200567
157,52.19962
158,52.199868
159,52.200148
160,52.200402
161,52.200646
162,52.20091
163,54.19973
164,54.199979
165,54.200334
166,54.200531
167,54.200736
168,54.200988
169,56.201014
170,56.201289
171,56.201542
172,56.201807
173,56.202074
174,56.20232
175,58.200703
176,58.200948
177,58.201197
178,58.20146
179,58.201711
180,58.201966
181,60.202373
182,60.202627
183,60.202894
184,60.20317
185,60.2034
186,60.20369
187,62.201804
188,62.202053
189,62.202297
190,62.202549
191,62.202849
192,62.203073
193,64.202051
194,64.202277
195,64.20252
196,64.202749
197,64.203017
198,64.203264
199,66.20782
200,66.208143
201,66.208483
202,66.208756
203,66.209061
204,66.209402
205,68.203101
206,68.203359
207,68.203607
208,68.203861
209,68.204109
210,68.204386
211,70.202815
212,70.203002
213,70.203246
214,70.203512
215,70.203755
216,70.204006
217,72.203126
218,72.203374
219,72.203651
220,72.203899
221,72.20418
222,72.204404
223,74.203415
224,74.203592
225,74.203864
226,74.204111
227,74.204401
228,74.204604
229,76.203865
230,76.204143
231,76.204389
232,76.20464
233,76.20491
234,76.205209
235,78.203766
236,78.203966
237,78.204232
238,78.20448
239,78.2048
240,78.20498
241,80.204108
242,80.20436
243,80.204607
244,80.204852
245,80.205091
246,80.205398
247,82.204499
248,82.204747
249,82.204986
250,82.205287
251,82.205559
252,82.205803
253,84.204758
254,84.205012
255,84.205282
256,84.205565
257,84.205813
258,84.206058
259,86.206114
260,86.206371
261,86.206617
262,86.206898
263,86.20715
264,86.207423
265,88.205751
266,88.206022
267,88.206257
268,88.206504
269,88.206754
270,88.207047
271,90.206039
272,90.206293
273,90.206539
274,90.206788
275,90.20706
276,90.207321
277,92.206002
278,92.206277
279,92.206518
280,92.206767
281,92.207012
282,92.207292
283,94.206803
284,94.207111
285,94.207308
286,94.207588
287,94.207831
288,94.208086
289,96.207059
290,96.207306
291,96.207574
292,96.20782
293,96.208076
294,96.208319
295,98.207008
296,98.207249
297,98.207497
298,98.207772
299,98.208013
300,98.208259
301,100.220061
302,100.220391
303,100.220643
304,100.22099
305,100.221293
306,100.221612
307,102.214495
308,102.214771
309,102.214995
310,102.215279
311,102.215531
312,102.215789
313,104.214548
314,104.214792
315,104.215068
316,104.215343
317,104.215582
318,104.215852
319,106.215412
320,106.215657
321,106.215903
322,106.216154
323,106.216422
324,106.216668
325,108.214909
326,108.215184
327,108.215438
328,108.215715
329,108.215967
330,108.216221
331,110.215015
332,110.215284
333,110.215533
334,110.215805
335,110.216045
336,110.216312
337,112.215273
338,112.215524
339,112.215827
340,112.216037
341,112.216288
342,112.216536
343,114.215546
344,114.21581
345,114.216073
346,114.216326
347,114.216569
348,114.216822
349,116.216051
350,116.216349
351,116.216576
352,116.216815
353,116.217065
354,116.217358
355,118.215621
356,118.215835
357,118.216073
358,118.21634
359,118.216585
360,118.216824
361,120.216037
362,120.216296
363,120.21656
364,120.216806
365,120.217068
366,120.21731
367,122.215997
368,122.216246
369,122.216498
370,122.21677
371,122.216998
372,122.217246
373,124.216268
374,124.216533
375,124.216756
376,124.217048
377,124.217275
378,124.217526
379,126.217011
380,126.217262
381,126.217506
382,126.217759
383,126.218026
384,126.218286
385,128.217073
386,128.217306
387,128.217588
388,128.217838
389,128.218055
390,128.218338
391,130.217062
392,130.217326
393,130.217601
394,130.217826
395,130.218069
396,130.218341
397,132.216575
398,132.21682
399,132.217055
400,132.217307
