"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"496655","116.319409","244.3.160.239","244.3.160.204","TCP","80","42516","64","0.000425000","1","116.319409000","Not set","Set","5421","80  >  42516 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"496785","116.353234","244.3.160.239","244.3.160.204","TCP","443","42514","64","0.000648000","1","116.353234000","Not set","Set","5419","443  >  42514 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"497033","116.384610","244.3.160.204","244.3.160.239","TCP","42516","80","64","0.000169000","2","116.384610000","Not set","Set","5421","42516  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"497190","116.413743","244.3.160.204","244.3.160.239","TCP","42514","443","64","0.000639000","2","116.413743000","Not set","Set","5419","42514  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"505913","118.218709","244.3.160.204","244.3.160.239","TCP","42848","443","64","0.000042000","0","118.218709000","Set","Not set","5490","42848  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"505916","118.218819","244.3.160.239","244.3.160.204","TCP","443","42848","64","0.000003000","0","118.218819000","Set","Set","5490","443  >  42848 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"505917","118.218967","244.3.160.204","244.3.160.239","TCP","42849","8080","64","0.000148000","0","118.218967000","Set","Not set","5491","42849  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"505919","118.219033","244.3.160.239","244.3.160.204","TCP","8080","42849","64","0.000025000","1","118.219033000","Not set","Set","5491","8080  >  42849 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"505920","118.219220","244.3.160.204","244.3.160.239","TCP","42850","80","64","0.000187000","0","118.219220000","Set","Not set","5492","42850  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"505922","118.219338","244.3.160.239","244.3.160.204","TCP","80","42850","64","0.000066000","0","118.219338000","Set","Set","5492","80  >  42850 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"506528","118.318144","244.3.160.204","244.3.160.239","TCP","42848","443","64","0.000486000","1","118.318144000","Not set","Set","5490","42848  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"506529","118.318264","244.3.160.204","244.3.160.239","TCP","42848","443","64","0.000120000","1","118.318264000","Not set","Set","5490","42848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"506530","118.318334","244.3.160.239","244.3.160.204","TCP","443","42848","64","0.000070000","1","118.318334000","Not set","Set","5490","443  >  42848 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"506536","118.319743","244.3.160.204","244.3.160.239","TCP","42850","80","64","0.000004000","1","118.319743000","Not set","Set","5492","42850  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"506537","118.319864","244.3.160.204","244.3.160.239","TCP","42850","80","64","0.000121000","1","118.319864000","Not set","Set","5492","42850  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"506538","118.319976","244.3.160.239","244.3.160.204","TCP","80","42850","64","0.000112000","1","118.319976000","Not set","Set","5492","80  >  42850 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"506539","118.320250","244.3.160.239","244.3.160.204","TCP","80","42850","64","0.000274000","1","118.320250000","Not set","Set","5492","80  >  42850 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"506874","118.383203","244.3.160.204","244.3.160.239","TCP","42850","80","64","0.000457000","2","118.383203000","Not set","Set","5492","42850  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"507285","118.423267","244.3.160.239","244.3.160.204","TCP","443","42848","64","0.000005000","1","118.423267000","Not set","Set","5490","443  >  42848 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"507319","118.432124","244.3.160.204","244.3.160.239","TCP","42848","443","64","0.000342000","2","118.432124000","Not set","Set","5490","42848  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"516088","120.219164","244.3.160.204","244.3.160.239","TCP","43184","443","64","0.000197000","0","120.219164000","Set","Not set","5553","43184  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"516089","120.219262","244.3.160.239","244.3.160.204","TCP","443","43184","64","0.000098000","0","120.219262000","Set","Set","5553","443  >  43184 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"516092","120.219428","244.3.160.204","244.3.160.239","TCP","43185","8080","64","0.000070000","0","120.219428000","Set","Not set","5554","43185  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"516094","120.219706","244.3.160.204","244.3.160.239","TCP","43186","80","64","0.000078000","0","120.219706000","Set","Not set","5555","43186  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"516097","120.219872","244.3.160.239","244.3.160.204","TCP","8080","43185","64","0.000004000","1","120.219872000","Not set","Set","5554","8080  >  43185 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"516098","120.219876","244.3.160.239","244.3.160.204","TCP","80","43186","64","0.000004000","0","120.219876000","Set","Set","5555","80  >  43186 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"516461","120.314416","244.3.160.204","244.3.160.239","TCP","43184","443","64","0.000015000","1","120.314416000","Not set","Set","5553","43184  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"516464","120.314561","244.3.160.204","244.3.160.239","TCP","43184","443","64","0.000005000","1","120.314561000","Not set","Set","5553","43184  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"516465","120.314627","244.3.160.239","244.3.160.204","TCP","443","43184","64","0.000066000","1","120.314627000","Not set","Set","5553","443  >  43184 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"516476","120.316383","244.3.160.204","244.3.160.239","TCP","43186","80","64","0.000444000","1","120.316383000","Not set","Set","5555","43186  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"516477","120.316537","244.3.160.204","244.3.160.239","TCP","43186","80","64","0.000154000","1","120.316537000","Not set","Set","5555","43186  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"516478","120.316609","244.3.160.239","244.3.160.204","TCP","80","43186","64","0.000072000","1","120.316609000","Not set","Set","5555","80  >  43186 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"516485","120.317028","244.3.160.239","244.3.160.204","TCP","80","43186","64","0.000060000","1","120.317028000","Not set","Set","5555","80  >  43186 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"516720","120.353193","244.3.160.239","244.3.160.204","TCP","443","43184","64","0.000439000","1","120.353193000","Not set","Set","5553","443  >  43184 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"516891","120.377579","244.3.160.204","244.3.160.239","TCP","43186","80","64","0.000239000","2","120.377579000","Not set","Set","5555","43186  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"517047","120.405320","244.3.160.204","244.3.160.239","TCP","43184","443","64","0.000371000","2","120.405320000","Not set","Set","5553","43184  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"527357","122.219133","244.3.160.204","244.3.160.239","TCP","43515","443","64","0.000210000","0","122.219133000","Set","Not set","5661","43515  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"527359","122.219237","244.3.160.239","244.3.160.204","TCP","443","43515","64","0.000004000","0","122.219237000","Set","Set","5661","443  >  43515 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"527361","122.219394","244.3.160.204","244.3.160.239","TCP","43516","8080","64","0.000030000","0","122.219394000","Set","Not set","5662","43516  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"527362","122.219475","244.3.160.239","244.3.160.204","TCP","8080","43516","64","0.000081000","1","122.219475000","Not set","Set","5662","8080  >  43516 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"527365","122.219690","244.3.160.204","244.3.160.239","TCP","43517","80","64","0.000053000","0","122.219690000","Set","Not set","5663","43517  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"527367","122.219783","244.3.160.239","244.3.160.204","TCP","80","43517","64","0.000088000","0","122.219783000","Set","Set","5663","80  >  43517 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"527931","122.315632","244.3.160.204","244.3.160.239","TCP","43515","443","64","0.000087000","1","122.315632000","Not set","Set","5661","43515  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"527932","122.315715","244.3.160.204","244.3.160.239","TCP","43515","443","64","0.000083000","1","122.315715000","Not set","Set","5661","43515  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"527934","122.315841","244.3.160.239","244.3.160.204","TCP","443","43515","64","0.000096000","1","122.315841000","Not set","Set","5661","443  >  43515 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"527950","122.317318","244.3.160.204","244.3.160.239","TCP","43517","80","64","0.000005000","1","122.317318000","Not set","Set","5663","43517  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"527951","122.317322","244.3.160.204","244.3.160.239","TCP","43517","80","64","0.000004000","1","122.317322000","Not set","Set","5663","43517  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"527952","122.317968","244.3.160.239","244.3.160.204","TCP","80","43517","64","0.000646000","1","122.317968000","Not set","Set","5663","80  >  43517 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"527955","122.318495","244.3.160.239","244.3.160.204","TCP","80","43517","64","0.000397000","1","122.318495000","Not set","Set","5663","80  >  43517 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"528017","122.333337","244.3.160.239","244.3.160.204","TCP","443","43515","64","0.000004000","1","122.333337000","Not set","Set","5661","443  >  43515 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"528266","122.382380","244.3.160.204","244.3.160.239","TCP","43517","80","64","0.000004000","2","122.382380000","Not set","Set","5663","43517  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"528321","122.394317","244.3.160.204","244.3.160.239","TCP","43515","443","64","0.000051000","2","122.394317000","Not set","Set","5661","43515  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"538139","124.219390","244.3.160.204","244.3.160.239","TCP","43854","443","64","0.000072000","0","124.219390000","Set","Not set","5738","43854  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"538140","124.219490","244.3.160.239","244.3.160.204","TCP","443","43854","64","0.000100000","0","124.219490000","Set","Set","5738","443  >  43854 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"538141","124.219649","244.3.160.204","244.3.160.239","TCP","43855","8080","64","0.000159000","0","124.219649000","Set","Not set","5739","43855  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"538142","124.219716","244.3.160.239","244.3.160.204","TCP","8080","43855","64","0.000067000","1","124.219716000","Not set","Set","5739","8080  >  43855 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"538144","124.219933","244.3.160.204","244.3.160.239","TCP","43856","80","64","0.000087000","0","124.219933000","Set","Not set","5740","43856  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"538146","124.220031","244.3.160.239","244.3.160.204","TCP","80","43856","64","0.000065000","0","124.220031000","Set","Set","5740","80  >  43856 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"538490","124.315437","244.3.160.204","244.3.160.239","TCP","43854","443","64","0.000693000","1","124.315437000","Not set","Set","5738","43854  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"538491","124.315565","244.3.160.204","244.3.160.239","TCP","43854","443","64","0.000128000","1","124.315565000","Not set","Set","5738","43854  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"538492","124.315666","244.3.160.239","244.3.160.204","TCP","443","43854","64","0.000101000","1","124.315666000","Not set","Set","5738","443  >  43854 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"538501","124.317278","244.3.160.204","244.3.160.239","TCP","43856","80","64","0.000645000","1","124.317278000","Not set","Set","5740","43856  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"538502","124.317413","244.3.160.204","244.3.160.239","TCP","43856","80","64","0.000135000","1","124.317413000","Not set","Set","5740","43856  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"538503","124.317496","244.3.160.239","244.3.160.204","TCP","80","43856","64","0.000083000","1","124.317496000","Not set","Set","5740","80  >  43856 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"538505","124.317941","244.3.160.239","244.3.160.204","TCP","80","43856","64","0.000110000","1","124.317941000","Not set","Set","5740","80  >  43856 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"538788","124.379944","244.3.160.204","244.3.160.239","TCP","43856","80","64","0.000210000","2","124.379944000","Not set","Set","5740","43856  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"538987","124.413144","244.3.160.239","244.3.160.204","TCP","443","43854","64","0.000368000","1","124.413144000","Not set","Set","5738","443  >  43854 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"539018","124.427523","244.3.160.204","244.3.160.239","TCP","43854","443","64","0.000562000","2","124.427523000","Not set","Set","5738","43854  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"548928","126.220249","244.3.160.204","244.3.160.239","TCP","44185","443","64","0.000136000","0","126.220249000","Set","Not set","5798","44185  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"548929","126.220355","244.3.160.239","244.3.160.204","TCP","443","44185","64","0.000106000","0","126.220355000","Set","Set","5798","443  >  44185 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"548930","126.220446","244.3.160.204","244.3.160.239","TCP","44186","8080","64","0.000091000","0","126.220446000","Set","Not set","5799","44186  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"548931","126.220518","244.3.160.239","244.3.160.204","TCP","8080","44186","64","0.000072000","1","126.220518000","Not set","Set","5799","8080  >  44186 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"548934","126.220717","244.3.160.204","244.3.160.239","TCP","44187","80","64","0.000005000","0","126.220717000","Set","Not set","5800","44187  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"548936","126.220819","244.3.160.239","244.3.160.204","TCP","80","44187","64","0.000098000","0","126.220819000","Set","Set","5800","80  >  44187 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"549492","126.316781","244.3.160.204","244.3.160.239","TCP","44185","443","64","0.000004000","1","126.316781000","Not set","Set","5798","44185  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"549494","126.316917","244.3.160.204","244.3.160.239","TCP","44185","443","64","0.000005000","1","126.316917000","Not set","Set","5798","44185  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"549495","126.316993","244.3.160.239","244.3.160.204","TCP","443","44185","64","0.000076000","1","126.316993000","Not set","Set","5798","443  >  44185 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"549497","126.318417","244.3.160.204","244.3.160.239","TCP","44187","80","64","0.000450000","1","126.318417000","Not set","Set","5800","44187  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"549498","126.318541","244.3.160.204","244.3.160.239","TCP","44187","80","64","0.000124000","1","126.318541000","Not set","Set","5800","44187  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"549500","126.318618","244.3.160.239","244.3.160.204","TCP","80","44187","64","0.000024000","1","126.318618000","Not set","Set","5800","80  >  44187 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"549502","126.318896","244.3.160.239","244.3.160.204","TCP","80","44187","64","0.000144000","1","126.318896000","Not set","Set","5800","80  >  44187 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"549966","126.373125","244.3.160.239","244.3.160.204","TCP","443","44185","64","0.001419000","1","126.373125000","Not set","Set","5798","443  >  44185 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"549993","126.377750","244.3.160.204","244.3.160.239","TCP","44187","80","64","0.000210000","2","126.377750000","Not set","Set","5800","44187  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"550174","126.408492","244.3.160.204","244.3.160.239","TCP","44185","443","64","0.000004000","2","126.408492000","Not set","Set","5798","44185  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"558449","128.220246","244.3.160.204","244.3.160.239","TCP","44519","443","64","0.000194000","0","128.220246000","Set","Not set","5857","44519  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"558452","128.220346","244.3.160.239","244.3.160.204","TCP","443","44519","64","0.000025000","0","128.220346000","Set","Set","5857","443  >  44519 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"558455","128.220519","244.3.160.204","244.3.160.239","TCP","44520","8080","64","0.000123000","0","128.220519000","Set","Not set","5858","44520  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"558458","128.220589","244.3.160.239","244.3.160.204","TCP","8080","44520","64","0.000033000","1","128.220589000","Not set","Set","5858","8080  >  44520 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"558459","128.220775","244.3.160.204","244.3.160.239","TCP","44521","80","64","0.000186000","0","128.220775000","Set","Not set","5859","44521  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"558462","128.220874","244.3.160.239","244.3.160.204","TCP","80","44521","64","0.000005000","0","128.220874000","Set","Set","5859","80  >  44521 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"558948","128.319080","244.3.160.204","244.3.160.239","TCP","44519","443","64","0.000317000","1","128.319080000","Not set","Set","5857","44519  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"558949","128.319264","244.3.160.204","244.3.160.239","TCP","44519","443","64","0.000184000","1","128.319264000","Not set","Set","5857","44519  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"558950","128.319335","244.3.160.239","244.3.160.204","TCP","443","44519","64","0.000071000","1","128.319335000","Not set","Set","5857","443  >  44519 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"558953","128.320705","244.3.160.204","244.3.160.239","TCP","44521","80","64","0.000222000","1","128.320705000","Not set","Set","5859","44521  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"558954","128.320830","244.3.160.204","244.3.160.239","TCP","44521","80","64","0.000125000","1","128.320830000","Not set","Set","5859","44521  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"558955","128.320924","244.3.160.239","244.3.160.204","TCP","80","44521","64","0.000094000","1","128.320924000","Not set","Set","5859","80  >  44521 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"558956","128.321369","244.3.160.239","244.3.160.204","TCP","80","44521","64","0.000445000","1","128.321369000","Not set","Set","5859","80  >  44521 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"559003","128.333149","244.3.160.239","244.3.160.204","TCP","443","44519","64","0.000005000","1","128.333149000","Not set","Set","5857","443  >  44519 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"559278","128.384279","244.3.160.204","244.3.160.239","TCP","44521","80","64","0.000127000","2","128.384279000","Not set","Set","5859","44521  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"559333","128.394051","244.3.160.204","244.3.160.239","TCP","44519","443","64","0.000113000","2","128.394051000","Not set","Set","5857","44519  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"569719","130.220194","244.3.160.204","244.3.160.239","TCP","44855","443","64","0.000206000","0","130.220194000","Set","Not set","5900","44855  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"569720","130.220286","244.3.160.239","244.3.160.204","TCP","443","44855","64","0.000092000","0","130.220286000","Set","Set","5900","443  >  44855 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"569721","130.220484","244.3.160.204","244.3.160.239","TCP","44856","8080","64","0.000198000","0","130.220484000","Set","Not set","5901","44856  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"569722","130.220545","244.3.160.239","244.3.160.204","TCP","8080","44856","64","0.000061000","1","130.220545000","Not set","Set","5901","8080  >  44856 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"569724","130.220729","244.3.160.204","244.3.160.239","TCP","44857","80","64","0.000067000","0","130.220729000","Set","Not set","5902","44857  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"569726","130.220826","244.3.160.239","244.3.160.204","TCP","80","44857","64","0.000004000","0","130.220826000","Set","Set","5902","80  >  44857 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"570079","130.314987","244.3.160.204","244.3.160.239","TCP","44855","443","64","0.000004000","1","130.314987000","Not set","Set","5900","44855  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"570081","130.315154","244.3.160.204","244.3.160.239","TCP","44855","443","64","0.000049000","1","130.315154000","Not set","Set","5900","44855  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"570082","130.315315","244.3.160.239","244.3.160.204","TCP","443","44855","64","0.000161000","1","130.315315000","Not set","Set","5900","443  >  44855 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"570083","130.316695","244.3.160.204","244.3.160.239","TCP","44857","80","64","0.001380000","1","130.316695000","Not set","Set","5902","44857  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"570086","130.316890","244.3.160.204","244.3.160.239","TCP","44857","80","64","0.000005000","1","130.316890000","Not set","Set","5902","44857  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"570091","130.317139","244.3.160.239","244.3.160.204","TCP","80","44857","64","0.000004000","1","130.317139000","Not set","Set","5902","80  >  44857 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"570093","130.317380","244.3.160.239","244.3.160.204","TCP","80","44857","64","0.000237000","1","130.317380000","Not set","Set","5902","80  >  44857 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"570317","130.378786","244.3.160.204","244.3.160.239","TCP","44857","80","64","0.000304000","2","130.378786000","Not set","Set","5902","44857  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"570337","130.383072","244.3.160.239","244.3.160.204","TCP","443","44855","64","0.000634000","1","130.383072000","Not set","Set","5900","443  >  44855 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"570470","130.415253","244.3.160.204","244.3.160.239","TCP","44855","443","64","0.000351000","2","130.415253000","Not set","Set","5900","44855  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"578861","132.219666","244.3.160.204","244.3.160.239","TCP","45186","443","64","0.000202000","0","132.219666000","Set","Not set","5948","45186  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"578863","132.219764","244.3.160.239","244.3.160.204","TCP","443","45186","64","0.000043000","0","132.219764000","Set","Set","5948","443  >  45186 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"578865","132.219924","244.3.160.204","244.3.160.239","TCP","45187","8080","64","0.000103000","0","132.219924000","Set","Not set","5949","45187  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"578866","132.220033","244.3.160.239","244.3.160.204","TCP","8080","45187","64","0.000109000","1","132.220033000","Not set","Set","5949","8080  >  45187 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"578867","132.220187","244.3.160.204","244.3.160.239","TCP","45188","80","64","0.000154000","0","132.220187000","Set","Not set","5950","45188  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"578868","132.220281","244.3.160.239","244.3.160.204","TCP","80","45188","64","0.000094000","0","132.220281000","Set","Set","5950","80  >  45188 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"579573","132.317079","244.3.160.204","244.3.160.239","TCP","45186","443","64","0.000067000","1","132.317079000","Not set","Set","5948","45186  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"579574","132.317204","244.3.160.204","244.3.160.239","TCP","45186","443","64","0.000125000","1","132.317204000","Not set","Set","5948","45186  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"579575","132.317295","244.3.160.239","244.3.160.204","TCP","443","45186","64","0.000091000","1","132.317295000","Not set","Set","5948","443  >  45186 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"579579","132.318630","244.3.160.204","244.3.160.239","TCP","45188","80","64","0.000530000","1","132.318630000","Not set","Set","5950","45188  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"579580","132.318808","244.3.160.204","244.3.160.239","TCP","45188","80","64","0.000178000","1","132.318808000","Not set","Set","5950","45188  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"579581","132.318881","244.3.160.239","244.3.160.204","TCP","80","45188","64","0.000073000","1","132.318881000","Not set","Set","5950","80  >  45188 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"579582","132.319291","244.3.160.239","244.3.160.204","TCP","80","45188","64","0.000410000","1","132.319291000","Not set","Set","5950","80  >  45188 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"579602","132.323174","244.3.160.239","244.3.160.204","TCP","443","45186","64","0.000092000","1","132.323174000","Not set","Set","5948","443  >  45186 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"579880","132.383005","244.3.160.204","244.3.160.239","TCP","45188","80","64","0.000045000","2","132.383005000","Not set","Set","5950","45188  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"579890","132.386317","244.3.160.204","244.3.160.239","TCP","45186","443","64","0.000020000","2","132.386317000","Not set","Set","5948","45186  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"590192","134.220310","244.3.160.204","244.3.160.239","TCP","45525","443","64","0.000212000","0","134.220310000","Set","Not set","6024","45525  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"590195","134.220421","244.3.160.239","244.3.160.204","TCP","443","45525","64","0.000003000","0","134.220421000","Set","Set","6024","443  >  45525 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"590196","134.220554","244.3.160.204","244.3.160.239","TCP","45526","8080","64","0.000133000","0","134.220554000","Set","Not set","6025","45526  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"590200","134.220645","244.3.160.239","244.3.160.204","TCP","8080","45526","64","0.000005000","1","134.220645000","Not set","Set","6025","8080  >  45526 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"590202","134.220841","244.3.160.204","244.3.160.239","TCP","45527","80","64","0.000181000","0","134.220841000","Set","Not set","6026","45527  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"590203","134.220937","244.3.160.239","244.3.160.204","TCP","80","45527","64","0.000096000","0","134.220937000","Set","Set","6026","80  >  45527 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"590543","134.314154","244.3.160.204","244.3.160.239","TCP","45525","443","64","0.001453000","1","134.314154000","Not set","Set","6024","45525  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"590544","134.314284","244.3.160.204","244.3.160.239","TCP","45525","443","64","0.000130000","1","134.314284000","Not set","Set","6024","45525  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
