"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"1183","0.194458","244.3.160.204","244.3.160.239","TCP","23132","443","64","0.000201000","0","0.194458000","Set","Not set","79","23132  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"1184","0.194567","244.3.160.239","244.3.160.204","TCP","443","23132","64","0.000109000","0","0.194567000","Set","Set","79","443  >  23132 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"1185","0.194768","244.3.160.204","244.3.160.239","TCP","23133","8080","64","0.000201000","0","0.194768000","Set","Not set","80","23133  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"1188","0.194821","244.3.160.239","244.3.160.204","TCP","8080","23133","64","0.000044000","1","0.194821000","Not set","Set","80","8080  >  23133 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1196","0.195025","244.3.160.204","244.3.160.239","TCP","23134","80","64","0.000004000","0","0.195025000","Set","Not set","83","23134  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"1207","0.195125","244.3.160.239","244.3.160.204","TCP","80","23134","64","0.000004000","0","0.195125000","Set","Set","83","80  >  23134 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"1708","0.292833","244.3.160.204","244.3.160.239","TCP","23132","443","64","0.001148000","1","0.292833000","Not set","Set","79","23132  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1710","0.292986","244.3.160.204","244.3.160.239","TCP","23132","443","64","0.000047000","1","0.292986000","Not set","Set","79","23132  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1711","0.293060","244.3.160.239","244.3.160.204","TCP","443","23132","64","0.000074000","1","0.293060000","Not set","Set","79","443  >  23132 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1727","0.294539","244.3.160.204","244.3.160.239","TCP","23134","80","64","0.000004000","1","0.294539000","Not set","Set","83","23134  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1729","0.294645","244.3.160.204","244.3.160.239","TCP","23134","80","64","0.000088000","1","0.294645000","Not set","Set","83","23134  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1731","0.294735","244.3.160.239","244.3.160.204","TCP","80","23134","64","0.000004000","1","0.294735000","Not set","Set","83","80  >  23134 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1748","0.296723","244.3.160.239","244.3.160.204","TCP","80","23134","64","0.000132000","1","0.296723000","Not set","Set","83","80  >  23134 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"2142","0.366914","244.3.160.204","244.3.160.239","TCP","23134","80","64","0.000005000","2","0.366914000","Not set","Set","83","23134  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"2213","0.374636","244.3.160.239","244.3.160.204","TCP","443","23132","64","0.000531000","1","0.374636000","Not set","Set","79","443  >  23132 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"2425","0.410391","244.3.160.204","244.3.160.239","TCP","23132","443","64","0.000197000","2","0.410391000","Not set","Set","79","23132  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"12302","2.194365","244.3.160.204","244.3.160.239","TCP","23463","443","64","0.000195000","0","2.194365000","Set","Not set","307","23463  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12303","2.194486","244.3.160.239","244.3.160.204","TCP","443","23463","64","0.000121000","0","2.194486000","Set","Set","307","443  >  23463 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"12304","2.194616","244.3.160.204","244.3.160.239","TCP","23464","8080","64","0.000130000","0","2.194616000","Set","Not set","308","23464  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12305","2.194687","244.3.160.239","244.3.160.204","TCP","8080","23464","64","0.000071000","1","2.194687000","Not set","Set","308","8080  >  23464 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12306","2.194910","244.3.160.204","244.3.160.239","TCP","23465","80","64","0.000223000","0","2.194910000","Set","Not set","309","23465  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12308","2.194991","244.3.160.239","244.3.160.204","TCP","80","23465","64","0.000077000","0","2.194991000","Set","Set","309","80  >  23465 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"12739","2.297381","244.3.160.204","244.3.160.239","TCP","23463","443","64","0.000123000","1","2.297381000","Not set","Set","307","23463  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12740","2.297515","244.3.160.204","244.3.160.239","TCP","23463","443","64","0.000134000","1","2.297515000","Not set","Set","307","23463  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12741","2.297592","244.3.160.239","244.3.160.204","TCP","443","23463","64","0.000077000","1","2.297592000","Not set","Set","307","443  >  23463 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12751","2.298862","244.3.160.204","244.3.160.239","TCP","23465","80","64","0.000047000","1","2.298862000","Not set","Set","309","23465  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12754","2.299030","244.3.160.204","244.3.160.239","TCP","23465","80","64","0.000004000","1","2.299030000","Not set","Set","309","23465  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12756","2.299104","244.3.160.239","244.3.160.204","TCP","80","23465","64","0.000024000","1","2.299104000","Not set","Set","309","80  >  23465 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12757","2.299623","244.3.160.239","244.3.160.204","TCP","80","23465","64","0.000519000","1","2.299623000","Not set","Set","309","80  >  23465 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12996","2.354606","244.3.160.239","244.3.160.204","TCP","443","23463","64","0.000042000","1","2.354606000","Not set","Set","307","443  >  23463 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"13073","2.371528","244.3.160.204","244.3.160.239","TCP","23465","80","64","0.000035000","2","2.371528000","Not set","Set","309","23465  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"13211","2.408191","244.3.160.204","244.3.160.239","TCP","23463","443","64","0.000734000","2","2.408191000","Not set","Set","307","23463  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"21215","4.194636","244.3.160.204","244.3.160.239","TCP","23802","443","64","0.000093000","0","4.194636000","Set","Not set","440","23802  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21216","4.194736","244.3.160.239","244.3.160.204","TCP","443","23802","64","0.000100000","0","4.194736000","Set","Set","440","443  >  23802 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"21217","4.194908","244.3.160.204","244.3.160.239","TCP","23803","8080","64","0.000172000","0","4.194908000","Set","Not set","441","23803  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21218","4.195043","244.3.160.239","244.3.160.204","TCP","8080","23803","64","0.000135000","1","4.195043000","Not set","Set","441","8080  >  23803 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"21219","4.195205","244.3.160.204","244.3.160.239","TCP","23804","80","64","0.000162000","0","4.195205000","Set","Not set","442","23804  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21220","4.195307","244.3.160.239","244.3.160.204","TCP","80","23804","64","0.000102000","0","4.195307000","Set","Set","442","80  >  23804 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"21878","4.295084","244.3.160.204","244.3.160.239","TCP","23802","443","64","0.000233000","1","4.295084000","Not set","Set","440","23802  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21879","4.295239","244.3.160.204","244.3.160.239","TCP","23802","443","64","0.000155000","1","4.295239000","Not set","Set","440","23802  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21880","4.295361","244.3.160.239","244.3.160.204","TCP","443","23802","64","0.000122000","1","4.295361000","Not set","Set","440","443  >  23802 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21885","4.296713","244.3.160.204","244.3.160.239","TCP","23804","80","64","0.000038000","1","4.296713000","Not set","Set","442","23804  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21887","4.296839","244.3.160.204","244.3.160.239","TCP","23804","80","64","0.000067000","1","4.296839000","Not set","Set","442","23804  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21889","4.296937","244.3.160.239","244.3.160.204","TCP","80","23804","64","0.000025000","1","4.296937000","Not set","Set","442","80  >  23804 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21898","4.297401","244.3.160.239","244.3.160.204","TCP","80","23804","64","0.000005000","1","4.297401000","Not set","Set","442","80  >  23804 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"22012","4.314596","244.3.160.239","244.3.160.204","TCP","443","23802","64","0.000047000","1","4.314596000","Not set","Set","440","443  >  23802 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"22352","4.368749","244.3.160.204","244.3.160.239","TCP","23804","80","64","0.000425000","2","4.368749000","Not set","Set","442","23804  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"22454","4.383783","244.3.160.204","244.3.160.239","TCP","23802","443","64","0.000085000","2","4.383783000","Not set","Set","440","23802  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"31233","6.196338","244.3.160.204","244.3.160.239","TCP","24133","443","64","0.000254000","0","6.196338000","Set","Not set","633","24133  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31234","6.196440","244.3.160.239","244.3.160.204","TCP","443","24133","64","0.000102000","0","6.196440000","Set","Set","633","443  >  24133 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"31235","6.196586","244.3.160.204","244.3.160.239","TCP","24134","8080","64","0.000146000","0","6.196586000","Set","Not set","634","24134  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31236","6.196653","244.3.160.239","244.3.160.204","TCP","8080","24134","64","0.000067000","1","6.196653000","Not set","Set","634","8080  >  24134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31237","6.196858","244.3.160.204","244.3.160.239","TCP","24135","80","64","0.000205000","0","6.196858000","Set","Not set","635","24135  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31238","6.196953","244.3.160.239","244.3.160.204","TCP","80","24135","64","0.000095000","0","6.196953000","Set","Set","635","80  >  24135 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"31472","6.296719","244.3.160.204","244.3.160.239","TCP","24133","443","64","0.000692000","1","6.296719000","Not set","Set","633","24133  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31473","6.296853","244.3.160.204","244.3.160.239","TCP","24133","443","64","0.000134000","1","6.296853000","Not set","Set","633","24133  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31474","6.296975","244.3.160.239","244.3.160.204","TCP","443","24133","64","0.000122000","1","6.296975000","Not set","Set","633","443  >  24133 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31479","6.298237","244.3.160.204","244.3.160.239","TCP","24135","80","64","0.000604000","1","6.298237000","Not set","Set","635","24135  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31480","6.298365","244.3.160.204","244.3.160.239","TCP","24135","80","64","0.000128000","1","6.298365000","Not set","Set","635","24135  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31481","6.298445","244.3.160.239","244.3.160.204","TCP","80","24135","64","0.000080000","1","6.298445000","Not set","Set","635","80  >  24135 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31484","6.298717","244.3.160.239","244.3.160.204","TCP","80","24135","64","0.000035000","1","6.298717000","Not set","Set","635","80  >  24135 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31621","6.366024","244.3.160.204","244.3.160.239","TCP","24135","80","64","0.001577000","2","6.366024000","Not set","Set","635","24135  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"31738","6.404593","244.3.160.239","244.3.160.204","TCP","443","24133","64","0.000069000","1","6.404593000","Not set","Set","633","443  >  24133 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31753","6.412155","244.3.160.204","244.3.160.239","TCP","24133","443","64","0.001556000","2","6.412155000","Not set","Set","633","24133  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"40066","8.196081","244.3.160.204","244.3.160.239","TCP","24467","443","64","0.000202000","0","8.196081000","Set","Not set","741","24467  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40067","8.196179","244.3.160.239","244.3.160.204","TCP","443","24467","64","0.000098000","0","8.196179000","Set","Set","741","443  >  24467 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"40073","8.196396","244.3.160.204","244.3.160.239","TCP","24468","8080","64","0.000005000","0","8.196396000","Set","Not set","742","24468  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40079","8.196650","244.3.160.204","244.3.160.239","TCP","24469","80","64","0.000027000","0","8.196650000","Set","Not set","743","24469  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40084","8.196894","244.3.160.239","244.3.160.204","TCP","8080","24468","64","0.000119000","1","8.196894000","Not set","Set","742","8080  >  24468 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"40090","8.197214","244.3.160.239","244.3.160.204","TCP","80","24469","64","0.000052000","0","8.197214000","Set","Set","743","80  >  24469 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"40711","8.298122","244.3.160.204","244.3.160.239","TCP","24467","443","64","0.000254000","1","8.298122000","Not set","Set","741","24467  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40712","8.298258","244.3.160.204","244.3.160.239","TCP","24467","443","64","0.000136000","1","8.298258000","Not set","Set","741","24467  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40715","8.298335","244.3.160.239","244.3.160.204","TCP","443","24467","64","0.000005000","1","8.298335000","Not set","Set","741","443  >  24467 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40721","8.299725","244.3.160.204","244.3.160.239","TCP","24469","80","64","0.000383000","1","8.299725000","Not set","Set","743","24469  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40722","8.299870","244.3.160.204","244.3.160.239","TCP","24469","80","64","0.000145000","1","8.299870000","Not set","Set","743","24469  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40723","8.299944","244.3.160.239","244.3.160.204","TCP","80","24469","64","0.000074000","1","8.299944000","Not set","Set","743","80  >  24469 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40724","8.300370","244.3.160.239","244.3.160.204","TCP","80","24469","64","0.000426000","1","8.300370000","Not set","Set","743","80  >  24469 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"41049","8.370569","244.3.160.204","244.3.160.239","TCP","24469","80","64","0.000005000","2","8.370569000","Not set","Set","743","24469  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"41098","8.384482","244.3.160.239","244.3.160.204","TCP","443","24467","64","0.000615000","1","8.384482000","Not set","Set","741","443  >  24467 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"41285","8.417217","244.3.160.204","244.3.160.239","TCP","24467","443","64","0.000116000","2","8.417217000","Not set","Set","741","24467  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"50490","10.195855","244.3.160.204","244.3.160.239","TCP","24803","443","64","0.000211000","0","10.195855000","Set","Not set","830","24803  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50491","10.195953","244.3.160.239","244.3.160.204","TCP","443","24803","64","0.000098000","0","10.195953000","Set","Set","830","443  >  24803 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50492","10.196109","244.3.160.204","244.3.160.239","TCP","24804","8080","64","0.000156000","0","10.196109000","Set","Not set","831","24804  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50493","10.196183","244.3.160.239","244.3.160.204","TCP","8080","24804","64","0.000074000","1","10.196183000","Not set","Set","831","8080  >  24804 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50494","10.196364","244.3.160.204","244.3.160.239","TCP","24805","80","64","0.000181000","0","10.196364000","Set","Not set","832","24805  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50497","10.196461","244.3.160.239","244.3.160.204","TCP","80","24805","64","0.000031000","0","10.196461000","Set","Set","832","80  >  24805 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50977","10.293590","244.3.160.204","244.3.160.239","TCP","24803","443","64","0.001719000","1","10.293590000","Not set","Set","830","24803  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50978","10.293727","244.3.160.204","244.3.160.239","TCP","24803","443","64","0.000137000","1","10.293727000","Not set","Set","830","24803  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50979","10.293796","244.3.160.239","244.3.160.204","TCP","443","24803","64","0.000069000","1","10.293796000","Not set","Set","830","443  >  24803 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50982","10.295300","244.3.160.204","244.3.160.239","TCP","24805","80","64","0.000777000","1","10.295300000","Not set","Set","832","24805  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50983","10.295431","244.3.160.204","244.3.160.239","TCP","24805","80","64","0.000131000","1","10.295431000","Not set","Set","832","24805  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50984","10.295529","244.3.160.239","244.3.160.204","TCP","80","24805","64","0.000098000","1","10.295529000","Not set","Set","832","80  >  24805 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50985","10.295978","244.3.160.239","244.3.160.204","TCP","80","24805","64","0.000449000","1","10.295978000","Not set","Set","832","80  >  24805 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"51147","10.334526","244.3.160.239","244.3.160.204","TCP","443","24803","64","0.000191000","1","10.334526000","Not set","Set","830","443  >  24803 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"51281","10.364388","244.3.160.204","244.3.160.239","TCP","24805","80","64","0.000988000","2","10.364388000","Not set","Set","832","24805  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"51354","10.394703","244.3.160.204","244.3.160.239","TCP","24803","443","64","0.000061000","2","10.394703000","Not set","Set","830","24803  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"61591","12.196549","244.3.160.204","244.3.160.239","TCP","25134","443","64","0.000183000","0","12.196549000","Set","Not set","913","25134  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"61592","12.196647","244.3.160.239","244.3.160.204","TCP","443","25134","64","0.000098000","0","12.196647000","Set","Set","913","443  >  25134 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"61594","12.196828","244.3.160.204","244.3.160.239","TCP","25135","8080","64","0.000103000","0","12.196828000","Set","Not set","914","25135  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"61596","12.196902","244.3.160.239","244.3.160.204","TCP","8080","25135","64","0.000027000","1","12.196902000","Not set","Set","914","8080  >  25135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"61597","12.197095","244.3.160.204","244.3.160.239","TCP","25136","80","64","0.000193000","0","12.197095000","Set","Not set","915","25136  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"61598","12.197192","244.3.160.239","244.3.160.204","TCP","80","25136","64","0.000097000","0","12.197192000","Set","Set","915","80  >  25136 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"62307","12.297746","244.3.160.204","244.3.160.239","TCP","25134","443","64","0.000236000","1","12.297746000","Not set","Set","913","25134  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"62309","12.297918","244.3.160.204","244.3.160.239","TCP","25134","443","64","0.000005000","1","12.297918000","Not set","Set","913","25134  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"62310","12.297974","244.3.160.239","244.3.160.204","TCP","443","25134","64","0.000056000","1","12.297974000","Not set","Set","913","443  >  25134 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"62329","12.299500","244.3.160.204","244.3.160.239","TCP","25136","80","64","0.000198000","1","12.299500000","Not set","Set","915","25136  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"62330","12.299639","244.3.160.204","244.3.160.239","TCP","25136","80","64","0.000139000","1","12.299639000","Not set","Set","915","25136  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"62331","12.299727","244.3.160.239","244.3.160.204","TCP","80","25136","64","0.000088000","1","12.299727000","Not set","Set","915","80  >  25136 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"62333","12.300147","244.3.160.239","244.3.160.204","TCP","80","25136","64","0.000062000","1","12.300147000","Not set","Set","915","80  >  25136 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"62640","12.372367","244.3.160.204","244.3.160.239","TCP","25136","80","64","0.001701000","2","12.372367000","Not set","Set","915","25136  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"62655","12.384446","244.3.160.239","244.3.160.204","TCP","443","25134","64","0.000004000","1","12.384446000","Not set","Set","913","443  >  25134 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"62703","12.420423","244.3.160.204","244.3.160.239","TCP","25134","443","64","0.001911000","2","12.420423000","Not set","Set","913","25134  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"69578","14.196353","244.3.160.204","244.3.160.239","TCP","25473","443","64","0.000233000","0","14.196353000","Set","Not set","976","25473  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"69579","14.196454","244.3.160.239","244.3.160.204","TCP","443","25473","64","0.000101000","0","14.196454000","Set","Set","976","443  >  25473 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"69580","14.196587","244.3.160.204","244.3.160.239","TCP","25474","8080","64","0.000133000","0","14.196587000","Set","Not set","977","25474  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"69581","14.196658","244.3.160.239","244.3.160.204","TCP","8080","25474","64","0.000071000","1","14.196658000","Not set","Set","977","8080  >  25474 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"69582","14.196866","244.3.160.204","244.3.160.239","TCP","25475","80","64","0.000208000","0","14.196866000","Set","Not set","978","25475  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"69583","14.196963","244.3.160.239","244.3.160.204","TCP","80","25475","64","0.000097000","0","14.196963000","Set","Set","978","80  >  25475 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"69982","14.295475","244.3.160.204","244.3.160.239","TCP","25473","443","64","0.002288000","1","14.295475000","Not set","Set","976","25473  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"69983","14.295602","244.3.160.204","244.3.160.239","TCP","25473","443","64","0.000127000","1","14.295602000","Not set","Set","976","25473  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"69984","14.295704","244.3.160.239","244.3.160.204","TCP","443","25473","64","0.000102000","1","14.295704000","Not set","Set","976","443  >  25473 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"69985","14.297012","244.3.160.204","244.3.160.239","TCP","25475","80","64","0.001308000","1","14.297012000","Not set","Set","978","25475  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"69986","14.297143","244.3.160.204","244.3.160.239","TCP","25475","80","64","0.000131000","1","14.297143000","Not set","Set","978","25475  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"69987","14.297228","244.3.160.239","244.3.160.204","TCP","80","25475","64","0.000085000","1","14.297228000","Not set","Set","978","80  >  25475 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"69988","14.297504","244.3.160.239","244.3.160.204","TCP","80","25475","64","0.000276000","1","14.297504000","Not set","Set","978","80  >  25475 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"70093","14.324470","244.3.160.239","244.3.160.204","TCP","443","25473","64","0.003273000","1","14.324470000","Not set","Set","976","443  >  25473 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"70246","14.364886","244.3.160.204","244.3.160.239","TCP","25475","80","64","0.000208000","2","14.364886000","Not set","Set","978","25475  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"70329","14.389480","244.3.160.204","244.3.160.239","TCP","25473","443","64","0.000005000","2","14.389480000","Not set","Set","976","25473  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"75963","16.197597","244.3.160.204","244.3.160.239","TCP","25804","443","64","0.000266000","0","16.197597000","Set","Not set","1050","25804  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"75965","16.197694","244.3.160.239","244.3.160.204","TCP","443","25804","64","0.000049000","0","16.197694000","Set","Set","1050","443  >  25804 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"75967","16.197795","244.3.160.204","244.3.160.239","TCP","25805","8080","64","0.000069000","0","16.197795000","Set","Not set","1051","25805  >  8080 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"75968","16.197880","244.3.160.239","244.3.160.204","TCP","8080","25805","64","0.000085000","1","16.197880000","Not set","Set","1051","8080  >  25805 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"75971","16.198078","244.3.160.204","244.3.160.239","TCP","25806","80","64","0.000022000","0","16.198078000","Set","Not set","1052","25806  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"75972","16.198171","244.3.160.239","244.3.160.204","TCP","80","25806","64","0.000093000","0","16.198171000","Set","Set","1052","80  >  25806 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"76179","16.297747","244.3.160.204","244.3.160.239","TCP","25804","443","64","0.000004000","1","16.297747000","Not set","Set","1050","25804  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"76182","16.297856","244.3.160.204","244.3.160.239","TCP","25804","443","64","0.000004000","1","16.297856000","Not set","Set","1050","25804  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"76186","16.298124","244.3.160.239","244.3.160.204","TCP","443","25804","64","0.000005000","1","16.298124000","Not set","Set","1050","443  >  25804 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"76187","16.299397","244.3.160.204","244.3.160.239","TCP","25806","80","64","0.001273000","1","16.299397000","Not set","Set","1052","25806  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"76188","16.299531","244.3.160.204","244.3.160.239","TCP","25806","80","64","0.000134000","1","16.299531000","Not set","Set","1052","25806  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"76189","16.299635","244.3.160.239","244.3.160.204","TCP","80","25806","64","0.000104000","1","16.299635000","Not set","Set","1052","80  >  25806 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"76190","16.300069","244.3.160.239","244.3.160.204","TCP","80","25806","64","0.000434000","1","16.300069000","Not set","Set","1052","80  >  25806 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"76317","16.369933","244.3.160.204","244.3.160.239","TCP","25806","80","64","0.000416000","2","16.369933000","Not set","Set","1052","25806  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
