sequenceNumber,medianEstRtt,startTime
124,0.011863969,82.207694
125,7.00E-05,82.207967
126,0.012017711,82.208214
127,0.011798641,84.20797
128,6.60E-05,84.208205
129,0.011911234,84.208464
130,0.011429604,86.209354
131,7.60E-05,86.20959
132,0.011885453,86.209865
133,0.012003797,88.20889
134,6.80E-05,88.209161
135,0.012140109,88.209421
136,0.011649086,90.209222
137,8.60E-05,90.209484
138,0.011795297,90.209742
139,0.011938016,92.209141
140,7.20E-05,92.209428
141,0.012069609,92.209695
142,0.011178581,94.210007
143,7.20E-05,94.210265
144,0.011771289,94.210557
145,0.011785328,96.21022
146,6.80E-05,96.210477
147,0.011922453,96.210757
148,0.012343797,98.210148
149,7.40E-05,98.210401
150,0.012476852,98.210662
151,0.011912234,100.223984
152,5.60E-05,100.224315
153,0.012075852,100.224626
154,0.010248502,102.217725
155,7.30E-05,102.217936
156,0.011367586,102.218218
157,0.011225789,104.217727
158,5.10E-05,104.217999
159,0.011337641,104.218274
160,0.011484234,106.218563
161,7.20E-05,106.218822
162,0.01160182,106.219085
163,0.011741414,108.218169
164,6.70E-05,108.218394
165,0.011846898,108.218678
166,0.01123482,110.218217
167,0.000111,110.218427
168,0.011200016,110.21868
169,0.011393781,112.218423
170,7.00E-05,112.218667
171,0.011517883,112.218958
172,0.011324594,114.21875
173,6.90E-05,114.218995
174,0.011495297,114.219258
175,0.011549563,116.219234
176,7.80E-05,116.219493
177,0.011679328,116.219741
178,0.010825413,118.218709
179,6.60E-05,118.218967
180,0.011870008,118.21922
181,0.011235375,120.219164
182,0.000444,120.219428
183,0.011453367,120.219706
184,0.011389477,122.219133
185,8.10E-05,122.219394
186,0.011546547,122.21969
187,0.010820616,124.21939
188,6.70E-05,124.219649
189,0.011481711,124.219933
190,0.011391625,126.220249
191,7.20E-05,126.220446
192,0.01152575,126.220717
193,0.011656859,128.220246
194,7.00E-05,128.220519
195,0.011786031,128.220775
196,0.011183305,130.220194
197,6.10E-05,130.220484
198,0.011329781,130.220729
199,0.01149018,132.219666
200,0.000109,132.219924
201,0.011606945,132.220187
202,0.010831834,134.22031
203,9.10E-05,134.220554
204,0.01127493,134.220841
205,0.011439164,136.220918
206,7.00E-05,136.221177
207,0.011557617,136.221433
208,0.010802851,138.220493
209,7.20E-05,138.22075
210,0.011758531,138.22104
211,0.011278578,140.221045
212,6.90E-05,140.221344
213,0.01142925,140.221609
214,0.011408383,142.221608
215,7.10E-05,142.221873
216,0.011564633,142.222137
217,0.011274094,144.220636
218,7.10E-05,144.220898
219,0.0114035,144.221163
220,0.011499789,146.221729
221,7.20E-05,146.221993
222,0.011625727,146.222265
223,0.01170532,148.221464
224,6.90E-05,148.221724
225,0.011829,148.22202
226,0.011129664,150.221293
227,7.20E-05,150.22153
228,0.011246211,150.221787
229,0.011328172,152.221931
230,7.10E-05,152.222228
231,0.011494188,152.222504
232,0.01121818,154.221783
233,7.30E-05,154.222118
234,0.011381461,154.222324
235,0.011494492,156.222623
236,7.20E-05,156.222905
237,0.01159882,156.223164
238,0.01165693,158.221751
239,6.10E-05,158.222045
240,0.01176475,158.22236
241,0.010851189,160.222422
242,7.30E-05,160.222672
243,0.011307648,160.222985
244,0.011398648,162.222416
245,7.40E-05,162.222678
246,0.011561023,162.222956
247,0.011456078,164.222854
248,7.00E-05,164.223162
249,0.011571812,164.223404
250,0.011433297,166.223161
251,7.30E-05,166.223448
252,0.011569242,166.22373
253,0.015486094,168.222974
254,7.30E-05,168.223225
255,0.015609078,168.22352
256,0.022675563,170.223715
257,6.90E-05,170.223956
258,0.023218008,170.224212
259,0.010343104,172.224253
260,7.20E-05,172.224514
261,0.011717047,172.224796
262,0.013796359,174.224442
263,7.10E-05,174.224687
264,0.013959281,174.224965
265,0.010574382,176.224787
266,6.90E-05,176.225053
267,0.011462141,176.225409
268,0.011608148,178.224771
269,7.10E-05,178.225027
270,0.011732594,178.225351
271,0.01075278,180.224916
272,7.60E-05,180.225202
273,0.011471102,180.225505
274,0.011305891,182.224929
275,7.00E-05,182.225204
276,0.011440273,182.225513
277,0.010959336,184.225322
278,7.50E-05,184.225605
279,0.011408148,184.225898
280,0.011393578,186.226035
281,7.30E-05,186.226299
282,0.011528414,186.226542
283,0.011648605,188.225688
284,6.90E-05,188.225946
285,0.011811602,188.226243
286,0.011058984,190.225703
287,7.20E-05,190.22584
288,0.011209883,190.226154
289,0.011093032,192.225855
290,6.90E-05,192.226106
291,0.011555039,192.226399
292,0.01129832,194.226222
293,7.00E-05,194.226501
294,0.011407344,194.226771
295,0.011543891,196.226787
296,7.50E-05,196.227067
297,0.011675055,196.22731
298,0.011935703,198.226427
299,6.90E-05,198.226683
300,0.012055297,198.226974
301,0.011600508,200.226977
302,7.00E-05,200.227208
303,0.011739125,200.227453
304,0.011821063,202.226957
305,7.60E-05,202.227234
306,0.011976336,202.227489
307,0.01185318,204.227678
308,6.60E-05,204.227954
309,0.011984984,204.228195
310,0.01184532,206.228787
311,6.90E-05,206.22901
312,0.011983273,206.229243
313,0.012083688,208.227727
314,6.70E-05,208.228038
315,0.012186688,208.228251
316,0.011659063,210.228713
317,7.00E-05,210.229033
318,0.011796414,210.229226
319,0.011997492,212.229115
320,6.90E-05,212.229437
321,0.012146336,212.229633
322,0.011710266,214.22948
323,6.80E-05,214.229737
324,0.011841414,214.230064
325,0.011529809,216.229843
326,6.40E-05,216.230126
327,0.01195382,216.230397
328,0.011988539,218.229644
329,6.30E-05,218.22991
330,0.012126695,218.230172
331,0.01177682,220.230766
332,7.10E-05,220.230987
333,0.011887203,220.231365
334,0.011830031,222.230453
335,7.20E-05,222.230714
336,0.011955344,222.231008
337,0.011788836,224.231563
338,7.90E-05,224.23182
339,0.01189325,224.232144
340,0.011784898,226.232025
341,6.80E-05,226.232317
342,0.01190343,226.232577
343,0.012204164,228.231493
344,7.00E-05,228.23179
345,0.012340273,228.232063
346,0.011682969,230.232512
347,5.90E-05,230.232793
348,0.011796,230.233041
349,0.011682362,232.232432
350,7.10E-05,232.232721
351,0.012087125,232.232983
352,0.01179357,234.232153
353,7.00E-05,234.232373
354,0.011910898,234.232632
