"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"1181","0.194192","244.3.160.204","244.3.160.254","TCP","23131","4001","64","0.000005000","0","0.194192000","Set","Not set","78","23131  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"1182","0.194257","244.3.160.254","244.3.160.204","TCP","4001","23131","64","0.000065000","1","0.194257000","Not set","Set","78","4001  >  23131 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1680","0.287805","244.3.160.204","244.3.160.254","TCP","23126","443","64","0.000005000","1","0.287805000","Not set","Set","73","23126  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1682","0.287943","244.3.160.204","244.3.160.254","TCP","23126","443","64","0.000005000","1","0.287943000","Not set","Set","73","23126  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1683","0.288016","244.3.160.254","244.3.160.204","TCP","443","23126","64","0.000073000","1","0.288016000","Not set","Set","73","443  >  23126 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1684","0.288857","244.3.160.204","244.3.160.254","TCP","23127","80","64","0.000841000","1","0.288857000","Not set","Set","74","23127  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1685","0.288896","244.3.160.254","244.3.160.204","TCP","443","23126","64","0.000039000","1","0.288896000","Not set","Set","73","443  >  23126 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1686","0.289004","244.3.160.204","244.3.160.254","TCP","23127","80","64","0.000108000","1","0.289004000","Not set","Set","74","23127  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1688","0.289155","244.3.160.254","244.3.160.204","TCP","80","23127","64","0.000086000","1","0.289155000","Not set","Set","74","80  >  23127 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1692","0.289360","244.3.160.254","244.3.160.204","TCP","80","23127","64","0.000064000","1","0.289360000","Not set","Set","74","80  >  23127 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1698","0.290974","244.3.160.204","244.3.160.254","TCP","23130","4000","64","0.000058000","1","0.290974000","Not set","Set","77","23130  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1702","0.291112","244.3.160.204","244.3.160.254","TCP","23130","4000","64","0.000005000","1","0.291112000","Not set","Set","77","23130  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"1703","0.291198","244.3.160.254","244.3.160.204","TCP","4000","23130","64","0.000086000","1","0.291198000","Not set","Set","77","4000  >  23130 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"1705","0.291445","244.3.160.254","244.3.160.204","TCP","4000","23130","64","0.000196000","1","0.291445000","Not set","Set","77","4000  >  23130 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"2075","0.359953","244.3.160.204","244.3.160.254","TCP","23126","443","64","0.000005000","2","0.359953000","Not set","Set","73","23126  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"2088","0.360559","244.3.160.204","244.3.160.254","TCP","23127","80","64","0.000054000","2","0.360559000","Not set","Set","74","23127  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"2121","0.362147","244.3.160.204","244.3.160.254","TCP","23130","4000","64","0.000065000","2","0.362147000","Not set","Set","77","23130  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"12288","2.192765","244.3.160.204","244.3.160.254","TCP","23457","4002","64","0.000005000","0","2.192765000","Set","Not set","301","23457  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12289","2.192829","244.3.160.254","244.3.160.204","TCP","4002","23457","64","0.000064000","1","2.192829000","Not set","Set","301","4002  >  23457 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12292","2.193050","244.3.160.204","244.3.160.254","TCP","23458","2048","64","0.000152000","0","2.193050000","Set","Not set","302","23458  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12293","2.193120","244.3.160.254","244.3.160.204","TCP","2048","23458","64","0.000070000","1","2.193120000","Not set","Set","302","2048  >  23458 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12294","2.193293","244.3.160.204","244.3.160.254","TCP","23459","443","64","0.000173000","0","2.193293000","Set","Not set","303","23459  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12295","2.193388","244.3.160.254","244.3.160.204","TCP","443","23459","64","0.000095000","0","2.193388000","Set","Set","303","443  >  23459 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"12296","2.193552","244.3.160.204","244.3.160.254","TCP","23460","80","64","0.000164000","0","2.193552000","Set","Not set","304","23460  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12297","2.193651","244.3.160.254","244.3.160.204","TCP","80","23460","64","0.000099000","0","2.193651000","Set","Set","304","80  >  23460 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"12298","2.193811","244.3.160.204","244.3.160.254","TCP","23461","2784","64","0.000160000","0","2.193811000","Set","Not set","305","23461  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12299","2.193881","244.3.160.254","244.3.160.204","TCP","2784","23461","64","0.000070000","1","2.193881000","Not set","Set","305","2784  >  23461 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12300","2.194102","244.3.160.204","244.3.160.254","TCP","23462","2785","64","0.000221000","0","2.194102000","Set","Not set","306","23462  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"12301","2.194170","244.3.160.254","244.3.160.204","TCP","2785","23462","64","0.000068000","1","2.194170000","Not set","Set","306","2785  >  23462 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12718","2.294114","244.3.160.204","244.3.160.254","TCP","23459","443","64","0.000045000","1","2.294114000","Not set","Set","303","23459  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12722","2.294252","244.3.160.204","244.3.160.254","TCP","23459","443","64","0.000028000","1","2.294252000","Not set","Set","303","23459  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12724","2.294367","244.3.160.254","244.3.160.204","TCP","443","23459","64","0.000020000","1","2.294367000","Not set","Set","303","443  >  23459 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12731","2.295313","244.3.160.204","244.3.160.254","TCP","23460","80","64","0.000141000","1","2.295313000","Not set","Set","304","23460  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12732","2.295451","244.3.160.204","244.3.160.254","TCP","23460","80","64","0.000138000","1","2.295451000","Not set","Set","304","23460  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"12733","2.295531","244.3.160.254","244.3.160.204","TCP","80","23460","64","0.000080000","1","2.295531000","Not set","Set","304","80  >  23460 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12738","2.297258","244.3.160.254","244.3.160.204","TCP","80","23460","64","0.000314000","1","2.297258000","Not set","Set","304","80  >  23460 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"12758","2.300428","244.3.160.254","244.3.160.204","TCP","443","23459","64","0.000805000","1","2.300428000","Not set","Set","303","443  >  23459 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"13069","2.369793","244.3.160.204","244.3.160.254","TCP","23460","80","64","0.000612000","2","2.369793000","Not set","Set","304","23460  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"13084","2.372849","244.3.160.204","244.3.160.254","TCP","23459","443","64","0.000005000","2","2.372849000","Not set","Set","303","23459  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"21200","4.193032","244.3.160.204","244.3.160.254","TCP","23796","4000","64","0.000140000","0","4.193032000","Set","Not set","433","23796  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21201","4.193135","244.3.160.254","244.3.160.204","TCP","4000","23796","64","0.000103000","0","4.193135000","Set","Set","433","4000  >  23796 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"21202","4.193311","244.3.160.204","244.3.160.254","TCP","23797","4001","64","0.000176000","0","4.193311000","Set","Not set","434","23797  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21204","4.193384","244.3.160.254","244.3.160.204","TCP","4001","23797","64","0.000005000","1","4.193384000","Not set","Set","434","4001  >  23797 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"21205","4.193565","244.3.160.204","244.3.160.254","TCP","23798","4002","64","0.000181000","0","4.193565000","Set","Not set","436","23798  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21206","4.193630","244.3.160.254","244.3.160.204","TCP","4002","23798","64","0.000065000","1","4.193630000","Not set","Set","436","4002  >  23798 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"21208","4.193848","244.3.160.204","244.3.160.254","TCP","23799","2048","64","0.000048000","0","4.193848000","Set","Not set","437","23799  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21209","4.193918","244.3.160.254","244.3.160.204","TCP","2048","23799","64","0.000070000","1","4.193918000","Not set","Set","437","2048  >  23799 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"21211","4.194100","244.3.160.204","244.3.160.254","TCP","23800","443","64","0.000160000","0","4.194100000","Set","Not set","438","23800  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21212","4.194198","244.3.160.254","244.3.160.204","TCP","443","23800","64","0.000098000","0","4.194198000","Set","Set","438","443  >  23800 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"21213","4.194433","244.3.160.204","244.3.160.254","TCP","23801","80","64","0.000235000","0","4.194433000","Set","Not set","439","23801  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"21214","4.194543","244.3.160.254","244.3.160.204","TCP","80","23801","64","0.000110000","0","4.194543000","Set","Set","439","80  >  23801 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"21838","4.289763","244.3.160.204","244.3.160.254","TCP","23796","4000","64","0.000810000","1","4.289763000","Not set","Set","433","23796  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21839","4.289930","244.3.160.204","244.3.160.254","TCP","23796","4000","64","0.000167000","1","4.289930000","Not set","Set","433","23796  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21840","4.290006","244.3.160.254","244.3.160.204","TCP","4000","23796","64","0.000076000","1","4.290006000","Not set","Set","433","4000  >  23796 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21842","4.290194","244.3.160.254","244.3.160.204","TCP","4000","23796","64","0.000102000","1","4.290194000","Not set","Set","433","4000  >  23796 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21853","4.292721","244.3.160.204","244.3.160.254","TCP","23800","443","64","0.000024000","1","4.292721000","Not set","Set","438","23800  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21855","4.292846","244.3.160.204","244.3.160.254","TCP","23800","443","64","0.000022000","1","4.292846000","Not set","Set","438","23800  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21856","4.292926","244.3.160.254","244.3.160.204","TCP","443","23800","64","0.000080000","1","4.292926000","Not set","Set","438","443  >  23800 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21863","4.293758","244.3.160.254","244.3.160.204","TCP","443","23800","64","0.000181000","1","4.293758000","Not set","Set","438","443  >  23800 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21866","4.294004","244.3.160.204","244.3.160.254","TCP","23801","80","64","0.000005000","1","4.294004000","Not set","Set","439","23801  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21869","4.294154","244.3.160.204","244.3.160.254","TCP","23801","80","64","0.000102000","1","4.294154000","Not set","Set","439","23801  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"21870","4.294230","244.3.160.254","244.3.160.204","TCP","80","23801","64","0.000076000","1","4.294230000","Not set","Set","439","80  >  23801 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"21871","4.294393","244.3.160.254","244.3.160.204","TCP","80","23801","64","0.000163000","1","4.294393000","Not set","Set","439","80  >  23801 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"22324","4.362209","244.3.160.204","244.3.160.254","TCP","23796","4000","64","0.000313000","2","4.362209000","Not set","Set","433","23796  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"22341","4.365589","244.3.160.204","244.3.160.254","TCP","23800","443","64","0.000231000","2","4.365589000","Not set","Set","438","23800  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"22344","4.366521","244.3.160.204","244.3.160.254","TCP","23801","80","64","0.000624000","2","4.366521000","Not set","Set","439","23801  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"31221","6.194681","244.3.160.204","244.3.160.254","TCP","24127","2784","64","0.000164000","0","6.194681000","Set","Not set","627","24127  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31222","6.194754","244.3.160.254","244.3.160.204","TCP","2784","24127","64","0.000073000","1","6.194754000","Not set","Set","627","2784  >  24127 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31223","6.194992","244.3.160.204","244.3.160.254","TCP","24128","2785","64","0.000238000","0","6.194992000","Set","Not set","628","24128  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31224","6.195062","244.3.160.254","244.3.160.204","TCP","2785","24128","64","0.000070000","1","6.195062000","Not set","Set","628","2785  >  24128 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31225","6.195250","244.3.160.204","244.3.160.254","TCP","24129","4000","64","0.000188000","0","6.195250000","Set","Not set","629","24129  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31226","6.195347","244.3.160.254","244.3.160.204","TCP","4000","24129","64","0.000097000","0","6.195347000","Set","Set","629","4000  >  24129 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"31227","6.195511","244.3.160.204","244.3.160.254","TCP","24130","4001","64","0.000164000","0","6.195511000","Set","Not set","630","24130  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31228","6.195582","244.3.160.254","244.3.160.204","TCP","4001","24130","64","0.000071000","1","6.195582000","Not set","Set","630","4001  >  24130 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31229","6.195765","244.3.160.204","244.3.160.254","TCP","24131","4002","64","0.000183000","0","6.195765000","Set","Not set","631","24131  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31230","6.195832","244.3.160.254","244.3.160.204","TCP","4002","24131","64","0.000067000","1","6.195832000","Not set","Set","631","4002  >  24131 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31231","6.196018","244.3.160.204","244.3.160.254","TCP","24132","2048","64","0.000186000","0","6.196018000","Set","Not set","632","24132  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"31232","6.196084","244.3.160.254","244.3.160.204","TCP","2048","24132","64","0.000066000","1","6.196084000","Not set","Set","632","2048  >  24132 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31445","6.293672","244.3.160.204","244.3.160.254","TCP","24129","4000","64","0.000183000","1","6.293672000","Not set","Set","629","24129  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31447","6.293805","244.3.160.204","244.3.160.254","TCP","24129","4000","64","0.000039000","1","6.293805000","Not set","Set","629","24129  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"31451","6.293921","244.3.160.254","244.3.160.204","TCP","4000","24129","64","0.000049000","1","6.293921000","Not set","Set","629","4000  >  24129 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31460","6.294155","244.3.160.254","244.3.160.204","TCP","4000","24129","64","0.000102000","1","6.294155000","Not set","Set","629","4000  >  24129 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"31619","6.363487","244.3.160.204","244.3.160.254","TCP","24129","4000","64","0.000356000","2","6.363487000","Not set","Set","629","24129  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"40052","8.194462","244.3.160.204","244.3.160.254","TCP","24461","443","64","0.000229000","0","8.194462000","Set","Not set","735","24461  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40053","8.194573","244.3.160.254","244.3.160.204","TCP","443","24461","64","0.000111000","0","8.194573000","Set","Set","735","443  >  24461 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"40054","8.194714","244.3.160.204","244.3.160.254","TCP","24462","80","64","0.000141000","0","8.194714000","Set","Not set","736","24462  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40056","8.194827","244.3.160.254","244.3.160.204","TCP","80","24462","64","0.000063000","0","8.194827000","Set","Set","736","80  >  24462 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"40058","8.194966","244.3.160.204","244.3.160.254","TCP","24463","2784","64","0.000052000","0","8.194966000","Set","Not set","737","24463  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40059","8.195039","244.3.160.254","244.3.160.204","TCP","2784","24463","64","0.000073000","1","8.195039000","Not set","Set","737","2784  >  24463 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"40060","8.195261","244.3.160.204","244.3.160.254","TCP","24464","2785","64","0.000222000","0","8.195261000","Set","Not set","738","24464  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40061","8.195330","244.3.160.254","244.3.160.204","TCP","2785","24464","64","0.000069000","1","8.195330000","Not set","Set","738","2785  >  24464 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"40062","8.195549","244.3.160.204","244.3.160.254","TCP","24465","4000","64","0.000219000","0","8.195549000","Set","Not set","739","24465  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40063","8.195650","244.3.160.254","244.3.160.204","TCP","4000","24465","64","0.000101000","0","8.195650000","Set","Set","739","4000  >  24465 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"40064","8.195810","244.3.160.204","244.3.160.254","TCP","24466","4001","64","0.000160000","0","8.195810000","Set","Not set","740","24466  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"40065","8.195879","244.3.160.254","244.3.160.204","TCP","4001","24466","64","0.000069000","1","8.195879000","Not set","Set","740","4001  >  24466 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"40676","8.292828","244.3.160.204","244.3.160.254","TCP","24461","443","64","0.002115000","1","8.292828000","Not set","Set","735","24461  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40678","8.292959","244.3.160.204","244.3.160.254","TCP","24461","443","64","0.000061000","1","8.292959000","Not set","Set","735","24461  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40680","8.293057","244.3.160.254","244.3.160.204","TCP","443","24461","64","0.000056000","1","8.293057000","Not set","Set","735","443  >  24461 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40688","8.293913","244.3.160.254","244.3.160.204","TCP","443","24461","64","0.000005000","1","8.293913000","Not set","Set","735","443  >  24461 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40693","8.294182","244.3.160.204","244.3.160.254","TCP","24462","80","64","0.000005000","1","8.294182000","Not set","Set","736","24462  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40694","8.294285","244.3.160.204","244.3.160.254","TCP","24462","80","64","0.000103000","1","8.294285000","Not set","Set","736","24462  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40695","8.294415","244.3.160.254","244.3.160.204","TCP","80","24462","64","0.000130000","1","8.294415000","Not set","Set","736","80  >  24462 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40698","8.294662","244.3.160.254","244.3.160.204","TCP","80","24462","64","0.000090000","1","8.294662000","Not set","Set","736","80  >  24462 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40703","8.296514","244.3.160.204","244.3.160.254","TCP","24465","4000","64","0.000005000","1","8.296514000","Not set","Set","739","24465  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40704","8.296629","244.3.160.204","244.3.160.254","TCP","24465","4000","64","0.000115000","1","8.296629000","Not set","Set","739","24465  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"40705","8.296736","244.3.160.254","244.3.160.204","TCP","4000","24465","64","0.000107000","1","8.296736000","Not set","Set","739","4000  >  24465 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"40708","8.296936","244.3.160.254","244.3.160.204","TCP","4000","24465","64","0.000051000","1","8.296936000","Not set","Set","739","4000  >  24465 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"41034","8.366365","244.3.160.204","244.3.160.254","TCP","24461","443","64","0.000289000","2","8.366365000","Not set","Set","735","24461  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"41038","8.367551","244.3.160.204","244.3.160.254","TCP","24462","80","64","0.000142000","2","8.367551000","Not set","Set","736","24462  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"41043","8.368577","244.3.160.204","244.3.160.254","TCP","24465","4000","64","0.000356000","2","8.368577000","Not set","Set","739","24465  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"50470","10.194209","244.3.160.204","244.3.160.254","TCP","24797","4002","64","0.000147000","0","10.194209000","Set","Not set","824","24797  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50471","10.194278","244.3.160.254","244.3.160.204","TCP","4002","24797","64","0.000069000","1","10.194278000","Not set","Set","824","4002  >  24797 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50474","10.194467","244.3.160.204","244.3.160.254","TCP","24798","2048","64","0.000004000","0","10.194467000","Set","Not set","825","24798  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50475","10.194537","244.3.160.254","244.3.160.204","TCP","2048","24798","64","0.000070000","1","10.194537000","Not set","Set","825","2048  >  24798 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50477","10.194741","244.3.160.204","244.3.160.254","TCP","24799","443","64","0.000089000","0","10.194741000","Set","Not set","826","24799  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50479","10.194844","244.3.160.254","244.3.160.204","TCP","443","24799","64","0.000040000","0","10.194844000","Set","Set","826","443  >  24799 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50480","10.194998","244.3.160.204","244.3.160.254","TCP","24800","80","64","0.000154000","0","10.194998000","Set","Not set","827","24800  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50481","10.195102","244.3.160.254","244.3.160.204","TCP","80","24800","64","0.000104000","0","10.195102000","Set","Set","827","80  >  24800 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50483","10.195295","244.3.160.204","244.3.160.254","TCP","24801","2784","64","0.000005000","0","10.195295000","Set","Not set","828","24801  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50484","10.195359","244.3.160.254","244.3.160.204","TCP","2784","24801","64","0.000064000","1","10.195359000","Not set","Set","828","2784  >  24801 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50488","10.195605","244.3.160.204","244.3.160.254","TCP","24802","2785","64","0.000005000","0","10.195605000","Set","Not set","829","24802  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50489","10.195644","244.3.160.254","244.3.160.204","TCP","2785","24802","64","0.000039000","1","10.195644000","Not set","Set","829","2785  >  24802 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50967","10.290303","244.3.160.204","244.3.160.254","TCP","24799","443","64","0.000266000","1","10.290303000","Not set","Set","826","24799  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50968","10.290435","244.3.160.204","244.3.160.254","TCP","24799","443","64","0.000132000","1","10.290435000","Not set","Set","826","24799  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50969","10.290515","244.3.160.254","244.3.160.204","TCP","443","24799","64","0.000080000","1","10.290515000","Not set","Set","826","443  >  24799 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50970","10.291320","244.3.160.254","244.3.160.204","TCP","443","24799","64","0.000805000","1","10.291320000","Not set","Set","826","443  >  24799 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50971","10.291448","244.3.160.204","244.3.160.254","TCP","24800","80","64","0.000128000","1","10.291448000","Not set","Set","827","24800  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50972","10.291598","244.3.160.204","244.3.160.254","TCP","24800","80","64","0.000150000","1","10.291598000","Not set","Set","827","24800  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50973","10.291669","244.3.160.254","244.3.160.204","TCP","80","24800","64","0.000071000","1","10.291669000","Not set","Set","827","80  >  24800 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50975","10.291844","244.3.160.254","244.3.160.204","TCP","80","24800","64","0.000125000","1","10.291844000","Not set","Set","827","80  >  24800 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
