"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"231745","50.298500","244.3.160.254","244.3.160.204","TCP","443","31483","64","0.000876000","1","50.298500000","Not set","Set","2487","443  >  31483 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"231746","50.298601","244.3.160.204","244.3.160.254","TCP","31484","80","64","0.000101000","1","50.298601000","Not set","Set","2488","31484  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"231747","50.298795","244.3.160.204","244.3.160.254","TCP","31484","80","64","0.000194000","1","50.298795000","Not set","Set","2488","31484  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"231750","50.298877","244.3.160.254","244.3.160.204","TCP","80","31484","64","0.000006000","1","50.298877000","Not set","Set","2488","80  >  31484 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"231752","50.299024","244.3.160.254","244.3.160.204","TCP","80","31484","64","0.000021000","1","50.299024000","Not set","Set","2488","80  >  31484 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"231964","50.369310","244.3.160.204","244.3.160.254","TCP","31483","443","64","0.000272000","2","50.369310000","Not set","Set","2487","31483  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"231969","50.369880","244.3.160.204","244.3.160.254","TCP","31484","80","64","0.000028000","2","50.369880000","Not set","Set","2488","31484  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"237626","52.201203","244.3.160.204","244.3.160.254","TCP","31812","4000","64","0.000219000","0","52.201203000","Set","Not set","2598","31812  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237627","52.201302","244.3.160.254","244.3.160.204","TCP","4000","31812","64","0.000099000","0","52.201302000","Set","Set","2598","4000  >  31812 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"237628","52.201464","244.3.160.204","244.3.160.254","TCP","31813","4001","64","0.000162000","0","52.201464000","Set","Not set","2599","31813  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237629","52.201533","244.3.160.254","244.3.160.204","TCP","4001","31813","64","0.000069000","1","52.201533000","Not set","Set","2599","4001  >  31813 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"237630","52.201724","244.3.160.204","244.3.160.254","TCP","31814","4002","64","0.000191000","0","52.201724000","Set","Not set","2600","31814  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237631","52.201794","244.3.160.254","244.3.160.204","TCP","4002","31814","64","0.000070000","1","52.201794000","Not set","Set","2600","4002  >  31814 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"237632","52.202015","244.3.160.204","244.3.160.254","TCP","31815","2048","64","0.000221000","0","52.202015000","Set","Not set","2601","31815  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237634","52.202087","244.3.160.254","244.3.160.204","TCP","2048","31815","64","0.000005000","1","52.202087000","Not set","Set","2601","2048  >  31815 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"237636","52.202280","244.3.160.204","244.3.160.254","TCP","31816","443","64","0.000065000","0","52.202280000","Set","Not set","2602","31816  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237637","52.202375","244.3.160.254","244.3.160.204","TCP","443","31816","64","0.000095000","0","52.202375000","Set","Set","2602","443  >  31816 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"237639","52.202544","244.3.160.204","244.3.160.254","TCP","31817","80","64","0.000093000","0","52.202544000","Set","Not set","2603","31817  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"237640","52.202640","244.3.160.254","244.3.160.204","TCP","80","31817","64","0.000096000","0","52.202640000","Set","Set","2603","80  >  31817 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"238029","52.299175","244.3.160.204","244.3.160.254","TCP","31812","4000","64","0.000731000","1","52.299175000","Not set","Set","2598","31812  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238031","52.299325","244.3.160.204","244.3.160.254","TCP","31812","4000","64","0.000122000","1","52.299325000","Not set","Set","2598","31812  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238033","52.299418","244.3.160.254","244.3.160.204","TCP","4000","31812","64","0.000088000","1","52.299418000","Not set","Set","2598","4000  >  31812 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238035","52.299637","244.3.160.254","244.3.160.204","TCP","4000","31812","64","0.000198000","1","52.299637000","Not set","Set","2598","4000  >  31812 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238039","52.301933","244.3.160.204","244.3.160.254","TCP","31816","443","64","0.001804000","1","52.301933000","Not set","Set","2602","31816  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238042","52.302098","244.3.160.204","244.3.160.254","TCP","31816","443","64","0.000005000","1","52.302098000","Not set","Set","2602","31816  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238043","52.302165","244.3.160.254","244.3.160.204","TCP","443","31816","64","0.000067000","1","52.302165000","Not set","Set","2602","443  >  31816 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238046","52.302942","244.3.160.254","244.3.160.204","TCP","443","31816","64","0.000040000","1","52.302942000","Not set","Set","2602","443  >  31816 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238047","52.303121","244.3.160.204","244.3.160.254","TCP","31817","80","64","0.000179000","1","52.303121000","Not set","Set","2603","31817  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238048","52.303257","244.3.160.204","244.3.160.254","TCP","31817","80","64","0.000136000","1","52.303257000","Not set","Set","2603","31817  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"238049","52.303341","244.3.160.254","244.3.160.204","TCP","80","31817","64","0.000084000","1","52.303341000","Not set","Set","2603","80  >  31817 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238050","52.303526","244.3.160.254","244.3.160.204","TCP","80","31817","64","0.000185000","1","52.303526000","Not set","Set","2603","80  >  31817 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"238403","52.374669","244.3.160.204","244.3.160.254","TCP","31812","4000","64","0.000719000","2","52.374669000","Not set","Set","2598","31812  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"238411","52.376684","244.3.160.204","244.3.160.254","TCP","31816","443","64","0.000264000","2","52.376684000","Not set","Set","2602","31816  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"238413","52.377399","244.3.160.204","244.3.160.254","TCP","31817","80","64","0.000005000","2","52.377399000","Not set","Set","2603","31817  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"245185","54.201395","244.3.160.204","244.3.160.254","TCP","32151","2784","64","0.000286000","0","54.201395000","Set","Not set","2681","32151  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245188","54.201476","244.3.160.254","244.3.160.204","TCP","2784","32151","64","0.000005000","1","54.201476000","Not set","Set","2681","2784  >  32151 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"245191","54.201531","244.3.160.204","244.3.160.254","TCP","32152","2785","64","0.000015000","0","54.201531000","Set","Not set","2682","32152  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245197","54.201607","244.3.160.254","244.3.160.204","TCP","2785","32152","64","0.000055000","1","54.201607000","Not set","Set","2682","2785  >  32152 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"245200","54.201812","244.3.160.204","244.3.160.254","TCP","32153","4000","64","0.000004000","0","54.201812000","Set","Not set","2683","32153  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245205","54.201916","244.3.160.254","244.3.160.204","TCP","4000","32153","64","0.000008000","0","54.201916000","Set","Set","2683","4000  >  32153 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"245207","54.202115","244.3.160.204","244.3.160.254","TCP","32154","4001","64","0.000187000","0","54.202115000","Set","Not set","2684","32154  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245208","54.202184","244.3.160.254","244.3.160.204","TCP","4001","32154","64","0.000069000","1","54.202184000","Not set","Set","2684","4001  >  32154 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"245209","54.202391","244.3.160.204","244.3.160.254","TCP","32155","4002","64","0.000207000","0","54.202391000","Set","Not set","2685","32155  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245210","54.202458","244.3.160.254","244.3.160.204","TCP","4002","32155","64","0.000067000","1","54.202458000","Not set","Set","2685","4002  >  32155 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"245211","54.202586","244.3.160.204","244.3.160.254","TCP","32156","2048","64","0.000128000","0","54.202586000","Set","Not set","2686","32156  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"245212","54.202658","244.3.160.254","244.3.160.204","TCP","2048","32156","64","0.000072000","1","54.202658000","Not set","Set","2686","2048  >  32156 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"245484","54.297949","244.3.160.204","244.3.160.254","TCP","32153","4000","64","0.000012000","1","54.297949000","Not set","Set","2683","32153  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"245485","54.298079","244.3.160.204","244.3.160.254","TCP","32153","4000","64","0.000130000","1","54.298079000","Not set","Set","2683","32153  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"245486","54.298233","244.3.160.254","244.3.160.204","TCP","4000","32153","64","0.000154000","1","54.298233000","Not set","Set","2683","4000  >  32153 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"245487","54.298475","244.3.160.254","244.3.160.204","TCP","4000","32153","64","0.000242000","1","54.298475000","Not set","Set","2683","4000  >  32153 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"245794","54.368294","244.3.160.204","244.3.160.254","TCP","32153","4000","64","0.000067000","2","54.368294000","Not set","Set","2683","32153  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"250263","56.202602","244.3.160.204","244.3.160.254","TCP","32482","443","64","0.000073000","0","56.202602000","Set","Not set","2762","32482  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250265","56.202696","244.3.160.254","244.3.160.204","TCP","443","32482","64","0.000045000","0","56.202696000","Set","Set","2762","443  >  32482 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"250267","56.202860","244.3.160.204","244.3.160.254","TCP","32483","80","64","0.000088000","0","56.202860000","Set","Not set","2763","32483  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250269","56.202959","244.3.160.254","244.3.160.204","TCP","80","32483","64","0.000066000","0","56.202959000","Set","Set","2763","80  >  32483 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"250272","56.203141","244.3.160.204","244.3.160.254","TCP","32484","2784","64","0.000004000","0","56.203141000","Set","Not set","2764","32484  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250274","56.203187","244.3.160.254","244.3.160.204","TCP","2784","32484","64","0.000027000","1","56.203187000","Not set","Set","2764","2784  >  32484 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"250279","56.203401","244.3.160.204","244.3.160.254","TCP","32485","2785","64","0.000016000","0","56.203401000","Set","Not set","2765","32485  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250280","56.203468","244.3.160.254","244.3.160.204","TCP","2785","32485","64","0.000067000","1","56.203468000","Not set","Set","2765","2785  >  32485 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"250287","56.203658","244.3.160.204","244.3.160.254","TCP","32486","4000","64","0.000036000","0","56.203658000","Set","Not set","2766","32486  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250289","56.203762","244.3.160.254","244.3.160.204","TCP","4000","32486","64","0.000005000","0","56.203762000","Set","Set","2766","4000  >  32486 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"250294","56.203917","244.3.160.204","244.3.160.254","TCP","32487","4001","64","0.000020000","0","56.203917000","Set","Not set","2767","32487  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"250296","56.203997","244.3.160.254","244.3.160.204","TCP","4001","32487","64","0.000004000","1","56.203997000","Not set","Set","2767","4001  >  32487 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"250696","56.299494","244.3.160.204","244.3.160.254","TCP","32482","443","64","0.003779000","1","56.299494000","Not set","Set","2762","32482  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250697","56.299628","244.3.160.204","244.3.160.254","TCP","32482","443","64","0.000134000","1","56.299628000","Not set","Set","2762","32482  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250698","56.299750","244.3.160.254","244.3.160.204","TCP","443","32482","64","0.000122000","1","56.299750000","Not set","Set","2762","443  >  32482 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250699","56.300589","244.3.160.254","244.3.160.204","TCP","443","32482","64","0.000839000","1","56.300589000","Not set","Set","2762","443  >  32482 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250700","56.300621","244.3.160.204","244.3.160.254","TCP","32483","80","64","0.000032000","1","56.300621000","Not set","Set","2763","32483  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250701","56.300755","244.3.160.204","244.3.160.254","TCP","32483","80","64","0.000134000","1","56.300755000","Not set","Set","2763","32483  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250702","56.300830","244.3.160.254","244.3.160.204","TCP","80","32483","64","0.000075000","1","56.300830000","Not set","Set","2763","80  >  32483 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250705","56.301035","244.3.160.254","244.3.160.204","TCP","80","32483","64","0.000005000","1","56.301035000","Not set","Set","2763","80  >  32483 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250709","56.302852","244.3.160.204","244.3.160.254","TCP","32486","4000","64","0.000158000","1","56.302852000","Not set","Set","2766","32486  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250710","56.302935","244.3.160.204","244.3.160.254","TCP","32486","4000","64","0.000083000","1","56.302935000","Not set","Set","2766","32486  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"250711","56.303016","244.3.160.254","244.3.160.204","TCP","4000","32486","64","0.000081000","1","56.303016000","Not set","Set","2766","4000  >  32486 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250712","56.303270","244.3.160.254","244.3.160.204","TCP","4000","32486","64","0.000254000","1","56.303270000","Not set","Set","2766","4000  >  32486 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"250906","56.370547","244.3.160.204","244.3.160.254","TCP","32482","443","64","0.000505000","2","56.370547000","Not set","Set","2762","32482  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"250908","56.371147","244.3.160.204","244.3.160.254","TCP","32483","80","64","0.000496000","2","56.371147000","Not set","Set","2763","32483  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"250912","56.373031","244.3.160.204","244.3.160.254","TCP","32486","4000","64","0.000212000","2","56.373031000","Not set","Set","2766","32486  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"255523","58.202239","244.3.160.204","244.3.160.254","TCP","32816","4002","64","0.000203000","0","58.202239000","Set","Not set","2860","32816  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255524","58.202308","244.3.160.254","244.3.160.204","TCP","4002","32816","64","0.000069000","1","58.202308000","Not set","Set","2860","4002  >  32816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"255526","58.202514","244.3.160.204","244.3.160.254","TCP","32817","2048","64","0.000038000","0","58.202514000","Set","Not set","2861","32817  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255527","58.202580","244.3.160.254","244.3.160.204","TCP","2048","32817","64","0.000066000","1","58.202580000","Not set","Set","2861","2048  >  32817 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"255528","58.202807","244.3.160.204","244.3.160.254","TCP","32818","443","64","0.000227000","0","58.202807000","Set","Not set","2862","32818  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255529","58.202904","244.3.160.254","244.3.160.204","TCP","443","32818","64","0.000097000","0","58.202904000","Set","Set","2862","443  >  32818 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"255530","58.203033","244.3.160.204","244.3.160.254","TCP","32819","80","64","0.000129000","0","58.203033000","Set","Not set","2863","32819  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255531","58.203125","244.3.160.254","244.3.160.204","TCP","80","32819","64","0.000092000","0","58.203125000","Set","Set","2863","80  >  32819 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"255533","58.203289","244.3.160.204","244.3.160.254","TCP","32820","2784","64","0.000056000","0","58.203289000","Set","Not set","2864","32820  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255534","58.203358","244.3.160.254","244.3.160.204","TCP","2784","32820","64","0.000069000","1","58.203358000","Not set","Set","2864","2784  >  32820 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"255536","58.203581","244.3.160.204","244.3.160.254","TCP","32821","2785","64","0.000179000","0","58.203581000","Set","Not set","2865","32821  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"255537","58.203646","244.3.160.254","244.3.160.204","TCP","2785","32821","64","0.000065000","1","58.203646000","Not set","Set","2865","2785  >  32821 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"255917","58.302967","244.3.160.204","244.3.160.254","TCP","32818","443","64","0.001490000","1","58.302967000","Not set","Set","2862","32818  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"255918","58.303102","244.3.160.204","244.3.160.254","TCP","32818","443","64","0.000135000","1","58.303102000","Not set","Set","2862","32818  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"255919","58.303174","244.3.160.254","244.3.160.204","TCP","443","32818","64","0.000072000","1","58.303174000","Not set","Set","2862","443  >  32818 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"255921","58.304068","244.3.160.254","244.3.160.204","TCP","443","32818","64","0.000263000","1","58.304068000","Not set","Set","2862","443  >  32818 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"255922","58.304199","244.3.160.204","244.3.160.254","TCP","32819","80","64","0.000131000","1","58.304199000","Not set","Set","2863","32819  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"255923","58.304336","244.3.160.204","244.3.160.254","TCP","32819","80","64","0.000137000","1","58.304336000","Not set","Set","2863","32819  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"255924","58.304421","244.3.160.254","244.3.160.204","TCP","80","32819","64","0.000085000","1","58.304421000","Not set","Set","2863","80  >  32819 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"255928","58.304583","244.3.160.254","244.3.160.204","TCP","80","32819","64","0.000062000","1","58.304583000","Not set","Set","2863","80  >  32819 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"256079","58.378918","244.3.160.204","244.3.160.254","TCP","32818","443","64","0.004057000","2","58.378918000","Not set","Set","2862","32818  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"256081","58.380025","244.3.160.204","244.3.160.254","TCP","32819","80","64","0.000415000","2","58.380025000","Not set","Set","2863","32819  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"262636","60.203965","244.3.160.204","244.3.160.254","TCP","33152","4000","64","0.000004000","0","60.203965000","Set","Not set","3071","33152  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262637","60.204069","244.3.160.254","244.3.160.204","TCP","4000","33152","64","0.000104000","0","60.204069000","Set","Set","3071","4000  >  33152 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"262638","60.204224","244.3.160.204","244.3.160.254","TCP","33153","4001","64","0.000155000","0","60.204224000","Set","Not set","3072","33153  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262639","60.204292","244.3.160.254","244.3.160.204","TCP","4001","33153","64","0.000068000","1","60.204292000","Not set","Set","3072","4001  >  33153 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"262641","60.204490","244.3.160.204","244.3.160.254","TCP","33154","4002","64","0.000005000","0","60.204490000","Set","Not set","3073","33154  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262646","60.204777","244.3.160.254","244.3.160.204","TCP","4002","33154","64","0.000004000","1","60.204777000","Not set","Set","3073","4002  >  33154 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"262647","60.204781","244.3.160.204","244.3.160.254","TCP","33155","2048","64","0.000004000","0","60.204781000","Set","Not set","3074","33155  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262648","60.204838","244.3.160.254","244.3.160.204","TCP","2048","33155","64","0.000057000","1","60.204838000","Not set","Set","3074","2048  >  33155 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"262649","60.205034","244.3.160.204","244.3.160.254","TCP","33156","443","64","0.000196000","0","60.205034000","Set","Not set","3075","33156  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262650","60.205133","244.3.160.254","244.3.160.204","TCP","443","33156","64","0.000099000","0","60.205133000","Set","Set","3075","443  >  33156 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"262653","60.205333","244.3.160.204","244.3.160.254","TCP","33157","80","64","0.000052000","0","60.205333000","Set","Not set","3076","33157  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"262655","60.205458","244.3.160.254","244.3.160.204","TCP","80","33157","64","0.000064000","0","60.205458000","Set","Set","3076","80  >  33157 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"262903","60.301023","244.3.160.204","244.3.160.254","TCP","33152","4000","64","0.000005000","1","60.301023000","Not set","Set","3071","33152  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262904","60.301158","244.3.160.204","244.3.160.254","TCP","33152","4000","64","0.000135000","1","60.301158000","Not set","Set","3071","33152  >  4000 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262905","60.301231","244.3.160.254","244.3.160.204","TCP","4000","33152","64","0.000073000","1","60.301231000","Not set","Set","3071","4000  >  33152 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"262906","60.301484","244.3.160.254","244.3.160.204","TCP","4000","33152","64","0.000253000","1","60.301484000","Not set","Set","3071","4000  >  33152 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"262907","60.304120","244.3.160.204","244.3.160.254","TCP","33156","443","64","0.002636000","1","60.304120000","Not set","Set","3075","33156  >  443 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262908","60.304253","244.3.160.204","244.3.160.254","TCP","33156","443","64","0.000133000","1","60.304253000","Not set","Set","3075","33156  >  443 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262910","60.304335","244.3.160.254","244.3.160.204","TCP","443","33156","64","0.000037000","1","60.304335000","Not set","Set","3075","443  >  33156 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"262913","60.305230","244.3.160.254","244.3.160.204","TCP","443","33156","64","0.000420000","1","60.305230000","Not set","Set","3075","443  >  33156 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"262914","60.305377","244.3.160.204","244.3.160.254","TCP","33157","80","64","0.000147000","1","60.305377000","Not set","Set","3076","33157  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262916","60.305497","244.3.160.204","244.3.160.254","TCP","33157","80","64","0.000077000","1","60.305497000","Not set","Set","3076","33157  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"262917","60.305580","244.3.160.254","244.3.160.204","TCP","80","33157","64","0.000083000","1","60.305580000","Not set","Set","3076","80  >  33157 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"262918","60.305773","244.3.160.254","244.3.160.204","TCP","80","33157","64","0.000193000","1","60.305773000","Not set","Set","3076","80  >  33157 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"263031","60.374415","244.3.160.204","244.3.160.254","TCP","33152","4000","64","0.001293000","2","60.374415000","Not set","Set","3071","33152  >  4000 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"263034","60.377388","244.3.160.204","244.3.160.254","TCP","33156","443","64","0.000126000","2","60.377388000","Not set","Set","3075","33156  >  443 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"263035","60.378040","244.3.160.204","244.3.160.254","TCP","33157","80","64","0.000652000","2","60.378040000","Not set","Set","3076","33157  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"268750","62.203360","244.3.160.204","244.3.160.254","TCP","33483","2784","64","0.000178000","0","62.203360000","Set","Not set","3132","33483  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268751","62.203431","244.3.160.254","244.3.160.204","TCP","2784","33483","64","0.000071000","1","62.203431000","Not set","Set","3132","2784  >  33483 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"268752","62.203617","244.3.160.204","244.3.160.254","TCP","33484","2785","64","0.000186000","0","62.203617000","Set","Not set","3133","33484  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268753","62.203686","244.3.160.254","244.3.160.204","TCP","2785","33484","64","0.000069000","1","62.203686000","Not set","Set","3133","2785  >  33484 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"268755","62.203896","244.3.160.204","244.3.160.254","TCP","33485","4000","64","0.000104000","0","62.203896000","Set","Not set","3134","33485  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268756","62.203997","244.3.160.254","244.3.160.204","TCP","4000","33485","64","0.000101000","0","62.203997000","Set","Set","3134","4000  >  33485 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"268757","62.204161","244.3.160.204","244.3.160.254","TCP","33486","4001","64","0.000164000","0","62.204161000","Set","Not set","3135","33486  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268758","62.204228","244.3.160.254","244.3.160.204","TCP","4001","33486","64","0.000067000","1","62.204228000","Not set","Set","3135","4001  >  33486 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"268759","62.204411","244.3.160.204","244.3.160.254","TCP","33487","4002","64","0.000183000","0","62.204411000","Set","Not set","3136","33487  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268760","62.204480","244.3.160.254","244.3.160.204","TCP","4002","33487","64","0.000069000","1","62.204480000","Not set","Set","3136","4002  >  33487 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"268761","62.204676","244.3.160.204","244.3.160.254","TCP","33488","2048","64","0.000196000","0","62.204676000","Set","Not set","3137","33488  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"268762","62.204743","244.3.160.254","244.3.160.204","TCP","2048","33488","64","0.000067000","1","62.204743000","Not set","Set","3137","2048  >  33488 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"269000","62.302418","244.3.160.204","244.3.160.254","TCP","33485","4000","64","0.000941000","1","62.302418000","Not set","Set","3134","33485  >  4000 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
