"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"41054","8.372376","244.3.160.89","244.3.160.204","TCP","443","24455","64","0.000077000","2986","8.372376000","Not set","Set","729","443  >  24455 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"41056","8.372640","244.3.160.89","244.3.160.204","TCP","443","24455","64","0.000209000","2986","8.372640000","Not set","Set","729","443  >  24455 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"41060","8.372698","244.3.160.204","244.3.160.89","TCP","24455","443","64","0.000031000","49","8.372698000","Not set","Set","729","[TCP Out-Of-Order] 24455  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"41062","8.372784","244.3.160.89","244.3.160.204","TCP","443","24455","64","0.000004000","2987","8.372784000","Not set","Set","729","[TCP Dup ACK 41054#1] 443  >  24455 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
"41261","8.412546","244.3.160.204","244.3.160.89","TCP","24455","443","64","0.000021000","50","8.412546000","Not set","Set","729","24455  >  443 [ACK] Seq=50 Ack=2987 Win=8695 Len=0"
"50449","10.192709","244.3.160.204","244.3.160.89","TCP","24791","2048","64","0.000090000","0","10.192709000","Set","Not set","818","24791  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50451","10.192805","244.3.160.89","244.3.160.204","TCP","2048","24791","64","0.000032000","1","10.192805000","Not set","Set","818","2048  >  24791 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50452","10.192940","244.3.160.204","244.3.160.89","TCP","24792","80","64","0.000135000","0","10.192940000","Set","Not set","819","24792  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50453","10.193068","244.3.160.89","244.3.160.204","TCP","80","24792","64","0.000128000","0","10.193068000","Set","Set","819","80  >  24792 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50454","10.193221","244.3.160.204","244.3.160.89","TCP","24793","443","64","0.000153000","0","10.193221000","Set","Not set","820","24793  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50457","10.193332","244.3.160.89","244.3.160.204","TCP","443","24793","64","0.000055000","0","10.193332000","Set","Set","820","443  >  24793 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"50459","10.193425","244.3.160.204","244.3.160.89","TCP","24794","2784","64","0.000036000","0","10.193425000","Set","Not set","821","24794  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50460","10.193495","244.3.160.89","244.3.160.204","TCP","2784","24794","64","0.000070000","1","10.193495000","Not set","Set","821","2784  >  24794 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50464","10.193696","244.3.160.204","244.3.160.89","TCP","24795","2785","64","0.000005000","0","10.193696000","Set","Not set","822","24795  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50465","10.193763","244.3.160.89","244.3.160.204","TCP","2785","24795","64","0.000067000","1","10.193763000","Not set","Set","822","2785  >  24795 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50466","10.193940","244.3.160.204","244.3.160.89","TCP","24796","4000","64","0.000177000","0","10.193940000","Set","Not set","823","24796  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"50467","10.194010","244.3.160.89","244.3.160.204","TCP","4000","24796","64","0.000070000","1","10.194010000","Not set","Set","823","4000  >  24796 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50938","10.285788","244.3.160.204","244.3.160.89","TCP","24792","80","64","0.000005000","1","10.285788000","Not set","Set","819","24792  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50941","10.285867","244.3.160.204","244.3.160.89","TCP","24792","80","64","0.000072000","1","10.285867000","Not set","Set","819","24792  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"50943","10.285989","244.3.160.89","244.3.160.204","TCP","80","24792","64","0.000078000","1","10.285989000","Not set","Set","819","80  >  24792 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50944","10.286370","244.3.160.89","244.3.160.204","TCP","80","24792","64","0.000381000","1","10.286370000","Not set","Set","819","80  >  24792 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"50954","10.287305","244.3.160.204","244.3.160.89","SSL","24793","443","106","0.000180000","1","10.287305000","Not set","Set","820","Continuation Data"
"50956","10.287400","244.3.160.89","244.3.160.204","TCP","443","24793","64","0.000044000","1","10.287400000","Not set","Set","820","443  >  24793 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"50995","10.300107","244.3.160.89","244.3.160.204","SSL","443","24793","1518","0.000681000","1","10.300107000","Not set","Set","820","Continuation Data"
"50997","10.300223","244.3.160.89","244.3.160.204","SSL","443","24793","1518","0.000111000","1461","10.300223000","Not set","Set","820","Continuation Data"
"50998","10.300228","244.3.160.89","244.3.160.204","SSL","443","24793","123","0.000005000","2921","10.300228000","Not set","Set","820","Continuation Data"
"51252","10.358221","244.3.160.204","244.3.160.89","TCP","24792","80","64","0.000005000","2","10.358221000","Not set","Set","819","24792  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"51292","10.368488","244.3.160.204","244.3.160.89","TCP","24793","443","64","0.000481000","49","10.368488000","Not set","Set","820","24793  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"51293","10.368575","244.3.160.89","244.3.160.204","TCP","443","24793","64","0.000087000","2986","10.368575000","Not set","Set","820","443  >  24793 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"51294","10.368748","244.3.160.89","244.3.160.204","TCP","443","24793","64","0.000173000","2986","10.368748000","Not set","Set","820","443  >  24793 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"51301","10.369251","244.3.160.204","244.3.160.89","TCP","24793","443","64","0.000101000","49","10.369251000","Not set","Set","820","[TCP Out-Of-Order] 24793  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
