"No.","Time","Source","Destination","Protocol","Source Port","Destination Port","Length","Time delta from previous captured frame","Sequence number","Time since reference or first frame","Syn","Acknowledgment","Stream index","Info"
"124609","26.196123","244.3.160.89","244.3.160.204","TCP","2784","27466","64","0.000075000","1","26.196123000","Not set","Set","1433","2784  >  27466 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"124612","26.196300","244.3.160.204","244.3.160.89","TCP","27467","2785","64","0.000107000","0","26.196300000","Set","Not set","1434","27467  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"124613","26.196368","244.3.160.89","244.3.160.204","TCP","2785","27467","64","0.000068000","1","26.196368000","Not set","Set","1434","2785  >  27467 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"124615","26.196550","244.3.160.204","244.3.160.89","TCP","27468","4000","64","0.000004000","0","26.196550000","Set","Not set","1435","27468  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"124617","26.196637","244.3.160.89","244.3.160.204","TCP","4000","27468","64","0.000023000","1","26.196637000","Not set","Set","1435","4000  >  27468 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"124961","26.289768","244.3.160.204","244.3.160.89","TCP","27464","80","64","0.000784000","1","26.289768000","Not set","Set","1431","27464  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"124962","26.289935","244.3.160.204","244.3.160.89","TCP","27464","80","64","0.000167000","1","26.289935000","Not set","Set","1431","27464  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"124963","26.290059","244.3.160.89","244.3.160.204","TCP","80","27464","64","0.000124000","1","26.290059000","Not set","Set","1431","80  >  27464 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"124964","26.290367","244.3.160.89","244.3.160.204","TCP","80","27464","64","0.000308000","1","26.290367000","Not set","Set","1431","80  >  27464 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"124969","26.291325","244.3.160.204","244.3.160.89","SSL","27465","443","106","0.000111000","1","26.291325000","Not set","Set","1432","Continuation Data"
"124970","26.291421","244.3.160.89","244.3.160.204","TCP","443","27465","64","0.000096000","1","26.291421000","Not set","Set","1432","443  >  27465 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"125030","26.304105","244.3.160.89","244.3.160.204","SSL","443","27465","1518","0.001905000","1","26.304105000","Not set","Set","1432","Continuation Data"
"125032","26.304236","244.3.160.89","244.3.160.204","SSL","443","27465","1518","0.000057000","1461","26.304236000","Not set","Set","1432","Continuation Data"
"125033","26.304241","244.3.160.89","244.3.160.204","SSL","443","27465","123","0.000005000","2921","26.304241000","Not set","Set","1432","Continuation Data"
"125289","26.362406","244.3.160.204","244.3.160.89","TCP","27464","80","64","0.000415000","2","26.362406000","Not set","Set","1431","27464  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"125331","26.372141","244.3.160.204","244.3.160.89","TCP","27465","443","64","0.001702000","49","26.372141000","Not set","Set","1432","27465  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"125332","26.372223","244.3.160.89","244.3.160.204","TCP","443","27465","64","0.000082000","2986","26.372223000","Not set","Set","1432","443  >  27465 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"125333","26.372420","244.3.160.89","244.3.160.204","TCP","443","27465","64","0.000197000","2986","26.372420000","Not set","Set","1432","443  >  27465 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"125334","26.373042","244.3.160.204","244.3.160.89","TCP","27465","443","64","0.000622000","49","26.373042000","Not set","Set","1432","[TCP Out-Of-Order] 27465  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"125335","26.373136","244.3.160.89","244.3.160.204","TCP","443","27465","64","0.000094000","2987","26.373136000","Not set","Set","1432","[TCP Dup ACK 125332#1] 443  >  27465 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
"125468","26.407476","244.3.160.204","244.3.160.89","TCP","27465","443","64","0.000043000","50","26.407476000","Not set","Set","1432","27465  >  443 [ACK] Seq=50 Ack=2987 Win=8695 Len=0"
"133526","28.195746","244.3.160.204","244.3.160.89","TCP","27797","4001","64","0.000574000","0","28.195746000","Set","Not set","1516","27797  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133527","28.195844","244.3.160.89","244.3.160.204","TCP","4001","27797","64","0.000098000","1","28.195844000","Not set","Set","1516","4001  >  27797 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"133528","28.195993","244.3.160.204","244.3.160.89","TCP","27798","4002","64","0.000149000","0","28.195993000","Set","Not set","1517","27798  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133529","28.196066","244.3.160.89","244.3.160.204","TCP","4002","27798","64","0.000073000","1","28.196066000","Not set","Set","1517","4002  >  27798 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"133531","28.196248","244.3.160.204","244.3.160.89","TCP","27799","2048","64","0.000055000","0","28.196248000","Set","Not set","1518","27799  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133532","28.196320","244.3.160.89","244.3.160.204","TCP","2048","27799","64","0.000072000","1","28.196320000","Not set","Set","1518","2048  >  27799 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"133535","28.196494","244.3.160.204","244.3.160.89","TCP","27800","80","64","0.000104000","0","28.196494000","Set","Not set","1519","27800  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133536","28.196609","244.3.160.89","244.3.160.204","TCP","80","27800","64","0.000115000","0","28.196609000","Set","Set","1519","80  >  27800 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"133537","28.196742","244.3.160.204","244.3.160.89","TCP","27801","443","64","0.000133000","0","28.196742000","Set","Not set","1520","27801  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133540","28.196864","244.3.160.89","244.3.160.204","TCP","443","27801","64","0.000004000","0","28.196864000","Set","Set","1520","443  >  27801 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"133541","28.197002","244.3.160.204","244.3.160.89","TCP","27802","2784","64","0.000138000","0","28.197002000","Set","Not set","1521","27802  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"133542","28.197083","244.3.160.89","244.3.160.204","TCP","2784","27802","64","0.000081000","1","28.197083000","Not set","Set","1521","2784  >  27802 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"133984","28.294922","244.3.160.204","244.3.160.89","TCP","27800","80","64","0.000280000","1","28.294922000","Not set","Set","1519","27800  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"133985","28.295081","244.3.160.204","244.3.160.89","TCP","27800","80","64","0.000159000","1","28.295081000","Not set","Set","1519","27800  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"133986","28.295158","244.3.160.89","244.3.160.204","TCP","80","27800","64","0.000077000","1","28.295158000","Not set","Set","1519","80  >  27800 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"133987","28.295467","244.3.160.89","244.3.160.204","TCP","80","27800","64","0.000309000","1","28.295467000","Not set","Set","1519","80  >  27800 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"133988","28.295695","244.3.160.204","244.3.160.89","SSL","27801","443","106","0.000228000","1","28.295695000","Not set","Set","1520","Continuation Data"
"133989","28.295789","244.3.160.89","244.3.160.204","TCP","443","27801","64","0.000094000","1","28.295789000","Not set","Set","1520","443  >  27801 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"134074","28.308598","244.3.160.89","244.3.160.204","SSL","443","27801","1518","0.000067000","1","28.308598000","Not set","Set","1520","Continuation Data"
"134075","28.308723","244.3.160.89","244.3.160.204","SSL","443","27801","1518","0.000125000","1461","28.308723000","Not set","Set","1520","Continuation Data"
"134076","28.308728","244.3.160.89","244.3.160.204","SSL","443","27801","123","0.000005000","2921","28.308728000","Not set","Set","1520","Continuation Data"
"134328","28.370865","244.3.160.204","244.3.160.89","TCP","27800","80","64","0.002403000","2","28.370865000","Not set","Set","1519","27800  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"134392","28.381451","244.3.160.204","244.3.160.89","TCP","27801","443","64","0.000116000","49","28.381451000","Not set","Set","1520","27801  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"134394","28.381525","244.3.160.89","244.3.160.204","TCP","443","27801","64","0.000044000","2986","28.381525000","Not set","Set","1520","443  >  27801 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"134396","28.381706","244.3.160.89","244.3.160.204","TCP","443","27801","64","0.000058000","2986","28.381706000","Not set","Set","1520","443  >  27801 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"134400","28.382339","244.3.160.204","244.3.160.89","TCP","27801","443","64","0.000146000","49","28.382339000","Not set","Set","1520","[TCP Out-Of-Order] 27801  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"134401","28.382421","244.3.160.89","244.3.160.204","TCP","443","27801","64","0.000082000","2987","28.382421000","Not set","Set","1520","[TCP Dup ACK 134394#1] 443  >  27801 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
"134584","28.421299","244.3.160.204","244.3.160.89","TCP","27801","443","64","0.002092000","50","28.421299000","Not set","Set","1520","27801  >  443 [ACK] Seq=50 Ack=2987 Win=8695 Len=0"
"145464","30.195873","244.3.160.204","244.3.160.89","TCP","28133","2785","64","0.000004000","0","30.195873000","Set","Not set","1597","28133  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145467","30.196128","244.3.160.204","244.3.160.89","TCP","28134","4000","64","0.000005000","0","30.196128000","Set","Not set","1598","28134  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145469","30.196259","244.3.160.89","244.3.160.204","TCP","2785","28133","64","0.000005000","1","30.196259000","Not set","Set","1597","2785  >  28133 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145470","30.196297","244.3.160.89","244.3.160.204","TCP","4000","28134","64","0.000038000","1","30.196297000","Not set","Set","1598","4000  >  28134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145471","30.196380","244.3.160.204","244.3.160.89","TCP","28135","4001","64","0.000083000","0","30.196380000","Set","Not set","1599","28135  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145473","30.196452","244.3.160.89","244.3.160.204","TCP","4001","28135","64","0.000022000","1","30.196452000","Not set","Set","1599","4001  >  28135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145474","30.196627","244.3.160.204","244.3.160.89","TCP","28136","4002","64","0.000175000","0","30.196627000","Set","Not set","1600","28136  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145475","30.196699","244.3.160.89","244.3.160.204","TCP","4002","28136","64","0.000072000","1","30.196699000","Not set","Set","1600","4002  >  28136 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145476","30.196874","244.3.160.204","244.3.160.89","TCP","28137","2048","64","0.000175000","0","30.196874000","Set","Not set","1601","28137  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145477","30.196944","244.3.160.89","244.3.160.204","TCP","2048","28137","64","0.000070000","1","30.196944000","Not set","Set","1601","2048  >  28137 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145479","30.197146","244.3.160.204","244.3.160.89","TCP","28138","80","64","0.000172000","0","30.197146000","Set","Not set","1602","28138  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"145482","30.197240","244.3.160.89","244.3.160.204","TCP","80","28138","64","0.000004000","0","30.197240000","Set","Set","1602","80  >  28138 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"146121","30.292190","244.3.160.204","244.3.160.89","TCP","28138","80","64","0.000199000","1","30.292190000","Not set","Set","1602","28138  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"146124","30.292317","244.3.160.204","244.3.160.89","TCP","28138","80","64","0.000076000","1","30.292317000","Not set","Set","1602","28138  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"146125","30.292403","244.3.160.89","244.3.160.204","TCP","80","28138","64","0.000086000","1","30.292403000","Not set","Set","1602","80  >  28138 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"146128","30.292686","244.3.160.89","244.3.160.204","TCP","80","28138","64","0.000026000","1","30.292686000","Not set","Set","1602","80  >  28138 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"146531","30.358868","244.3.160.204","244.3.160.89","TCP","28138","80","64","0.000083000","2","30.358868000","Not set","Set","1602","28138  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"156478","32.196070","244.3.160.204","244.3.160.89","TCP","28464","443","64","0.000578000","0","32.196070000","Set","Not set","1685","28464  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156479","32.196207","244.3.160.89","244.3.160.204","TCP","443","28464","64","0.000137000","0","32.196207000","Set","Set","1685","443  >  28464 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"156480","32.196330","244.3.160.204","244.3.160.89","TCP","28465","2784","64","0.000123000","0","32.196330000","Set","Not set","1686","28465  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156481","32.196409","244.3.160.89","244.3.160.204","TCP","2784","28465","64","0.000079000","1","32.196409000","Not set","Set","1686","2784  >  28465 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"156482","32.196581","244.3.160.204","244.3.160.89","TCP","28466","2785","64","0.000172000","0","32.196581000","Set","Not set","1687","28466  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156484","32.196699","244.3.160.89","244.3.160.204","TCP","2785","28466","64","0.000061000","1","32.196699000","Not set","Set","1687","2785  >  28466 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"156485","32.196820","244.3.160.204","244.3.160.89","TCP","28467","4000","64","0.000121000","0","32.196820000","Set","Not set","1688","28467  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156486","32.196894","244.3.160.89","244.3.160.204","TCP","4000","28467","64","0.000074000","1","32.196894000","Not set","Set","1688","4000  >  28467 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"156488","32.197061","244.3.160.204","244.3.160.89","TCP","28468","4001","64","0.000099000","0","32.197061000","Set","Not set","1689","28468  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156490","32.197136","244.3.160.89","244.3.160.204","TCP","4001","28468","64","0.000004000","1","32.197136000","Not set","Set","1689","4001  >  28468 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"156491","32.197346","244.3.160.204","244.3.160.89","TCP","28469","4002","64","0.000210000","0","32.197346000","Set","Not set","1690","28469  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"156495","32.197412","244.3.160.89","244.3.160.204","TCP","4002","28469","64","0.000012000","1","32.197412000","Not set","Set","1690","4002  >  28469 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"157316","32.290408","244.3.160.204","244.3.160.89","SSL","28464","443","106","0.000470000","1","32.290408000","Not set","Set","1685","Continuation Data"
"157318","32.290534","244.3.160.89","244.3.160.204","TCP","443","28464","64","0.000005000","1","32.290534000","Not set","Set","1685","443  >  28464 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"157435","32.304170","244.3.160.89","244.3.160.204","SSL","443","28464","1518","0.000029000","1","32.304170000","Not set","Set","1685","Continuation Data"
"157437","32.304295","244.3.160.89","244.3.160.204","SSL","443","28464","1518","0.000050000","1461","32.304295000","Not set","Set","1685","Continuation Data"
"157438","32.304300","244.3.160.89","244.3.160.204","SSL","443","28464","123","0.000005000","2921","32.304300000","Not set","Set","1685","Continuation Data"
"157880","32.374723","244.3.160.204","244.3.160.89","TCP","28464","443","64","0.000183000","49","32.374723000","Not set","Set","1685","28464  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"157881","32.374806","244.3.160.89","244.3.160.204","TCP","443","28464","64","0.000083000","2986","32.374806000","Not set","Set","1685","443  >  28464 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"157885","32.375023","244.3.160.89","244.3.160.204","TCP","443","28464","64","0.000005000","2986","32.375023000","Not set","Set","1685","443  >  28464 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"157886","32.375155","244.3.160.204","244.3.160.89","TCP","28464","443","64","0.000132000","49","32.375155000","Not set","Set","1685","[TCP Out-Of-Order] 28464  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"157888","32.375241","244.3.160.89","244.3.160.204","TCP","443","28464","64","0.000004000","2987","32.375241000","Not set","Set","1685","[TCP Dup ACK 157881#1] 443  >  28464 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
"158091","32.416074","244.3.160.204","244.3.160.89","TCP","28464","443","64","0.000070000","50","32.416074000","Not set","Set","1685","28464  >  443 [ACK] Seq=50 Ack=2987 Win=8695 Len=0"
"168070","34.196548","244.3.160.204","244.3.160.89","TCP","28803","2048","64","0.000262000","0","34.196548000","Set","Not set","1816","28803  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168072","34.196636","244.3.160.89","244.3.160.204","TCP","2048","28803","64","0.000058000","1","34.196636000","Not set","Set","1816","2048  >  28803 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168074","34.196844","244.3.160.204","244.3.160.89","TCP","28804","80","64","0.000079000","0","34.196844000","Set","Not set","1817","28804  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168075","34.196955","244.3.160.89","244.3.160.204","TCP","80","28804","64","0.000111000","0","34.196955000","Set","Set","1817","80  >  28804 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"168076","34.197040","244.3.160.204","244.3.160.89","TCP","28805","443","64","0.000085000","0","34.197040000","Set","Not set","1818","28805  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168077","34.197204","244.3.160.89","244.3.160.204","TCP","443","28805","64","0.000164000","0","34.197204000","Set","Set","1818","443  >  28805 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"168078","34.197287","244.3.160.204","244.3.160.89","TCP","28806","2784","64","0.000083000","0","34.197287000","Set","Not set","1819","28806  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168080","34.197364","244.3.160.89","244.3.160.204","TCP","2784","28806","64","0.000005000","1","34.197364000","Not set","Set","1819","2784  >  28806 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168082","34.197561","244.3.160.204","244.3.160.89","TCP","28807","2785","64","0.000061000","0","34.197561000","Set","Not set","1820","28807  >  2785 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168083","34.197629","244.3.160.89","244.3.160.204","TCP","2785","28807","64","0.000068000","1","34.197629000","Not set","Set","1820","2785  >  28807 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168084","34.197814","244.3.160.204","244.3.160.89","TCP","28808","4000","64","0.000185000","0","34.197814000","Set","Not set","1821","28808  >  4000 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"168085","34.197897","244.3.160.89","244.3.160.204","TCP","4000","28808","64","0.000083000","1","34.197897000","Not set","Set","1821","4000  >  28808 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168691","34.291141","244.3.160.204","244.3.160.89","TCP","28804","80","64","0.000069000","1","34.291141000","Not set","Set","1817","28804  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"168692","34.291289","244.3.160.204","244.3.160.89","TCP","28804","80","64","0.000148000","1","34.291289000","Not set","Set","1817","28804  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"168693","34.291405","244.3.160.89","244.3.160.204","TCP","80","28804","64","0.000116000","1","34.291405000","Not set","Set","1817","80  >  28804 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"168696","34.291672","244.3.160.89","244.3.160.204","TCP","80","28804","64","0.000004000","1","34.291672000","Not set","Set","1817","80  >  28804 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"168709","34.292303","244.3.160.204","244.3.160.89","SSL","28805","443","106","0.000004000","1","34.292303000","Not set","Set","1818","Continuation Data"
"168711","34.292400","244.3.160.89","244.3.160.204","TCP","443","28805","64","0.000004000","1","34.292400000","Not set","Set","1818","443  >  28805 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"168821","34.305298","244.3.160.89","244.3.160.204","SSL","443","28805","1518","0.000051000","1","34.305298000","Not set","Set","1818","Continuation Data"
"168823","34.305414","244.3.160.89","244.3.160.204","SSL","443","28805","1518","0.000112000","1461","34.305414000","Not set","Set","1818","Continuation Data"
"168824","34.305419","244.3.160.89","244.3.160.204","SSL","443","28805","123","0.000005000","2921","34.305419000","Not set","Set","1818","Continuation Data"
"169330","34.364986","244.3.160.204","244.3.160.89","TCP","28804","80","64","0.001513000","2","34.364986000","Not set","Set","1817","28804  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"169435","34.375619","244.3.160.204","244.3.160.89","TCP","28805","443","64","0.000004000","49","34.375619000","Not set","Set","1818","28805  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"169436","34.375685","244.3.160.89","244.3.160.204","TCP","443","28805","64","0.000066000","2986","34.375685000","Not set","Set","1818","443  >  28805 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"169437","34.375887","244.3.160.89","244.3.160.204","TCP","443","28805","64","0.000202000","2986","34.375887000","Not set","Set","1818","443  >  28805 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"169446","34.376522","244.3.160.204","244.3.160.89","TCP","28805","443","64","0.000005000","49","34.376522000","Not set","Set","1818","[TCP Out-Of-Order] 28805  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"169447","34.376601","244.3.160.89","244.3.160.204","TCP","443","28805","64","0.000079000","2987","34.376601000","Not set","Set","1818","[TCP Dup ACK 169436#1] 443  >  28805 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
"169766","34.414372","244.3.160.204","244.3.160.89","TCP","28805","443","64","0.000056000","50","34.414372000","Not set","Set","1818","28805  >  443 [ACK] Seq=50 Ack=2987 Win=8695 Len=0"
"180961","36.197578","244.3.160.204","244.3.160.89","TCP","29134","4001","64","0.001785000","0","36.197578000","Set","Not set","1881","29134  >  4001 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180962","36.197666","244.3.160.89","244.3.160.204","TCP","4001","29134","64","0.000088000","1","36.197666000","Not set","Set","1881","4001  >  29134 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"180963","36.197849","244.3.160.204","244.3.160.89","TCP","29135","4002","64","0.000183000","0","36.197849000","Set","Not set","1882","29135  >  4002 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180964","36.197923","244.3.160.89","244.3.160.204","TCP","4002","29135","64","0.000074000","1","36.197923000","Not set","Set","1882","4002  >  29135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"180965","36.198093","244.3.160.204","244.3.160.89","TCP","29136","2048","64","0.000170000","0","36.198093000","Set","Not set","1883","29136  >  2048 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180966","36.198164","244.3.160.89","244.3.160.204","TCP","2048","29136","64","0.000071000","1","36.198164000","Not set","Set","1883","2048  >  29136 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"180968","36.198353","244.3.160.204","244.3.160.89","TCP","29137","80","64","0.000004000","0","36.198353000","Set","Not set","1884","29137  >  80 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180969","36.198448","244.3.160.89","244.3.160.204","TCP","80","29137","64","0.000095000","0","36.198448000","Set","Set","1884","80  >  29137 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"180972","36.198599","244.3.160.204","244.3.160.89","TCP","29138","443","64","0.000035000","0","36.198599000","Set","Not set","1885","29138  >  443 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180974","36.198705","244.3.160.89","244.3.160.204","TCP","443","29138","64","0.000055000","0","36.198705000","Set","Set","1885","443  >  29138 [SYN, ACK] Seq=0 Ack=1 Win=24820 Len=0 MSS=1460"
"180978","36.198942","244.3.160.204","244.3.160.89","TCP","29139","2784","64","0.000005000","0","36.198942000","Set","Not set","1886","29139  >  2784 [SYN] Seq=0 Win=8760 Len=0 MSS=1460"
"180981","36.199141","244.3.160.89","244.3.160.204","TCP","2784","29139","64","0.000053000","1","36.199141000","Not set","Set","1886","2784  >  29139 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"181307","36.293251","244.3.160.204","244.3.160.89","TCP","29137","80","64","0.000183000","1","36.293251000","Not set","Set","1884","29137  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"181308","36.293377","244.3.160.204","244.3.160.89","TCP","29137","80","64","0.000126000","1","36.293377000","Not set","Set","1884","29137  >  80 [FIN, ACK] Seq=1 Ack=1 Win=8760 Len=0"
"181309","36.293447","244.3.160.89","244.3.160.204","TCP","80","29137","64","0.000070000","1","36.293447000","Not set","Set","1884","80  >  29137 [ACK] Seq=1 Ack=2 Win=24820 Len=0"
"181311","36.293831","244.3.160.89","244.3.160.204","TCP","80","29137","64","0.000362000","1","36.293831000","Not set","Set","1884","80  >  29137 [FIN, ACK] Seq=1 Ack=2 Win=24820 Len=0"
"181312","36.293979","244.3.160.204","244.3.160.89","SSL","29138","443","106","0.000148000","1","36.293979000","Not set","Set","1885","Continuation Data"
"181314","36.294092","244.3.160.89","244.3.160.204","TCP","443","29138","64","0.000048000","1","36.294092000","Not set","Set","1885","443  >  29138 [ACK] Seq=1 Ack=49 Win=24772 Len=0"
"181344","36.309528","244.3.160.89","244.3.160.204","SSL","443","29138","1518","0.000074000","1","36.309528000","Not set","Set","1885","Continuation Data"
"181345","36.309651","244.3.160.89","244.3.160.204","SSL","443","29138","1518","0.000123000","1461","36.309651000","Not set","Set","1885","Continuation Data"
"181346","36.309656","244.3.160.89","244.3.160.204","SSL","443","29138","123","0.000005000","2921","36.309656000","Not set","Set","1885","Continuation Data"
"181556","36.368450","244.3.160.204","244.3.160.89","TCP","29137","80","64","0.000237000","2","36.368450000","Not set","Set","1884","29137  >  80 [ACK] Seq=2 Ack=2 Win=8760 Len=0"
"181571","36.380513","244.3.160.204","244.3.160.89","TCP","29138","443","64","0.002878000","49","36.380513000","Not set","Set","1885","29138  >  443 [FIN, ACK] Seq=49 Ack=1461 Win=8760 Len=0"
"181572","36.380592","244.3.160.89","244.3.160.204","TCP","443","29138","64","0.000079000","2986","36.380592000","Not set","Set","1885","443  >  29138 [ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"181573","36.380813","244.3.160.89","244.3.160.204","TCP","443","29138","64","0.000221000","2986","36.380813000","Not set","Set","1885","443  >  29138 [FIN, ACK] Seq=2986 Ack=50 Win=24820 Len=0"
"181574","36.381063","244.3.160.204","244.3.160.89","TCP","29138","443","64","0.000250000","49","36.381063000","Not set","Set","1885","[TCP Out-Of-Order] 29138  >  443 [FIN, ACK] Seq=49 Ack=2921 Win=8760 Len=0"
"181575","36.381144","244.3.160.89","244.3.160.204","TCP","443","29138","64","0.000081000","2987","36.381144000","Not set","Set","1885","[TCP Dup ACK 181572#1] 443  >  29138 [ACK] Seq=2987 Ack=50 Win=24820 Len=0"
