frame.number,tcp.analysis.ack_rtt
495065,0.000785000
495072,0.000980000
495073,0.001201000
495074,0.001398000
495075,0.001277000
495076,
495077,
495078,
495079,
495080,
495081,
495082,
495083,
495084,
495085,
495086,
495088,0.000540000
495090,0.000766000
495092,0.000972000
495093,0.001187000
495096,0.001416000
495098,
495099,
495100,
495101,
495102,
495103,
495104,
495105,
495106,
495107,
495108,0.000433000
495109,0.000672000
495111,0.000885000
495117,0.001071000
495124,0.001297000
495125,
495126,
495127,
495128,
495129,0.000427000
495133,0.000658000
495937,0.173357000
495940,
497066,0.218544000
539183,
539184,
539185,
539186,0.000214000
539187,
539188,
539189,0.000165000
539190,
539191,
539192,0.000212000
539193,
539194,
539195,0.000191000
539196,
539197,
539198,0.000137000
539199,
539200,
539201,
539202,0.000257000
539205,
539208,
539209,0.000110000
539210,
539211,
539212,
539213,0.000240000
539214,
539216,0.000215000
539217,
539219,
539220,0.000185000
539222,
539224,
539225,
539226,0.000235000
539227,
539228,0.000166000
539229,
539230,
539231,0.000142000
539232,
539233,
539234,0.000192000
539235,
539239,
539241,
539242,
539243,0.000138000
539409,0.045073000
540607,
540608,
540609,
540610,
540611,
540612,
540613,
540614,
540615,
540616,
540617,
540618,
540621,0.000569000
540622,0.000780000
540625,0.000969000
540627,0.001184000
540629,0.001412000
540632,0.001605000
540637,
540638,
540640,
540641,
540642,
540643,
540644,
540645,
540646,
540647,
540649,
540650,
540651,
540654,0.000548000
540656,0.000723000
540658,0.000962000
540662,0.001175000
540664,0.001370000
540666,0.001591000
540668,
540669,
540670,
540671,
540673,
540674,
540675,
540676,
540677,
540678,
540679,
540680,
540681,0.000438000
540682,0.000667000
540683,0.000864000
540686,0.001080000
540687,0.001308000
540688,0.001490000
540689,
540690,
540691,
540692,
540693,
540694,
540695,
540696,
540697,
540698,
540699,
540700,
540701,
540707,0.000441000
540711,0.000651000
540712,0.000876000
540713,0.001072000
540714,0.001279000
540717,0.001489000
540719,0.001705000
540720,
540721,
540722,
540723,
540724,
540725,
540726,
540727,
540728,
540729,
540730,
540731,
540733,
540734,
540735,
540739,0.000540000
540741,0.000776000
540742,0.000957000
540743,0.001180000
540744,0.001413000
540745,0.001601000
540746,0.001829000
540747,
540748,
540749,
540750,
540751,
540752,
540753,
540754,
540755,
540756,
540757,
540758,
540759,
540760,
540763,0.000542000
540768,0.000771000
540769,0.000952000
540770,0.001181000
540771,0.001416000
540773,0.001590000
540774,0.001821000
540775,
540776,
540777,
540778,
540779,
540780,
540781,
540782,
540783,
540784,
540785,
540786,
540787,
540788,
540789,
540790,0.000551000
540791,0.000771000
540792,0.000957000
540793,0.001172000
540796,0.001407000
540797,0.001587000
540800,0.001865000
540803,
540804,
540805,
540806,
540807,
540808,
540809,
540810,
540811,
540812,
540815,0.000441000
540817,0.000668000
540821,0.000899000
540822,
540823,0.001076000
540824,0.001293000
541371,0.141693000
541372,
542228,0.218565000
563658,
563660,
563662,
563663,0.000190000
563664,
563665,
563666,
563667,0.000198000
563668,
563669,
563670,0.000136000
563671,
563672,
563673,
563674,0.000243000
563675,
563676,
563677,0.000238000
563678,
563679,0.000190000
563680,
563681,
563682,0.000160000
563683,
563686,
563688,0.000190000
563690,
563695,
563697,0.000160000
563699,
563701,
563705,0.000194000
563706,
563709,
563712,0.000182000
563713,
563717,
563721,
563722,0.000102000
563723,
563724,
563725,0.000204000
563726,
563730,
563731,0.000181000
563732,
563733,
563734,
563735,0.000141000
564818,
564819,0.137153000
566936,
566937,
566938,
566939,
566940,
566941,
566942,
566943,
566944,
566945,
566947,
566948,
566949,
566950,
566951,
566952,
566954,0.000562000
566955,0.000804000
566957,0.000967000
566960,0.001202000
566962,0.001408000
566964,0.001614000
566965,0.001829000
566967,0.002066000
566968,
566969,
566970,
566971,
566972,
566973,
566974,
566975,
566976,
566977,
566978,
566979,
566980,
566981,
566982,
566983,
566986,0.000547000
566987,0.000790000
566989,0.000970000
566991,0.001190000
566992,0.001426000
566993,0.001611000
566994,0.001829000
566995,0.002038000
566996,
566997,
566998,
566999,
567000,
567001,
567002,
567003,
567004,
567005,
567006,
567007,
567008,
567009,
567010,
567012,
567013,
567017,0.000542000
567019,0.000802000
567021,0.000967000
567024,0.001199000
567027,0.001408000
567028,0.001595000
567029,0.001819000
567030,0.002013000
567031,
567032,
567033,
567034,
567035,
567036,
567037,
567038,
567039,
567040,
567041,
567042,
567043,
567044,
567045,
567046,
567047,0.000437000
567048,
567050,0.000670000
567051,0.000884000
567053,0.001076000
567057,0.001290000
567058,0.001482000
567060,0.001709000
567063,0.001936000
567065,
567066,
567067,
567068,
567069,
567071,
567072,
567073,
567074,
567075,
567076,
567077,
567078,
567079,
567080,
567081,
567082,
567083,0.000479000
567084,0.000662000
567085,0.000889000
567086,0.001085000
567088,0.001299000
567089,0.001495000
567091,0.001719000
567093,0.001906000
567094,0.002123000
567096,
567097,
567098,
567099,
567100,
567101,
567102,
567103,
567104,
567105,
567107,
567108,
567109,
567110,
567111,
567112,
567113,
567114,
567115,0.000542000
567116,0.000786000
567117,0.000952000
567118,0.001189000
567119,0.001403000
567120,0.001607000
567121,0.001821000
567122,0.002006000
567123,
567125,
567127,0.002256000
567128,
567129,
567130,
567131,
567132,
567133,
567134,
567135,
567136,
567137,
567138,
567139,
567140,
567141,
567142,
567143,
567144,
567145,
567146,
567149,0.000538000
567150,0.000769000
567151,0.000964000
567152,0.001178000
567153,0.001414000
567154,0.001605000
567155,0.001818000
567156,0.001995000
567158,0.002237000
567160,
567161,
567162,
567163,
567164,
567165,
567166,
567167,
567168,
567169,
567170,
567171,
567172,
567174,0.000440000
567176,0.000662000
567177,0.000886000
567178,0.001079000
567179,0.001297000
567180,0.001495000
567181,0.001707000
567182,
567939,0.159532000
585684,
585685,
585687,0.000191000
585689,
585690,
585691,
585692,0.000149000
585693,
585694,
585695,0.000187000
585696,
585697,0.000202000
585698,
585700,
585702,
585703,
585704,0.000255000
585705,
585706,
585707,0.000240000
585708,0.000202000
585709,
585710,
585712,
585713,0.000129000
585715,
585716,
585717,0.000196000
585718,
585719,
585720,0.000167000
585721,
585722,
585723,0.000122000
585724,
585725,
585726,0.000159000
585728,
585729,
585730,
585731,0.000125000
585732,
585733,
585734,
585735,0.000255000
585736,
585737,
585738,0.000228000
585739,
585740,0.000140000
587061,
587062,
587063,
587064,
587065,
587066,
587067,
587068,
587069,
587070,
587071,
587072,
587073,
587074,
587075,
587076,
587077,
587078,
587079,
587082,0.000575000
587083,0.000788000
587084,0.000960000
587088,0.001198000
587089,0.001414000
587093,0.001601000
587095,0.001823000
587100,0.002001000
587101,0.002231000
587102,
587103,
587104,
587105,
587106,
587108,
587109,
587110,
587111,
587112,
587113,
587114,
587115,
587116,
587117,
587118,
587119,
587121,
587122,
587123,0.000466000
587124,0.000669000
587125,0.000905000
587126,0.001132000
587127,0.001326000
587128,0.001512000
587129,0.001727000
587131,0.001945000
587132,0.002171000
587135,0.002381000
587137,
587138,
587139,
587140,
587141,
587142,
587143,
587144,
587145,
587146,
587147,
587148,
587149,
587150,
587151,
587152,
587153,
587154,
587155,
587156,
587160,0.000575000
587162,0.000776000
587163,0.000961000
587164,0.001179000
587165,0.001421000
587166,0.001602000
587167,
587168,0.001823000
587169,0.002015000
587170,0.002228000
587171,0.002461000
587172,
587173,
587174,
587175,
587176,
587177,
587178,
587179,
587180,
587181,
587182,
587183,
587184,
587185,
587186,
587187,
587188,
587189,
587190,
587191,
587192,
587193,0.000546000
587196,0.000784000
587197,0.000960000
587198,0.001217000
587199,0.001401000
587201,0.001613000
587203,0.001819000
587204,0.002011000
587205,0.002243000
587206,
587207,0.002471000
587208,
587209,
587210,
587211,
587212,
587213,
587214,
587215,
587216,
587217,
587218,
587219,
587220,
587222,
587223,
587224,
587225,
587226,
587230,
587231,
587232,0.000434000
587233,0.000668000
587234,0.000886000
587237,0.001075000
587238,0.001302000
587239,0.001499000
587242,0.001723000
587243,0.001919000
587244,0.002182000
587247,0.002329000
587248,
587249,
587250,
587251,
587252,
587253,0.000430000
587260,0.000685000
587866,0.111740000
587870,
588884,0.218597000
785557,
785559,
785560,
785561,0.000139000
785562,
785563,
785564,
785565,0.000162000
785566,
785567,
785569,
785570,0.000238000
785571,
785572,0.000136000
785574,
785575,
785576,0.000149000
785577,
785578,
785579,
785580,
785582,0.000213000
785583,
785584,
785585,0.000167000
785586,
785589,
785590,0.000117000
785592,
785593,
785594,
785595,0.000246000
785596,
785597,0.000207000
785598,
785599,
785601,0.000130000
785602,
785604,
785605,
785606,0.000248000
785607,
785608,
785609,0.000239000
785610,
785612,0.000178000
785613,
785614,
785616,0.000251000
787869,
787870,
787871,
787872,
787873,
787874,
787875,
787876,
787877,
787878,
787879,
787880,
787881,
787882,
787883,
787884,
787885,
787886,
787887,
787888,
787889,
787890,
787891,0.000605000
787893,0.000800000
787895,0.000967000
787896,0.001193000
787897,0.001409000
787900,0.001598000
787901,0.001835000
787902,0.002011000
787903,0.002267000
787905,0.002455000
787910,0.002668000
787911,
787912,
787913,
787914,
787915,
787916,
787917,
787918,
787919,
787920,
787921,
787922,
787923,
787924,
787925,
787926,
787927,
787928,
787929,
787930,
787931,
787932,
787935,0.000535000
787936,0.000770000
787940,0.000971000
787941,0.001223000
787943,0.001424000
787945,0.001599000
787947,0.001817000
787950,0.002021000
787951,0.002234000
787952,0.002348000
787955,
787956,
787957,0.002663000
787959,
787960,
787961,
787962,
787963,
787964,
787965,
787966,
787967,
787968,
787969,
787970,
787971,
787972,
787973,
787974,
787975,
787976,
787977,
787978,
787979,
787980,
787981,
787983,0.000535000
787986,0.000803000
787988,0.000973000
787989,
787991,0.001185000
787992,0.001412000
787996,0.001586000
787998,0.001833000
788005,0.002018000
788007,0.002234000
788008,
788009,0.002464000
788011,0.002649000
788013,
788014,
788015,
788016,
788017,
788018,
788019,
788020,
788021,
788022,
788023,
788024,
788025,
788026,
788027,
788028,
788029,
788030,
788031,
788032,
788033,
788034,
788035,0.000434000
788036,0.000660000
788039,0.000883000
788041,0.001078000
788047,0.001297000
788048,0.001505000
788050,0.001706000
788052,0.001972000
788058,0.002119000
788065,0.002363000
788068,0.002568000
788070,0.002665000
788071,
788072,
788073,
788074,
788075,
788076,
788077,
788078,
788079,
788080,
788081,
788082,
788083,
788084,
788085,
788086,
788087,
788088,
788089,
788090,
788091,
788092,
788093,
788094,
788095,0.000548000
788097,0.000779000
788098,0.000955000
788106,0.001187000
788107,0.001317000
788108,0.001490000
788109,0.001706000
788113,0.001941000
788117,0.002121000
788121,0.002359000
788126,
788127,0.002521000
788128,
788130,0.002755000
788131,
788132,
788133,
788134,
788135,
788136,
788137,
788138,
788139,
788140,
788141,
788142,
788143,
788144,
788145,
788146,
788147,
788148,
788149,
788150,0.000444000
788151,0.000677000
788152,0.000882000
788153,0.001080000
788155,0.001299000
788157,0.001497000
788158,0.001716000
788160,0.001939000
788162,0.002130000
788163,0.002235000
789219,0.316774000
789221,
790051,0.234189000
816927,
816930,
816932,
816935,
816937,0.000267000
816939,
816941,0.000184000
816942,
816943,
816944,0.000137000
816945,
816947,
816948,0.000182000
816949,
816950,
816952,
816953,0.000135000
816954,
816955,
816956,
816957,0.000255000
816958,
816960,
816962,0.000127000
816963,
816965,
816966,
816967,0.000164000
816968,
816969,
816970,0.000190000
816971,
816973,
816975,0.000132000
816976,
816978,
816980,
816981,0.000243000
816982,
816983,0.000200000
816984,
816985,
816987,0.000181000
816988,
816989,
816990,
816991,
816992,0.000257000
816994,0.000204000
819799,
819800,
819801,
819802,
819803,
819804,
819805,
819806,
819807,
819808,
819810,
819811,
819812,
819813,
819814,
819815,
819816,
819817,
819818,
819820,
819821,
819822,
819823,
819824,
819825,
819827,0.000563000
819829,0.000784000
819831,0.000967000
819833,0.001203000
819839,0.001421000
819840,0.001601000
819841,0.001827000
819842,0.002016000
819843,0.002248000
819844,0.002486000
819845,0.002569000
819846,
819847,0.002773000
819848,
819850,
819851,
819852,
819853,
819854,0.003015000
819855,
819856,
819857,
819858,
819859,
819860,
819862,
819863,
819864,
819865,
819866,
819867,
819868,
819869,
819870,
819871,
819872,
819873,
819874,
819875,0.000551000
819876,0.000779000
819877,0.000973000
819878,0.001202000
819880,0.001399000
819881,0.001595000
819882,0.001836000
819883,0.002030000
819884,0.002247000
819885,0.002450000
819886,0.002655000
819887,
819888,
819889,
819890,
819891,
819892,
819893,
819894,
819895,
819896,
819897,
819898,
819899,
819900,
819901,
819902,
819903,
819906,
819907,
819908,
819909,
819910,
819911,
819912,
819913,
819917,0.000438000
819921,0.000683000
819922,
819924,0.000912000
819925,0.001075000
819927,0.001286000
819930,0.001492000
819931,0.001712000
819932,0.001946000
819933,0.002126000
819935,0.002345000
819937,0.002431000
819938,0.002645000
819939,
819940,
819941,0.002965000
819942,
819943,
819944,
819945,
819946,
819947,
819948,
819949,
819950,
819951,
819952,
819953,
819954,
819955,
819956,
819957,
819958,
819959,
819960,
819961,
819962,
819963,
819964,
819965,
819966,
819967,
819968,0.000575000
819969,0.000767000
819970,0.000958000
819973,0.001192000
819974,0.001409000
819975,0.001602000
819976,0.001820000
819977,0.002064000
819978,0.002124000
819979,0.002355000
819980,0.002469000
819981,0.002647000
819982,
819983,
819984,0.002995000
819986,
819987,
819988,
819989,
819990,
819991,
819992,
819993,
819994,
819995,
819997,
819998,
820000,
820001,
820002,
820003,
820004,
820005,
820006,
820007,
820009,
820011,
820012,
820013,
820014,
820015,
820016,0.000434000
820017,
820018,0.000651000
820021,0.000891000
820024,0.001101000
820025,0.001292000
820026,0.001491000
820027,0.001718000
820028,0.001902000
820029,0.002118000
820030,0.002320000
820032,0.002567000
820034,0.002728000
820036,
820037,0.002957000
820039,
820040,
820041,
820042,
820043,
820044,
820045,
820048,0.000446000
820049,0.000658000
820050,0.000913000
820051,0.001094000
820052,
820694,0.155429000
986276,
986278,
986279,
986284,0.000205000
986285,
986287,
986288,
986289,0.000255000
986290,
986291,
986292,0.000148000
986293,
986294,
986295,
986296,0.000257000
986298,
986300,
986301,0.000240000
986302,
986303,0.000178000
986304,
986305,
986306,
986307,0.000254000
986308,
986309,0.000184000
986310,
986311,
986312,
986313,0.000123000
986314,
986315,
986316,0.000205000
986317,
986318,
986320,
986321,0.000117000
986323,
986324,
986325,
986326,0.000238000
986327,
986329,0.000205000
986330,
986331,
986332,0.000123000
986334,
986335,
986337,0.000248000
988393,
988394,
988395,
988397,
988398,
988399,
988400,
988401,
988402,
988403,
988404,
988405,
988406,
988407,
988408,
988409,
988411,
988412,
988413,
988414,
988415,
988416,
988417,
988418,
988419,
988420,
988421,
988422,0.000597000
988423,0.000812000
988424,0.000971000
988429,0.001195000
988430,0.001378000
988431,0.001605000
988433,0.001844000
988435,0.002025000
988436,0.002255000
988437,
988439,
988441,0.002562000
988442,0.002771000
988443,0.002840000
988444,
988445,
988446,
988447,
988448,
988449,
988450,
988451,
988452,0.003107000
988453,
988454,
988455,
988456,
988457,
988458,
988459,
988460,
988461,
988462,
988463,
988464,
988465,
988466,
988467,
988468,
988469,
988470,0.000428000
988471,
988472,0.000672000
988473,
988474,
988475,
988476,0.001098000
988477,
988478,
988479,0.001354000
988480,0.001383000
988481,
988483,
988485,0.001623000
988486,0.001723000
988487,
988488,
988489,0.001940000
988490,0.002039000
988491,
988492,
988493,
988494,
988495,0.002252000
988496,0.002368000
988497,
988498,
988499,
988500,
988501,
988503,
988504,
988506,0.002674000
988507,
988509,
988510,
988511,
988512,
988513,
988516,0.003020000
988518,
988519,
988520,
988521,
988522,
988523,
988524,
988525,
988526,
988527,
988528,
988529,
988530,
988531,
988532,0.002045000
988533,
988534,
988535,0.002175000
988536,
988537,
988538,0.002098000
988539,
988540,
988541,0.002183000
988544,0.002286000
988545,
988546,
988547,
988548,
988549,0.002326000
988550,
988551,
988552,0.002356000
988555,0.001890000
988556,0.001922000
988558,
988559,0.002057000
988560,0.001982000
988561,0.002015000
988562,0.001940000
988563,0.001983000
988564,
988565,
988566,
988567,
988568,
988569,
988572,0.000438000
988573,0.000659000
988574,0.000887000
988576,
988577,
988578,
988579,
988581,
988582,
988583,
988587,0.000452000
988590,0.000673000
988593,0.000862000
988596,0.001079000
988598,
988599,
988600,
988601,
988602,
988603,
988604,
988605,
988608,0.000550000
988609,0.000781000
988610,0.000970000
988613,0.001196000
988614,
988615,
988616,
988617,
988618,
988619,
988620,
988621,
988622,
988623,0.000551000
988624,0.000756000
988625,0.000954000
988626,0.001196000
988627,
988628,
988629,
988630,
988631,
988632,
988633,
988634,
988635,
988638,0.000442000
988639,0.000662000
988640,0.000890000
988642,0.001079000
988644,
988645,
988646,
988647,
988648,
988649,
988650,
988651,
988652,
988653,0.000450000
988654,0.000669000
988655,0.000889000
988657,0.001064000
988658,0.001279000
988659,
988660,
988661,
988662,
988664,
988665,
988666,
988667,
988668,
988669,
988671,0.000555000
988673,0.000812000
988675,0.000957000
988676,0.001191000
988677,0.001419000
988678,
988679,
988680,
988681,
988682,
988683,0.000543000
988684,0.000779000
